#wave   V1            V2         V3          V4
#
4649.64 0.000117431 0.000128988 0.000107638 0.000192438
4654.91 0.000160368 0.000122596 0.00010144 0.000225546
4660.19 0.000155105 9.64861e-05 0.000135475 0.000197241
4665.46 0.000137862 9.93522e-05 0.000185737 0.000129705
4670.73 7.94962e-05 5.6717e-05 0.000139977 0.000282163
4676 0.000182399 0.000115129 0.000138852 0.000210153
4681.27 7.42075e-05 0.00012018 7.43901e-05 0.000131774
4686.55 0.000211396 0.000146697 4.93531e-05 0.000240362
4691.82 0.000122371 0.000117336 0.000110786 0.00016235
4697.09 0.000155742 7.43091e-05 0.000112583 0.000215492
4702.36 0.000118396 0.000143044 0.00012624 0.000175149
4707.63 7.10314e-05 6.48608e-05 0.00013596 0.000202325
4712.91 0.000109726 0.000171381 0.000133056 7.4908e-05
4718.18 6.74487e-05 9.20072e-05 0.000193648 0.000198916
4723.45 9.08567e-05 0.000196792 0.000139872 0.000137627
4728.72 0.000168145 0.000160505 0.000116496 9.09758e-05
4733.99 0.00018701 0.00010268 0.000179719 0.00016556
4739.27 0.000122119 0.000183149 0.000115272 0.000117364
4744.54 0.000168978 0.000173364 0.000204271 0.000183201
4749.81 0.000193637 0.000154337 0.000229144 0.000157448
4755.08 0.00012329 0.000144016 0.000136396 0.00011805
4760.35 0.000183699 0.000179445 0.00021939 0.000258691
4765.63 0.000112346 0.000115911 0.000185159 0.000326904
4770.9 0.000141146 0.00016533 0.00012885 0.000404534
4776.17 0.000103529 0.000207486 7.02728e-05 0.00075933
4781.44 0.000154519 0.000187784 0.000106237 0.00102377
4786.71 0.000148797 0.000169913 7.09114e-05 0.00142276
4791.99 6.20892e-05 0.000147093 0.000181657 0.00223462
4797.26 0.000190017 0.000154933 0.000255176 0.00366536
4802.53 0.000176371 0.00025901 0.000214211 0.00540595
4807.8 0.000114502 0.000255194 0.000169448 0.00675586
4813.07 0.000183326 0.000302002 0.000221366 0.00696915
4818.35 0.000187473 0.000176437 0.000142513 0.00530755
4823.62 0.00017389 0.000213509 0.000244594 0.00363183
4828.89 0.000142655 0.000291381 0.000232649 0.00234978
4834.16 0.000191824 0.000197822 0.000286228 0.00145321
4839.43 0.000226757 0.000353162 0.00038639 0.0011414
4844.71 0.000254859 0.000453188 0.000742873 0.000816398
4849.98 0.000342397 0.000670743 0.000886056 0.000757144
4855.25 0.000582092 0.000915608 0.001477 0.000991505
4860.52 0.000638784 0.00124889 0.00210422 0.00130672
4865.79 0.000870892 0.00172541 0.00288119 0.00193425
4871.07 0.00143216 0.00258038 0.00390211 0.0027558
4876.34 0.00175097 0.00384554 0.00509949 0.00367709
4881.61 0.00266595 0.0052751 0.00731629 0.00527388
4886.88 0.0036197 0.00717739 0.0092255 0.00699691
4892.16 0.00468547 0.00923316 0.0118742 0.00923986
4897.43 0.0059106 0.0116172 0.014702 0.0117943
4902.7 0.00785966 0.014955 0.0182588 0.0153223
4907.97 0.00965727 0.0189553 0.0230259 0.0198738
4913.24 0.0128529 0.0234211 0.029946 0.0312548
4918.52 0.0162384 0.0284576 0.0338133 0.0324129
4923.79 0.0203822 0.0336726 0.0385056 0.0351901
4929.06 0.0273444 0.0395674 0.0439691 0.0393211
4934.33 0.0292306 0.0460091 0.0500103 0.0445024
4939.6 0.0322735 0.0528806 0.0565037 0.0506469
4944.88 0.0363727 0.0599878 0.0633393 0.057509
4950.15 0.0413178 0.0674117 0.070421 0.0648265
4955.42 0.0469593 0.0749944 0.0776657 0.0726373
4960.69 0.0530869 0.0826685 0.0850016 0.080729
4965.96 0.0597281 0.0903761 0.0922267 0.0889917
4971.24 0.0667111 0.0980681 0.099559 0.0971846
4976.51 0.0739451 0.105541 0.106826 0.105507
4981.78 0.0812315 0.113072 0.11399 0.113757
4987.05 0.0887283 0.120483 0.121024 0.121694
4992.32 0.0962679 0.127749 0.127902 0.129626
4997.6 0.103799 0.134853 0.134605 0.137344
5002.87 0.111115 0.141562 0.140904 0.144599
5008.14 0.118494 0.148289 0.14721 0.151795
5013.41 0.125753 0.154821 0.153311 0.158708
5018.68 0.132868 0.161152 0.159202 0.165075
5023.96 0.13961 0.167279 0.164882 0.171384
5029.23 0.146365 0.172932 0.170351 0.17739
5034.5 0.152926 0.17864 0.17561 0.182816
5039.77 0.159282 0.184144 0.180383 0.188215
5045.04 0.165181 0.189448 0.185227 0.193325
5050.32 0.171099 0.194556 0.189875 0.197851
5055.59 0.1768 0.199161 0.194333 0.202403
5060.86 0.182009 0.20388 0.198607 0.206695
5066.13 0.187263 0.208417 0.202704 0.210419
5071.4 0.1923 0.212777 0.206307 0.214227
5076.68 0.197124 0.216965 0.210063 0.217482
5081.95 0.201436 0.220639 0.213662 0.220861
5087.22 0.205837 0.224491 0.21711 0.224049
5092.49 0.210038 0.228187 0.220414 0.226711
5097.76 0.213722 0.231731 0.223228 0.229553
5103.04 0.217531 0.235129 0.226257 0.232245
5108.31 0.221156 0.238008 0.229158 0.234436
5113.58 0.224603 0.24112 0.231937 0.236859
5118.85 0.227534 0.244098 0.234599 0.238796
5124.12 0.230636 0.246946 0.237148 0.240995
5129.4 0.233577 0.249272 0.239208 0.243099
5134.67 0.236006 0.251866 0.241539 0.244735
5139.94 0.238637 0.25434 0.243768 0.24667
5145.21 0.241125 0.256699 0.245898 0.248148
5150.48 0.243104 0.258531 0.247932 0.249944
5155.76 0.245314 0.260662 0.249474 0.251681
5161.03 0.247395 0.262684 0.25132 0.25297
5166.3 0.248974 0.264602 0.253079 0.254601
5171.57 0.250808 0.265991 0.254751 0.255787
5176.85 0.252529 0.267703 0.255927 0.257327
5182.12 0.253751 0.269318 0.25743 0.258828
5187.39 0.255253 0.270839 0.258852 0.259883
5192.66 0.256653 0.27183 0.260196 0.261306
5197.93 0.257563 0.273167 0.261463 0.262282
5203.21 0.258771 0.274418 0.262232 0.263633
5208.48 0.259891 0.275586 0.26335 0.26495
5213.75 0.260527 0.276226 0.264398 0.265814
5219.02 0.261482 0.277234 0.265378 0.267061
5224.29 0.26236 0.278169 0.265859 0.267851
5229.57 0.262762 0.279033 0.266708 0.269026
5234.84 0.263499 0.279375 0.267496 0.270167
5240.11 0.263767 0.280107 0.268226 0.270843
5245.38 0.264381 0.280779 0.268461 0.271909
5250.65 0.26494 0.281395 0.269081 0.272506
5255.93 0.265039 0.281499 0.269652 0.273496
5261.2 0.2655 0.282014 0.270177 0.274448
5266.47 0.265919 0.282485 0.270216 0.274925
5271.74 0.265888 0.282453 0.270657 0.275798
5277.01 0.266235 0.282846 0.271062 0.276193
5282.29 0.266138 0.283209 0.270988 0.276988
5287.56 0.26643 0.283544 0.271331 0.277745
5292.83 0.2667 0.283389 0.271649 0.278019
5298.1 0.266538 0.283681 0.271946 0.278699
5303.37 0.267091 0.284206 0.272108 0.278896
5308.65 0.26781 0.28486 0.27289 0.279502
5313.92 0.268101 0.285032 0.273658 0.280074
5319.19 0.268801 0.285665 0.273957 0.280163
5324.46 0.26907 0.286289 0.274694 0.280668
5329.73 0.269751 0.286431 0.275417 0.280692
5335.01 0.270423 0.287039 0.276126 0.281138
5340.28 0.270661 0.287642 0.276359 0.281558
5345.55 0.271315 0.28776 0.277037 0.281499
5350.82 0.271532 0.28835 0.2777 0.281871
5356.09 0.272167 0.288935 0.277883 0.282224
5361.37 0.272362 0.289515 0.278514 0.282101
5366.64 0.272976 0.289604 0.279129 0.28242
5371.91 0.27358 0.290171 0.27926 0.282267
5377.18 0.273741 0.290733 0.279841 0.282561
5382.45 0.274322 0.290799 0.280406 0.282847
5387.73 0.274456 0.291345 0.28048 0.282667
5393 0.275012 0.291883 0.281008 0.282942
5398.27 0.275119 0.292411 0.281518 0.283217
5403.54 0.275647 0.292436 0.281533 0.283029
5408.81 0.276162 0.292942 0.282003 0.283306
5414.09 0.276221 0.293435 0.282453 0.283588
5419.36 0.276704 0.293417 0.282403 0.283411
5424.63 0.27673 0.293879 0.282809 0.283705
5429.9 0.277179 0.294324 0.283194 0.284009
5435.17 0.277167 0.29425 0.283073 0.283856
5440.45 0.277579 0.294654 0.28341 0.284181
5445.72 0.277528 0.295037 0.283723 0.284517
5450.99 0.277901 0.295395 0.283526 0.284396
5456.26 0.278253 0.295223 0.283787 0.284755
5461.54 0.278139 0.295528 0.284022 0.285127
5466.81 0.278448 0.295803 0.283744 0.28504
5472.08 0.278289 0.295541 0.283924 0.285435
5477.35 0.278554 0.295753 0.283588 0.285841
5482.62 0.278349 0.295931 0.283711 0.286257
5487.9 0.278568 0.295565 0.283805 0.286205
5493.17 0.278316 0.295672 0.283381 0.286636
5498.44 0.27849 0.295741 0.283416 0.287072
5503.71 0.278548 0.295547 0.283315 0.287512
5508.98 0.279182 0.295944 0.283831 0.287472
5514.26 0.279338 0.296299 0.284314 0.287912
5519.53 0.279915 0.296608 0.284268 0.288348
5524.8 0.280007 0.296355 0.284673 0.288779
5530.07 0.280518 0.296564 0.284542 0.288717
5535.34 0.280538 0.296721 0.284858 0.289128
5540.62 0.280973 0.296308 0.285127 0.289525
5545.89 0.28137 0.296356 0.284851 0.289906
5551.16 0.281268 0.296347 0.285019 0.289778
5556.43 0.281582 0.295766 0.284639 0.290117
5561.7 0.281395 0.295646 0.284702 0.290431
5566.98 0.281625 0.295471 0.284217 0.290718
5572.25 0.281355 0.295243 0.284176 0.290975
5577.52 0.281505 0.294447 0.284084 0.290705
5582.79 0.281156 0.294119 0.283445 0.290894
5588.06 0.281231 0.293745 0.283257 0.291048
5593.34 0.280812 0.292813 0.282526 0.291163
5598.61 0.280822 0.29236 0.282251 0.291238
5603.88 0.280345 0.291873 0.281442 0.290775
5609.15 0.280304 0.290844 0.281095 0.290767
5614.42 0.279785 0.290308 0.280718 0.290716
5619.7 0.279712 0.289755 0.279823 0.290623
5624.97 0.279169 0.28868 0.279404 0.290487
5630.24 0.279083 0.288116 0.278479 0.290309
5635.51 0.27854 0.287555 0.278041 0.289589
5640.78 0.278464 0.287005 0.277111 0.289329
5646.06 0.277943 0.285964 0.276679 0.28903
5651.33 0.277902 0.285458 0.276261 0.288693
5656.6 0.277428 0.284986 0.275374 0.288322
5661.87 0.277445 0.284044 0.275003 0.287918
5667.14 0.277043 0.283658 0.274177 0.286985
5672.42 0.277143 0.283324 0.27388 0.286525
5677.69 0.276834 0.283049 0.273141 0.286041
5682.96 0.277038 0.282327 0.27294 0.285537
5688.23 0.276841 0.28218 0.272795 0.285016
5693.5 0.277166 0.282103 0.272222 0.284482
5698.78 0.277556 0.281587 0.272198 0.283937
5704.05 0.27755 0.281651 0.271749 0.282889
5709.32 0.278072 0.281784 0.271851 0.282334
5714.59 0.278196 0.281983 0.271526 0.281779
5719.86 0.278847 0.281731 0.271747 0.281224
5725.14 0.27909 0.282043 0.272021 0.280673
5730.41 0.279791 0.282354 0.271807 0.280125
5735.68 0.279344 0.281655 0.271597 0.279581
5740.95 0.279422 0.2815 0.270935 0.279039
5746.23 0.279565 0.281371 0.2708 0.278003
5751.5 0.279307 0.281261 0.270207 0.277459
5756.77 0.279589 0.280643 0.270127 0.276907
5762.04 0.279466 0.280528 0.270056 0.276339
5767.31 0.279869 0.280378 0.269484 0.275747
5772.59 0.280312 0.279651 0.269364 0.275119
5777.86 0.280297 0.279337 0.268685 0.274441
5783.13 0.280742 0.27888 0.268384 0.273698
5788.4 0.280662 0.278229 0.267924 0.272377
5793.67 0.280961 0.276812 0.266763 0.271439
5798.95 0.281113 0.275591 0.265813 0.270367
5804.22 0.280583 0.273977 0.264031 0.269129
5809.49 0.280258 0.271891 0.262306 0.267691
5814.76 0.279112 0.268742 0.260067 0.266014
5820.03 0.278018 0.265442 0.256746 0.264053
5825.31 0.276415 0.261383 0.253189 0.261759
