#wave   V1            V2         V3          V4
#
5830.58 0.273655 0.256392 0.248747 0.259077
5835.85 0.269958 0.249433 0.242405 0.255479
5841.12 0.265488 0.241867 0.235473 0.251839
5846.39 0.259719 0.233108 0.22738 0.24761
5851.67 0.253465 0.223043 0.2176 0.242711
5856.94 0.246185 0.211155 0.206831 0.237055
5862.21 0.237788 0.19814 0.194517 0.230545
5867.48 0.227787 0.183454 0.180183 0.223077
5872.75 0.216889 0.166967 0.16438 0.214539
5878.03 0.204589 0.148266 0.146594 0.204429
5883.3 0.190458 0.127815 0.126429 0.193395
5888.57 0.175083 0.105164 0.104235 0.1809
5893.84 0.158011 0.0801768 0.0795703 0.166794
5899.11 0.139147 0.0527173 0.0521634 0.150915
5904.39 0.11819 0.0302065 0.0293202 0.133094
5909.66 0.0954978 0.0228202 0.0223743 0.113146
5914.93 0.0707437 0.0173773 0.0164788 0.0907104
5920.2 0.0438467 0.0129658 0.0126353 0.0659669
5925.47 0.0284447 0.0100935 0.00959462 0.0384885
5930.75 0.0214316 0.00784092 0.00772111 0.0244152
5936.02 0.01665 0.00611889 0.00623678 0.0189971
5941.29 0.0133088 0.00527102 0.00485179 0.0151811
5946.56 0.0104084 0.00429141 0.00398991 0.0118356
5951.83 0.00780403 0.00336089 0.00335697 0.0097083
5957.11 0.00670405 0.00252176 0.00235861 0.00743758
5962.38 0.00526093 0.00205725 0.00205873 0.00598215
5967.65 0.00416752 0.00160519 0.00172301 0.00485663
5972.92 0.00319657 0.00144124 0.00134745 0.00372205
5978.19 0.00276406 0.000927465 0.00107355 0.00310412
5983.47 0.00225987 0.000897264 0.000915292 0.00262047
5988.74 0.00174212 0.000820926 0.000815875 0.0020663
5994.01 0.00148829 0.000658077 0.000707868 0.0016047
5999.28 0.00121642 0.000686909 0.000568804 0.00132931
6004.55 0.00107959 0.000631519 0.000423022 0.0011505
6009.83 0.000844992 0.000455703 0.000388184 0.00111465
6015.1 0.000617885 0.000311222 0.000404532 0.000901502
6020.37 0.000631464 0.000385453 0.000357952 0.000453803
6025.64 0.000543509 0.000351787 0.000307307 0.000643196
6030.92 0.000518182 0.000506056 0.000191319 0.000425995
6036.19 0.000414115 0.000268357 0.000193094 0.000476369
6041.46 0.000330519 0.000281139 0.000190145 0.000488857
6046.73 0.000330986 0.000266992 0.000207455 0.00046132
6052 0.000364337 0.000443621 0.000204339 0.000231016
6057.28 0.000199868 0.00025147 0.000214715 0.000207145
6062.55 0.000316875 0.000212548 0.000294411 0.00029337
6067.82 0.000176244 0.000254008 0.000137304 0.000188193
6073.09 0.000178213 0.000298218 0.000180731 0.000216483
6078.36 0.000295301 0.000274796 0.000313394 0.000148574
6083.64 0.00030468 0.000155975 0.000269672 0.000204524
6088.91 0.000197717 0.000193737 0.000238708 0.000260936
6094.18 0.000164912 0.000189564 0.000333246 0.000283812
6099.45 0.000231209 0.000266484 0.00026045 0.000258626
6104.72 0.000221703 0.000154206 0.000197101 0.000200674
6110 0.000105592 0.000177644 0.000303628 0.000115351
6115.27 0.000283798 0.000304602 0.000449762 0.000157682
6120.54 0.000226575 0.000268654 0.000212819 0.00012358
6125.81 0.000257601 0.000217194 0.00019259 0.000217542
6131.08 0.00036055 0.000274444 0.00021344 0.000231748
6136.36 0.000298198 0.000172373 0.000218592 0.000211145
6141.63 0.000222968 0.000146249 0.000264047 0.000272785
6146.9 0.000144753 0.000228444 0.000135957 0.000108512
6152.17 0.000267335 0.000262097 0.000248295 0.000111721
6157.44 0.000166454 0.000272041 0.00015927 0.000135187
6162.72 0.000210115 0.000385559 0.000155691 0.000170415
6167.99 0.000226303 0.00020348 0.000118786 0.000182874
6173.26 0.000145306 0.000173726 0.000160994 0.000200467
6178.53 0.000348038 0.000372085 0.00025211 0.000244318
6183.8 0.000230192 0.000221839 0.000204321 0.000186137
6189.08 0.000103113 0.000172324 0.000199013 0.000169293
6194.35 0.000206295 0.000152519 0.000214979 0.000157963
6199.62 0.000139561 0.000199366 0.000210969 0.000171067
6204.89 0.000130622 0.000214121 0.000199769 0.00023251
6210.16 0.00021574 0.000314839 0.000212389 0.000131916
6215.44 0.000266965 0.00031712 0.000147393 0.000170833
6220.71 0.00023541 0.000251686 0.000208961 0.000255604
6225.98 0.000202678 0.000153965 0.000130443 0.000229724
6231.25 8.91352e-05 0.000211675 0.000217844 0.000280667
6236.52 0.000168437 0.000186548 0.000309382 0.000192122
6241.8 0.000126898 0.000140095 0.000140651 8.51913e-05
6247.07 0.000217257 0.000217341 0.000190102 8.12896e-05
6252.34 0.000268492 0.000285831 0.000217062 0.00020021
6257.61 0.000216137 0.000230346 0.000101086 0.000147028
6262.88 0.000208889 7.91412e-05 0.000265492 0.000186362
6268.16 0.000127489 0.000187684 0.00042782 0.000182677
6273.43 0.000115537 0.000326462 0.000129528 0.000246892
6278.7 0.000180446 0.000229786 0.000141325 0.000142727
6283.97 0.000201636 0.000270697 0.000255223 0.000149081
6289.24 0.000252811 0.000260615 0.000134209 0.000221936
6294.52 0.000138311 0.000243147 0.000365096 0.00014187
6299.79 0.000375554 0.00037914 0.000215138 7.41757e-05
6305.06 0.000200516 0.000225536 0.000185056 0.000143376
6310.33 0.000219742 0.000248844 0.000364795 0.000265021
6315.61 0.000396722 0.000218902 0.000222701 0.000136239
6320.88 0.000261611 0.000228891 0.000179374 0.000144284
6326.15 0.000213722 0.000341059 0.000279623 0.000210193
6331.42 0.000278815 0.000313247 0.00024884 0.000119056
6336.69 0.000219303 0.000208582 0.000165333 0.000290969
6341.97 0.000274908 0.000229811 0.000124524 0.000177427
6347.24 0.000178819 0.000262212 0.000181465 0.000167356
6352.51 0.000228769 0.000275737 0.000308312 0.000212992
6357.78 0.000332045 0.000141699 0.000124365 0.000154079
6363.05 0.00012928 0.000140814 0.000220174 0.000255623
6368.33 0.000138509 0.000196096 0.000339083 0.000292842
6373.6 0.000129225 0.000323345 0.000148059 0.000292522
6378.87 9.41257e-05 0.000175777 0.000133173 0.000169649
6384.14 0.000132039 0.000389974 0.000261495 0.000154393
6389.41 0.000251973 0.000299303 0.000206895 0.000180747
6394.69 0.000154845 0.000278842 0.000212356 0.000175088
6399.96 0.000193497 0.000372605 0.000127875 0.000285149
6405.23 0.000232334 0.000338652 0.000171549 0.000259346
6410.5 0.000238594 0.000261969 0.000240639 0.000216022
6415.77 0.000228595 0.000360278 0.000252874 0.000229707
6421.05 0.000280385 0.000301795 0.000399127 0.000128737
6426.32 0.000313507 0.000219367 0.000126977 8.91091e-05
6431.59 0.000202146 0.000232372 0.000153825 0.000174615
6436.86 0.000119145 0.000158866 0.000242271 0.000163993
6442.13 7.15752e-05 0.00010125 0.000244942 7.95037e-05
6447.41 0.000246658 0.000136384 0.000275662 6.69317e-05
6452.68 0.000209885 0.000225051 0.00015397 0.000140435
6457.95 0.000248186 0.000274443 0.000110629 0.00014975
6463.22 0.000241919 0.000186034 0.000172998 0.00013374
6468.49 0.000375881 0.000389328 0.000378081 8.47123e-05
6473.77 0.000198658 0.000338732 0.000151925 0.000133761
6479.04 0.000252125 0.00022512 0.000155121 0.000269731
6484.31 0.000197373 0.000134892 0.00015516 0.000208097
6489.58 0.000180935 0.000149232 0.000235342 0.000349271
6494.85 0.000251304 0.000168776 0.000322817 0.000217085
6500.13 0.000222108 0.000269948 0.000220075 0.000216806
6505.4 0.000209173 0.000115607 0.000305238 0.000264664
6510.67 0.000287647 0.000449605 0.00013842 0.000226745
6515.94 0.000181783 0.000386875 0.000124419 0.000265854
6521.21 0.000242231 0.000378444 0.000191358 0.00027886
6526.49 0.000163773 0.000431178 0.000305789 0.000216331
6531.76 0.000210459 0.000316849 0.000193438 0.00015871
6537.03 0.000277513 0.000224867 0.000124762 0.000110734
6542.3 0.000319008 0.000127172 0.000393472 0.000292599
6547.57 0.000213641 0.000267611 0.000173801 0.000189343
6552.85 0.000257293 0.000232124 0.000165688 0.000261046
6558.12 0.000215392 0.000251259 0.000281847 0.000354493
6563.39 0.000237906 0.000295794 0.000264164 0.000309084
6568.66 0.000246967 0.00029157 0.000276142 0.000205372
6573.93 0.000434324 0.000371181 0.000307889 0.000211266
6579.21 0.000277229 0.00057008 0.000142933 0.000269963
6584.48 0.000189543 0.000170669 0.000131536 0.000167218
6589.75 0.000349398 0.000178278 0.000219433 0.000153041
6595.02 0.000307336 0.000277347 0.000148507 0.00022129
6600.3 0.000249507 0.000253708 0.000112495 0.000300402
6605.57 0.000106903 0.000363197 0.000135359 0.000162307
6610.84 0.000315316 0.000262903 0.000185546 4.16254e-05
6616.11 0.00027729 0.000170926 0.000233969 0.000175679
6621.38 0.000206549 0.000206375 0.000262336 0.000220813
6626.66 0.000184209 0.000340465 0.000225604 0.000177208
6631.93 0.00022597 0.000529235 0.000182195 0.000131926
6637.2 0.000207222 0.000277885 0.00011902 9.75988e-05
6642.47 0.000194463 0.000198441 0.000112602 0.000205592
6647.74 0.000208065 0.000361557 0.000151483 0.000173374
6653.02 0.000282815 0.000235863 0.000285168 0.000171129
6658.29 0.000192755 0.000207429 0.000226816 0.000245935
6663.56 0.000259444 0.000267003 0.000154187 0.000352428
6668.83 0.000247451 0.000252936 0.000167687 0.000157216
6674.1 0.000135075 0.000331048 0.000321251 0.000279547
6679.38 0.00014367 0.000195273 0.000304957 0.000408107
6684.65 0.000406002 0.00016265 0.000310099 0.000237204
6689.92 0.000539805 0.000426456 0.000246328 0.000209187
6695.19 0.0002617 0.000367202 0.00016748 0.000506559
6700.46 0.000180917 0.000281079 0.000129114 0.000173053
6705.74 0.000200276 0.000288034 0.000370623 0.000143233
6711.01 0.000187072 0.000271086 0.000207878 0.000142841
6716.28 0.000239363 0.000270038 0.000217722 0.000294949
6721.55 0.000204137 0.000222395 0.000131861 0.00022929
6726.82 0.000305027 0.000234497 0.000148485 0.000262562
6732.1 0.00037425 0.000291644 0.000182482 0.000265292
6737.37 0.000203825 9.96893e-05 0.00011273 0.000113925
6742.64 0.000293327 0.000327693 0.000297459 0.000151002
6747.91 0.000251793 0.000306189 0.000247261 0.000129101
6753.18 0.000213171 0.000173953 0.000211017 0.000158606
6758.46 0.000185489 0.000407085 0.000231724 0.000204427
6763.73 0.000161136 0.000298295 0.000235008 9.42526e-05
6769 0.0003177 0.000428422 0.000147525 0.000114681
6774.27 0.000182027 0.000387051 0.00023181 0.000120244
6779.54 0.000182515 0.000234762 0.000127382 6.6465e-05
6784.82 0.000309579 0.000443043 0.000242829 0.000116402
6790.09 0.000320188 0.000263982 0.000184863 0.000157443
6795.36 0.000147393 0.000319545 0.00014666 0.000257794
6800.63 9.35552e-05 0.000266504 0.000204569 0.000275285
6805.9 0.000345 0.000243429 0.000244405 0.000193708
6811.18 0.0003411 0.000126031 9.39858e-05 0.000250204
6816.45 0.000198078 0.000247191 0.000306099 0.000232426
6821.72 0.000235526 0.00029841 0.00020268 0.000139947
6826.99 0.0002015 0.000282451 6.59737e-05 0.000340344
6832.26 0.000249333 0.000223678 0.000157778 0.000241328
6837.54 0.000163333 0.000233073 0.000153986 0.00021841
6842.81 0.000160161 0.000319675 0.000156951 0.000208547
6848.08 0.000269657 0.000204154 0.000258402 0.000255746
6853.35 0.000264651 0.000454305 0.000179213 0.000138219
6858.62 0.000158545 0.000313522 0.000291266 0.000315237
6863.9 0.00019068 0.000396369 0.000116013 0.000249315
6869.17 0.000367115 0.000318624 0.000224584 0.00018397
6874.44 0.000149914 0.000408792 0.000432031 0.000295964
6879.71 0.000364535 0.000305721 0.000217489 0.000116573
6884.99 0.000294643 0.000354472 0.000406491 0.000142944
6890.26 0.00032002 0.00047196 0.000125718 0.00023015
6895.53 0.000229121 0.000299819 0.000144213 0.000282859
6900.8 0.000446481 0.000314663 0.000177945 0.000132989
6906.07 0.000440808 0.000216842 0.000326022 0.000159698
6911.35 0.000205794 0.000334152 0.000343849 0.000201738
6916.62 0.000436203 0.000283226 0.000318234 0.00016509
6921.89 0.000318438 0.000195576 0.000208933 0.00028397
6927.16 0.00018705 0.000182531 0.000271867 0.00035019
6932.43 0.000230527 0.000182526 0.000255555 0.00024484
6937.71 0.00025989 0.000302552 0.00041313 0.000135976
6942.98 0.00030325 0.000493886 0.000178004 0.000251312
6948.25 0.000197834 0.000258445 0.000163492 0.000152006
6953.52 0.000191819 0.000200134 0.000266773 0.000167219
6958.79 0.000124597 0.000471055 0.000323416 0.000124906
6964.07 0.000375121 0.000314423 0.000183762 0.000421144
6969.34 0.000295574 0.000331117 0.00028404 0.000357663
6974.61 0.000197722 0.000184257 0.00039128 0.000194901
6979.88 0.000392686 0.000294641 0.000258723 0.000225343
6985.15 0.000138435 0.00037516 0.00011814 0.000329593
6990.43 0.00023112 0.000255404 0.000265244 0.0001491
6995.7 0.000152919 9.19326e-05 0.000244849 0.000184971
