# curve data: Susi_I814.dat
# TITLE=FILTER 814  Transmission Curve;DTITL= 2.0;LABX=Lambda [nm];LABY=Transmission;DLABL= 1.0;NGEOM;USER;GRID;XSPACE=0
3000.00000 0.000000e+00
6855.00000 2.000000e-05
6880.00000 1.200000e-04
6890.00000 2.200000e-04
6900.00000 3.700000e-04
6905.00000 4.800000e-04
6910.00000 6.300000e-04
6915.00000 8.000000e-04
6920.00000 1.030000e-03
6925.00000 1.310000e-03
6930.00000 1.660000e-03
6935.00000 2.080000e-03
6940.00000 2.610000e-03
6945.00000 3.240000e-03
6950.00000 3.980000e-03
6955.00000 4.850000e-03
6960.00000 5.890000e-03
6965.00000 7.120000e-03
6970.00000 8.500000e-03
6975.00000 1.003000e-02
6980.00000 1.177000e-02
6985.00000 1.370000e-02
6990.00000 1.595000e-02
6995.00000 1.857000e-02
7000.00000 2.154000e-02
7005.00000 2.494000e-02
7010.00000 2.870000e-02
7015.00000 3.286000e-02
7020.00000 3.743000e-02
7025.00000 4.243000e-02
7030.00000 4.801000e-02
7035.00000 5.406000e-02
7040.00000 6.041000e-02
7045.00000 6.737000e-02
7050.00000 7.478000e-02
7055.00000 8.256000e-02
7060.00000 9.089000e-02
7065.00000 9.978000e-02
7070.00000 1.090700e-01
7075.00000 1.186800e-01
7080.00000 1.286000e-01
7085.00000 1.388200e-01
7090.00000 1.494000e-01
7095.00000 1.604200e-01
7100.00000 1.717800e-01
7105.00000 1.832100e-01
7110.00000 1.950100e-01
7115.00000 2.069100e-01
7120.00000 2.187800e-01
7125.00000 2.310600e-01
7130.00000 2.435600e-01
7135.00000 2.561300e-01
7140.00000 2.690200e-01
7145.00000 2.821000e-01
7150.00000 2.950700e-01
7155.00000 3.078700e-01
7160.00000 3.208500e-01
7165.00000 3.339100e-01
7170.00000 3.468600e-01
7175.00000 3.598900e-01
7180.00000 3.724200e-01
7185.00000 3.850600e-01
7190.00000 3.969600e-01
7195.00000 4.084500e-01
7200.00000 4.195800e-01
7205.00000 4.313700e-01
7210.00000 4.433200e-01
7215.00000 4.550700e-01
7220.00000 4.670600e-01
7225.00000 4.789500e-01
7230.00000 4.906300e-01
7235.00000 5.020600e-01
7240.00000 5.133100e-01
7245.00000 5.246200e-01
7250.00000 5.352700e-01
7255.00000 5.460500e-01
7260.00000 5.565500e-01
7265.00000 5.670700e-01
7270.00000 5.769900e-01
7275.00000 5.868000e-01
7280.00000 5.967000e-01
7285.00000 6.060600e-01
7290.00000 6.155800e-01
7295.00000 6.250200e-01
7300.00000 6.337600e-01
7305.00000 6.422500e-01
7310.00000 6.508000e-01
7315.00000 6.589400e-01
7320.00000 6.666200e-01
7325.00000 6.744700e-01
7330.00000 6.822200e-01
7335.00000 6.899400e-01
7340.00000 6.969300e-01
7345.00000 7.039100e-01
7350.00000 7.110800e-01
7355.00000 7.176200e-01
7360.00000 7.246900e-01
7365.00000 7.310800e-01
7370.00000 7.375600e-01
7375.00000 7.435600e-01
7380.00000 7.497600e-01
7385.00000 7.555100e-01
7390.00000 7.616200e-01
7395.00000 7.671200e-01
7400.00000 7.723800e-01
7405.00000 7.772500e-01
7410.00000 7.819500e-01
7415.00000 7.863800e-01
7420.00000 7.910900e-01
7425.00000 7.955000e-01
7430.00000 8.000300e-01
7435.00000 8.043900e-01
7440.00000 8.089100e-01
7445.00000 8.130500e-01
7450.00000 8.169400e-01
7455.00000 8.210700e-01
7460.00000 8.242900e-01
7465.00000 8.279600e-01
7470.00000 8.312800e-01
7475.00000 8.345000e-01
7480.00000 8.375500e-01
7485.00000 8.408000e-01
7490.00000 8.435000e-01
7495.00000 8.461300e-01
7500.00000 8.482600e-01
7505.00000 8.508200e-01
7510.00000 8.527200e-01
7515.00000 8.548400e-01
7520.00000 8.568200e-01
7525.00000 8.588400e-01
7530.00000 8.605500e-01
7535.00000 8.617000e-01
7540.00000 8.633600e-01
7545.00000 8.646100e-01
7550.00000 8.658300e-01
7555.00000 8.665900e-01
7560.00000 8.676100e-01
7565.00000 8.687300e-01
7570.00000 8.698400e-01
7575.00000 8.707600e-01
7580.00000 8.714100e-01
7585.00000 8.720700e-01
7595.00000 8.725500e-01
7600.00000 8.731400e-01
7605.00000 8.736100e-01
7610.00000 8.742100e-01
7615.00000 8.743400e-01
7620.00000 8.744700e-01
7625.00000 8.746600e-01
7630.00000 8.745600e-01
7635.00000 8.749800e-01
7640.00000 8.748700e-01
7655.00000 8.747100e-01
7670.00000 8.748500e-01
7680.00000 8.750200e-01
7685.00000 8.746900e-01
7690.00000 8.744700e-01
7695.00000 8.743600e-01
7705.00000 8.747100e-01
7715.00000 8.750600e-01
7720.00000 8.749200e-01
7730.00000 8.747700e-01
7735.00000 8.751200e-01
7740.00000 8.752200e-01
7745.00000 8.754400e-01
7750.00000 8.755400e-01
7755.00000 8.756600e-01
7760.00000 8.758700e-01
7765.00000 8.761000e-01
7770.00000 8.764500e-01
7780.00000 8.763100e-01
7785.00000 8.772200e-01
7790.00000 8.773300e-01
7795.00000 8.777400e-01
7805.00000 8.781500e-01
7810.00000 8.789700e-01
7815.00000 8.784200e-01
7820.00000 8.786500e-01
7825.00000 8.797300e-01
7835.00000 8.804500e-01
7840.00000 8.808300e-01
7845.00000 8.815100e-01
7850.00000 8.816300e-01
7855.00000 8.815300e-01
7860.00000 8.819600e-01
7865.00000 8.824000e-01
7870.00000 8.833500e-01
7880.00000 8.837500e-01
7885.00000 8.841700e-01
7890.00000 8.847700e-01
7895.00000 8.854800e-01
7900.00000 8.858800e-01
7905.00000 8.852300e-01
