2013.39	  9.722
2016.36	 -6.863
2019.33	 -1.887
2022.30	  0.472
2025.26	  7.442
2028.23	 -5.340
2031.19	  0.000
2034.16	  3.704
2037.13	  5.093
2040.10	 -3.448
2043.06	-14.428
2046.03	  1.843
2049.00	  3.846
2051.96	 -7.000
2054.93	  1.961
2057.90	  0.943
2060.86	 -7.813
2063.83	  2.551
2066.80	  6.757
2069.76	 -3.773
2072.73	  7.143
2075.70	 -2.985
2078.67	  4.566
2081.63	 -4.739
2084.60	-16.114
2087.57	 -4.147
2090.54	  4.219
2093.50	  5.381
2096.47	  6.217
2099.44	  6.849
2102.40	  7.874
2105.37	  0.935
2108.34	  5.677
2111.31	 -3.084
2114.27	  5.485
2117.24	  1.276
2120.21	  5.769
2123.18	 -2.304
2126.14	-23.365
2129.11	 -5.084
2132.08	 -3.896
2135.05	 -0.905
2138.01	  3.653
2140.98	 -3.256
2143.95	-11.211
2146.92	  3.750
2149.89	  3.788
2152.85	 -4.687
2155.82	 -2.146
2158.79	 -2.734
2161.76	 -7.265
2164.73	  0.855
2167.69	  0.392
2170.66	  4.508
2173.63	 -4.314
2176.60	 -3.150
2179.57	 11.290
2182.53	 -2.174
2185.50	 -6.726
2188.47	  2.479
2191.44	  2.419
2194.41	  1.154
2197.38	 -9.426
2200.35	  0.837
2203.31	  5.036
2206.28	 -4.454
2209.25	  4.583
2212.22	 -1.498
2215.19	-12.553
2218.16	  4.511
2221.12	  6.137
2224.09	 -0.778
2227.06	 -6.130
2230.03	 -0.775
2233.00	  0.337
2235.97	 -2.555
2238.94	 -2.545
2241.90	  3.896
2244.87	 -5.017
2247.84	  0.845
2250.81	  3.858
2253.78	 -3.077
2256.75	-11.272
2259.72	  2.949
2262.69	 -0.000
2265.66	 -1.282
2268.63	  0.811
2271.60	 -0.543
2274.56	 -3.125
2277.53	 -1.101
2280.50	 -0.718
2283.47	 -0.512
2286.44	  1.344
2289.41	 -0.725
2292.38	 -1.147
2295.35	 -0.428
2298.32	 -2.784
2301.29	 -0.417
2304.26	 -0.816
2307.23	 -0.904
2310.20	 -0.153
2313.16	 -0.413
2316.13	  0.294
2319.11	 -0.392
2322.07	 -0.513
2325.04	  0.609
2328.01	 -0.223
2330.98	 -0.177
2333.95	  0.000
2336.92	 -0.145
2339.89	 -0.154
2342.86	 -0.500
2345.83	 -0.072
2348.80	  0.293
2351.77	 -0.241
2354.74	 -0.283
2357.71	 -0.094
2360.68	 -0.104
2363.65	  0.102
2366.62	  0.226
2369.59	 -0.469
2372.56	 -0.084
2375.53	 -0.150
2378.50	 -0.022
2381.47	 -0.021
2384.44	  0.108
2387.41	 -0.083
2390.38	  0.239
2393.35	 -0.335
2396.32	 -0.126
2399.29	 -0.070
2402.26	 -0.102
2405.24	 -0.039
2408.21	  0.019
2411.18	  0.019
2414.15	 -0.006
2417.12	 -0.044
2420.09	 -0.130
2423.06	  0.116
2426.03	 -0.048
2429.00	 -0.117
2431.97	  0.017
2434.94	 -0.071
2437.91	 -0.005
2440.88	  0.030
2443.85	 -0.010
2446.82	 -0.068
2449.80	  0.048
2452.77	  0.053
2455.74	 -0.043
2458.71	  0.014
2461.68	 -0.079
2464.65	 -0.005
2467.62	 -0.044
2470.59	  0.051
2473.56	 -0.008
2476.53	  0.020
2479.51	 -0.004
2482.48	 -0.101
2485.45	  0.084
2488.42	 -0.028
2491.39	 -0.028
2494.36	 -0.056
2497.33	 -0.014
2500.30	 -0.026
2503.28	 -0.060
2506.25	  0.000
2509.22	 -0.042
2512.19	  0.019
2515.16	 -0.000
2518.13	  0.103
2521.11	 -0.022
2524.08	 -0.066
2527.05	  0.049
2530.02	  0.031
2532.99	 -0.023
2535.96	 -0.043
2538.94	 -0.000
2541.91	  0.009
2544.88	 -0.077
2547.85	  0.045
2550.82	 -0.029
2553.80	 -0.012
2556.77	 -0.039
2559.74	 -0.091
2562.71	  0.006
2565.68	  0.006
2568.65	 -0.041
2571.63	  0.029
2574.60	  0.025
2577.57	 -0.072
2580.54	 -0.022
2583.52	  0.027
2586.49	 -0.050
2589.46	  0.052
2592.43	 -0.017
2595.41	 -0.042
2598.38	 -0.008
2601.35	  0.017
2604.32	 -0.022
2607.29	 -0.116
2610.27	  0.017
2613.24	 -0.023
2616.21	 -0.011
2619.18	  0.031
2622.16	 -0.022
2625.13	 -0.016
2628.10	  0.000
2631.08	  0.016
2634.05	 -0.003
2637.02	 -0.037
2639.99	  0.049
2642.97	 -0.010
2645.94	  0.041
2648.91	  0.025
2651.88	 -0.008
2654.86	 -0.034
2657.83	 -0.051
2660.80	 -0.003
2663.78	  0.068
2666.75	  0.009
2669.72	 -0.006
2672.70	  0.006
2675.67	  0.080
2678.64	 -0.051
2681.62	 -0.068
2684.59	 -0.018
2687.56	 -0.009
2690.54	 -0.022
2693.51	 -0.003
2696.48	  0.032
2699.46	 -0.026
2702.43	 -0.040
2705.40	  0.046
2708.38	 -0.026
2711.35	 -0.024
2714.32	  0.000
2717.30	 -0.056
2720.27	 -0.035
2723.24	 -0.026
2726.22	 -0.118
2729.19	 -0.099
2732.17	 -0.033
2735.14	 -0.019
2738.11	  0.003
2741.09	 -0.051
2744.06	 -0.087
2747.04	  0.053
2750.01	  0.003
2752.98	 -0.076
2755.96	 -0.067
2758.93	 -0.018
2761.90	 -0.079
2764.88	 -0.087
2767.85	 -0.044
2770.83	  0.058
2773.80	  0.051
2776.78	 -0.022
2779.75	 -0.034
2782.72	  0.017
2785.70	 -0.027
2788.67	 -0.024
2791.65	 -0.024
2794.62	  0.044
2797.60	  0.024
2800.57	  0.053
2803.54	 -0.074
2806.52	 -0.026
2809.49	 -0.014
2812.47	  0.040
2815.44	 -0.045
2818.42	 -0.019
2821.39	 -0.067
2824.37	  0.032
