     2.952 -29.6546 -29.6664 -29.6794 -29.6940 -29.7105 -29.7290 -29.7502 -29.7743 -29.8021 -29.8339 -29.8704 -29.9121 -29.9594 -30.0123 -30.0708 -30.1346 -30.2028 -30.2748 -30.3494 -30.4254 -30.5019 -30.5778 -30.6522 -30.7245 -30.7941 -30.8606 -30.9238 -30.9835 -31.0396 -31.0921 -31.1411 -31.1868 -31.2292 -31.2685 -31.3048 -31.3384 -31.3693 -31.3979 -31.4241 -31.4483 -31.4706 -31.4912 -31.5101 -31.5275 -31.5435 -31.5584 -31.5721 -31.5847 -31.5964 -31.6073 -31.6174 -31.6267 -31.6355 -31.6436 -31.6512 -31.6582 -31.6649 -31.6711 -31.6769 -31.6824 -31.6876 -31.6924 -31.6970 -31.7014
     2.992 -29.6298 -29.6416 -29.6547 -29.6693 -29.6857 -29.7043 -29.7254 -29.7496 -29.7773 -29.8092 -29.8457 -29.8874 -29.9346 -29.9875 -30.0461 -30.1098 -30.1781 -30.2501 -30.3246 -30.4007 -30.4771 -30.5530 -30.6275 -30.6998 -30.7694 -30.8359 -30.8990 -30.9587 -31.0148 -31.0673 -31.1164 -31.1620 -31.2044 -31.2437 -31.2800 -31.3136 -31.3446 -31.3731 -31.3994 -31.4236 -31.4459 -31.4664 -31.4853 -31.5027 -31.5188 -31.5336 -31.5473 -31.5600 -31.5717 -31.5825 -31.5926 -31.6020 -31.6107 -31.6188 -31.6264 -31.6335 -31.6401 -31.6463 -31.6522 -31.6576 -31.6628 -31.6677 -31.6723 -31.6766
     3.031 -29.6414 -29.6532 -29.6663 -29.6809 -29.6973 -29.7159 -29.7370 -29.7612 -29.7889 -29.8207 -29.8573 -29.8990 -29.9462 -29.9991 -30.0576 -30.1214 -30.1897 -30.2616 -30.3362 -30.4122 -30.4887 -30.5646 -30.6390 -30.7113 -30.7809 -30.8474 -30.9106 -30.9703 -31.0264 -31.0789 -31.1280 -31.1736 -31.2160 -31.2553 -31.2916 -31.3252 -31.3561 -31.3847 -31.4110 -31.4352 -31.4575 -31.4780 -31.4969 -31.5143 -31.5304 -31.5452 -31.5589 -31.5715 -31.5833 -31.5941 -31.6042 -31.6136 -31.6223 -31.6304 -31.6380 -31.6451 -31.6517 -31.6579 -31.6637 -31.6692 -31.6744 -31.6792 -31.6838 -31.6882
     3.071 -29.6295 -29.6413 -29.6543 -29.6689 -29.6854 -29.7039 -29.7251 -29.7493 -29.7770 -29.8088 -29.8454 -29.8870 -29.9343 -29.9872 -30.0457 -30.1095 -30.1778 -30.2497 -30.3243 -30.4003 -30.4768 -30.5527 -30.6271 -30.6994 -30.7690 -30.8355 -30.8987 -30.9584 -31.0145 -31.0670 -31.1160 -31.1617 -31.2041 -31.2434 -31.2797 -31.3133 -31.3442 -31.3728 -31.3990 -31.4233 -31.4455 -31.4661 -31.4850 -31.5024 -31.5184 -31.5333 -31.5470 -31.5596 -31.5713 -31.5822 -31.5923 -31.6016 -31.6104 -31.6185 -31.6261 -31.6331 -31.6398 -31.6460 -31.6518 -31.6573 -31.6625 -31.6673 -31.6719 -31.6763
     3.110 -29.6378 -29.6496 -29.6627 -29.6773 -29.6937 -29.7123 -29.7334 -29.7576 -29.7853 -29.8172 -29.8537 -29.8954 -29.9426 -29.9956 -30.0541 -30.1178 -30.1861 -30.2581 -30.3326 -30.4087 -30.4852 -30.5611 -30.6355 -30.7078 -30.7774 -30.8439 -30.9071 -30.9667 -31.0228 -31.0754 -31.1244 -31.1701 -31.2125 -31.2517 -31.2881 -31.3216 -31.3526 -31.3811 -31.4074 -31.4316 -31.4539 -31.4744 -31.4933 -31.5108 -31.5268 -31.5416 -31.5553 -31.5680 -31.5797 -31.5906 -31.6006 -31.6100 -31.6187 -31.6269 -31.6344 -31.6415 -31.6481 -31.6544 -31.6602 -31.6657 -31.6708 -31.6757 -31.6803 -31.6846
     3.150 -29.6672 -29.6790 -29.6921 -29.7067 -29.7231 -29.7417 -29.7628 -29.7870 -29.8147 -29.8465 -29.8831 -29.9248 -29.9720 -30.0249 -30.0834 -30.1472 -30.2155 -30.2874 -30.3620 -30.4381 -30.5145 -30.5904 -30.6648 -30.7371 -30.8067 -30.8733 -30.9364 -30.9961 -31.0522 -31.1047 -31.1538 -31.1994 -31.2418 -31.2811 -31.3174 -31.3510 -31.3819 -31.4105 -31.4368 -31.4610 -31.4833 -31.5038 -31.5227 -31.5401 -31.5562 -31.5710 -31.5847 -31.5973 -31.6091 -31.6199 -31.6300 -31.6394 -31.6481 -31.6562 -31.6638 -31.6709 -31.6775 -31.6837 -31.6895 -31.6950 -31.7002 -31.7051 -31.7096 -31.7140
     3.189 -29.7493 -29.7611 -29.7741 -29.7888 -29.8052 -29.8237 -29.8449 -29.8691 -29.8968 -29.9286 -29.9652 -30.0068 -30.0541 -30.1070 -30.1655 -30.2293 -30.2976 -30.3695 -30.4441 -30.5201 -30.5966 -30.6725 -30.7469 -30.8192 -30.8888 -30.9553 -31.0185 -31.0782 -31.1343 -31.1868 -31.2359 -31.2815 -31.3239 -31.3632 -31.3995 -31.4331 -31.4640 -31.4926 -31.5189 -31.5431 -31.5653 -31.5859 -31.6048 -31.6222 -31.6383 -31.6531 -31.6668 -31.6794 -31.6911 -31.7020 -31.7121 -31.7215 -31.7302 -31.7383 -31.7459 -31.7530 -31.7596 -31.7658 -31.7716 -31.7771 -31.7823 -31.7871 -31.7917 -31.7961
     3.228 -29.6483 -29.6600 -29.6731 -29.6877 -29.7042 -29.7227 -29.7439 -29.7680 -29.7958 -29.8276 -29.8641 -29.9058 -29.9531 -30.0060 -30.0645 -30.1282 -30.1965 -30.2685 -30.3431 -30.4191 -30.4956 -30.5715 -30.6459 -30.7182 -30.7878 -30.8543 -30.9175 -30.9771 -31.0332 -31.0858 -31.1348 -31.1805 -31.2229 -31.2622 -31.2985 -31.3320 -31.3630 -31.3915 -31.4178 -31.4420 -31.4643 -31.4849 -31.5038 -31.5212 -31.5372 -31.5521 -31.5658 -31.5784 -31.5901 -31.6010 -31.6111 -31.6204 -31.6291 -31.6373 -31.6448 -31.6519 -31.6586 -31.6648 -31.6706 -31.6761 -31.6813 -31.6861 -31.6907 -31.6951
     3.267 -29.5681 -29.5799 -29.5930 -29.6076 -29.6240 -29.6426 -29.6638 -29.6879 -29.7157 -29.7475 -29.7840 -29.8257 -29.8729 -29.9259 -29.9844 -30.0481 -30.1164 -30.1884 -30.2629 -30.3390 -30.4155 -30.4914 -30.5658 -30.6381 -30.7077 -30.7742 -30.8374 -30.8970 -30.9531 -31.0057 -31.0547 -31.1004 -31.1428 -31.1820 -31.2184 -31.2519 -31.2829 -31.3114 -31.3377 -31.3619 -31.3842 -31.4047 -31.4236 -31.4411 -31.4571 -31.4719 -31.4856 -31.4983 -31.5100 -31.5209 -31.5310 -31.5403 -31.5490 -31.5572 -31.5647 -31.5718 -31.5785 -31.5847 -31.5905 -31.5960 -31.6011 -31.6060 -31.6106 -31.6149
     3.306 -29.5416 -29.5534 -29.5665 -29.5811 -29.5975 -29.6161 -29.6372 -29.6614 -29.6891 -29.7210 -29.7575 -29.7992 -29.8464 -29.8993 -29.9579 -30.0216 -30.0899 -30.1619 -30.2364 -30.3125 -30.3890 -30.4648 -30.5393 -30.6116 -30.6812 -30.7477 -30.8108 -30.8705 -30.9266 -30.9791 -31.0282 -31.0738 -31.1162 -31.1555 -31.1918 -31.2254 -31.2564 -31.2849 -31.3112 -31.3354 -31.3577 -31.3782 -31.3971 -31.4145 -31.4306 -31.4454 -31.4591 -31.4718 -31.4835 -31.4943 -31.5044 -31.5138 -31.5225 -31.5306 -31.5382 -31.5453 -31.5519 -31.5581 -31.5640 -31.5695 -31.5746 -31.5795 -31.5841 -31.5884
