        41          2          2
   3000.000000       0.000000
   3200.000000       0.008108
   3400.000000       0.048795
   3600.000000       0.173504
   3800.000000       0.413446
   4000.000000       0.569414
   4200.000000       0.585592
   4400.000000       0.606969
   4600.000000       0.663221
   4800.000000       0.662503
   5000.000000       0.642699
   5200.000000       0.623238
   5400.000000       0.617150
   5600.000000       0.622941
   5800.000000       0.642210
   6000.000000       0.666938
   6200.000000       0.689868
   6400.000000       0.688644
   6600.000000       0.682022
   6800.000000       0.668898
   7000.000000       0.648249
   7200.000000       0.619293
   7400.000000       0.581595
   7600.000000       0.535158
   7800.000000       0.507763
   8000.000000       0.449502
   8200.000000       0.374641
   8400.000000       0.301239
   8600.000000       0.233662
   8800.000000       0.174783
   9000.000000       0.126487
   9200.000000       0.090119
   9400.000000       0.061684
   9600.000000       0.037366
   9800.000000       0.019735
  10000.000000       0.009725
  10200.000000       0.004436
  10400.000000       0.001805
  10600.000000       0.000599
  10800.000000       0.000125
  11000.000000       0.000000
