ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
3-730.0         1248.0 1585.0 36:56.821 12:27.76  27.95  28.04    ...  >1.30   0.75  16.30   0.24  0.17   0.78  158          S
3-731.0         1784.0 1585.0 36:59.623 12:36.26  27.22  27.27  >0.63   0.41   0.21  22.22   0.31  0.19   0.51  169          S
3-732.0          814.0 1595.0 36:54.576 12:20.51  29.32  30.04 >-0.67   0.19 <-0.16   4.21   0.05  0.09   0.52  107          S
3-733.0         1087.0 1598.0 36:56.009 12:24.73  28.57  28.84 >-0.25   0.50  -0.19   9.15   0.11  0.12   0.51   46          S
3-734.0         1440.0 1597.0 36:57.852 12:30.37  29.19  29.45    ...  >0.53   0.74   7.82   0.09  0.10   0.71  140          S
3-735.0          697.0 1586.0 36:53.944 12:18.98  26.78  26.90   0.54   0.18   0.31  27.84   0.44  0.21   0.47  135          S
3-736.0         1016.0 1597.0 36:55.636 12:23.64  26.32  26.38   1.51  -0.01   0.02  45.93   0.30  0.12   0.86   67          S
3-737.0          592.0 1601.0 36:53.430 12:16.77  29.34  29.54    ...  >0.60  -0.53   5.99   0.06  0.09   0.62  135          S
3-738.0          978.0 1603.0 36:55.451 12:22.82  28.35  28.50   0.13   0.14  -0.10  10.77   0.12  0.11   0.77   51          S
3-739.0          408.0 1606.0 36:52.480 12:13.67  28.23  28.38  >0.45  -0.01   0.06  12.31   0.15  0.12   0.60   89          S
3-740.0         1001.0 1608.0 36:55.583 12:23.00  29.01  29.39    ...  >0.61 <-0.52   5.53   0.07  0.15   0.28  162          S
3-741.0         1279.0 1609.0 36:57.038 12:27.38  29.59  30.12    ...  >0.08   0.69   5.35   0.06  0.09   0.66   64          S
3-742.0         1713.0 1604.0 36:59.295 12:34.44  29.53  30.14    ...  >0.03   0.88   5.05   0.07  0.24   0.23  134          S
3-743.0          884.0 1600.0 36:54.953 12:21.44  25.46  25.50   0.58   0.01   0.07  67.48   0.75  0.21   0.67   10          S
3-744.0          123.0 1614.0 36:51.009 12:08.85  28.60  28.70 >-0.70   0.64   0.10   6.74   0.12  0.11   0.91   87          S
3-745.0          474.0 1620.0 36:52.856 12:14.21  30.12  30.49 >-0.91  -0.07   0.65   4.46   0.04  0.07   0.63  149          S
3-746.0         1313.0 1617.0 36:57.234 12:27.62 >30.70 >30.70    ...    ...  >2.07   6.82   0.06  0.09   0.27    7          S
3-747.0         1904.0 1615.0 37:00.318 12:37.07  28.12  28.24  >0.02   0.35   0.22  10.98   0.22  0.17   0.69  148          S
3-748.0         1838.0 1617.0 36:59.978 12:35.95  26.16  26.16  >1.55   0.38   0.09  43.51   0.50  0.17   0.65   15          S
3-749.0         1123.0 1625.0 36:56.259 12:24.32  29.93  30.33    ... >-0.01   0.91   4.86   0.05  0.09   0.60    5          S
3-750.0          897.0 1629.0 36:55.087 12:20.59  30.47  30.64    ... >-0.31   1.26   4.82   0.04  0.08   0.76   99          S
3-751.0          939.0 1631.0 36:55.311 12:21.18  27.57  27.64  >0.13   0.65   0.44  18.42   0.29  0.19   0.46  132          S
3-752.0         1835.0 1638.0 37:00.009 12:35.13  28.18  28.24  >0.44   0.01   0.19  11.98   0.17  0.13   0.61   36          S
3-753.0         1861.0 1634.0 37:00.136 12:35.69  29.05  29.16    ...  >0.63   0.49   7.12   0.12  0.14   0.46  131          S
3-754.0          886.0 1641.0 36:55.056 12:19.97  26.54  26.59   0.39   0.02   0.03  36.66   0.36  0.15   0.79  127          S
3-755.0          405.0 1642.0 36:52.545 12:12.31  26.49  26.54  >1.54   0.33   0.06  38.80   0.34  0.14   0.83  114          S
3-756.0          525.0 1645.0 36:53.179 12:14.10  28.06  28.22 >-0.10   0.74   0.14  12.81   0.16  0.14   0.57  122          S
3-757.0          974.0 1639.0 36:55.512 12:21.44  26.08  26.17   0.52   0.04  -0.00  41.99   0.56  0.24   0.53   99          S
3-758.0          189.0 1648.0 36:51.430 12:08.66  29.61  29.79 >-0.46   0.10   0.23   5.54   0.05  0.08   0.81  158          S
3-759.0         1529.0 1647.0 36:58.430 12:29.95  28.13  28.38  -0.08  -0.04  -0.10  11.44   0.13  0.12   0.57  142          S
3-760.0         1386.0 1649.0 36:57.688 12:27.61  28.99  29.21 >-0.03  -0.02   0.27   7.27   0.08  0.11   0.62   25          S
3-761.0         1504.0 1637.0 36:58.277 12:29.92  25.58  25.63   0.32   0.40   0.60  61.46   0.94  0.33   0.30  150           
3-761.1         1504.0 1637.0 36:58.277 12:29.92  25.74  26.09   0.42   0.49   0.62  77.30   0.31  0.21   0.39  150          S
3-761.2         1502.0 1618.0 36:58.224 12:30.58  27.71  28.05  -0.17   0.06   0.29  27.51   0.06  0.08   0.83  143          S
3-762.0          509.0 1652.0 36:53.111 12:13.59  29.03  29.37 >-0.33   0.16  -0.08   5.88   0.08  0.11   0.51  113          S
3-763.0          753.0 1654.0 36:54.391 12:17.39  27.86  27.93  >0.32   0.35   0.18  16.33   0.20  0.15   0.58  156          S
3-764.0          782.0 1662.0 36:54.561 12:17.56  28.67  29.22 >-0.90   0.62   0.23   6.82   0.11  0.13   0.70  127          S
3-765.0         1365.0 1656.0 36:57.594 12:27.02  25.68  25.72   0.55   0.13   0.50  57.31   0.86  0.25   0.63   43          S
3-766.0          625.0 1670.0 36:53.758 12:14.78  29.99  30.35    ...  >0.02   0.53   4.20   0.04  0.10   0.38   55          S
3-767.0         1226.0 1669.0 36:56.897 12:24.34  29.68  29.81 >-0.16  -0.23   0.39   5.87   0.06  0.09   0.71   19          S
3-768.0          829.0 1671.0 36:54.827 12:17.98 >30.66 >30.66    ...    ...  >1.60   4.66   0.06  0.17   0.36   60          S
3-769.0         1405.0 1675.0 36:57.846 12:26.96  27.90  28.13  >0.72  -0.15   0.20  13.85   0.18  0.16   0.61   15          S
3-770.0         1561.0 1677.0 36:58.666 12:29.36  27.43  27.47  >0.74   0.62  -0.21  21.82   0.18  0.11   0.75   33          S
3-771.0         1577.0 1679.0 36:58.754 12:29.54  28.90  28.69 >-0.23   0.40   0.72  11.28   0.15  0.13   0.79  118          S
3-772.0          855.0 1680.0 36:54.983 12:18.06  27.83  27.96  >0.09   0.67   0.35  16.01   0.19  0.14   0.66  163          S
3-773.0         1292.0 1657.0 36:57.214 12:25.83  22.99  23.03   0.19   0.63   0.57 235.14   5.22  0.60   0.81   31           
3-773.1         1292.0 1657.0 36:57.214 12:25.83  23.02  23.08   0.16   0.64   0.58 276.16   3.89  0.56   0.78   12         FS
3-773.2         1250.0 1662.0 36:57.006 12:24.98  27.26  27.33  >1.41   0.07   0.04  29.10   0.17  0.14   0.64   91          S
3-774.0         1402.0 1684.0 36:57.850 12:26.59  28.73  29.22 >-0.64   0.44   0.37   7.08   0.11  0.11   0.81   54          S
3-775.0          712.0 1683.0 36:54.242 12:15.68  27.53  27.57 >-0.72   1.67   0.99  24.73   0.28  0.14   0.79   97          S
3-776.0          769.0 1684.0 36:54.543 12:16.55  28.27  28.28   0.54  -0.14   0.06  12.62   0.16  0.14   0.70  118          S
3-777.0          294.0 1667.0 36:52.022 12:09.63  23.38  23.45   0.43   0.73   0.48 166.95   4.41  0.50   0.53   33           
3-777.1          294.0 1667.0 36:52.022 12:09.63  23.41  23.50   0.37   0.76   0.49 192.94   3.37  0.45   0.57   41           
3-777.2          324.0 1630.0 36:52.095 12:11.46  27.59  27.69  >0.91   0.32   0.04  22.31   0.15  0.12   0.78  148          S
3-777.11         294.0 1667.0 36:52.022 12:09.63  23.42  23.53   0.38   0.77   0.49 200.51   3.08  0.43   0.60   39          S
3-777.12         329.0 1660.0 36:52.189 12:10.44  28.16  28.26   0.06   0.03   0.52  19.45   0.09  0.10   0.86   17          S
3-778.0         1519.0 1689.0 36:58.473 12:28.26  29.40  29.59    ...  >0.47   0.42   6.67   0.07  0.10   0.66   74          S
3-779.0          220.0 1690.0 36:51.688 12:07.62  28.02  28.20 >-0.05   0.46   0.33  12.46   0.19  0.13   0.73   32          S
3-780.0          256.0 1694.0 36:51.885 12:08.04  25.63  25.74   1.15   0.21   0.19  54.89   0.69  0.23   0.57   59          S
3-781.0         1828.0 1706.0 37:00.127 12:32.54  28.97  29.21 >-0.21   0.12   0.20   7.65   0.09  0.10   0.81  156          S
3-782.0         1387.0 1709.0 36:57.829 12:25.44  28.41  28.48 >-0.16   0.68   0.15  12.71   0.11  0.10   0.82   46          S
3-783.0         1604.0 1705.0 36:58.954 12:29.02  27.04  27.12    ...  >2.07   0.84  32.76   0.33  0.15   0.86   49          S
3-784.0          400.0 1713.0 36:52.680 12:09.64  30.00  30.02    ...  >0.16   0.89   5.72   0.06  0.09   0.85  135          S
3-785.0         1166.0 1714.0 36:56.685 12:21.75  28.89  29.05    ...  >0.69   1.27  10.39   0.15  0.13   0.67   31          S
3-786.0          818.0 1712.0 36:54.862 12:16.30  24.48  24.51   0.80   0.12   0.14 116.95   1.46  0.61   0.17  119         FS
3-787.0         1436.0 1710.0 36:58.087 12:26.18  26.23  26.33   0.23   0.07   0.62  41.25   0.67  0.30   0.56   74          S
3-789.0          373.0 1726.0 36:52.569 12:08.73  29.46  29.80    ...  >0.33 <-0.28   4.76   0.06  0.15   0.26  103          S
3-790.0         1919.0 1689.0 37:00.564 12:34.60  22.50  22.53  >2.11   1.59   1.14 353.44   8.16  0.46   0.93  176           
3-790.1         1919.0 1689.0 37:00.564 12:34.60  22.51  22.63   2.35   1.59   1.14 556.50   3.72  0.38   0.90   27          S
3-790.2         1912.0 1723.0 37:00.604 12:33.25  28.86  28.99 >-0.57   1.14   0.60  15.11   0.04  0.08   0.62  153          S
3-792.0          127.0 1719.0 36:51.267 12:05.08  25.68  25.73  >1.07   0.69   0.25  39.01   0.86  0.28   0.48  114          S
3-793.0         1412.0 1731.0 36:58.009 12:25.03  28.76  28.81  -0.39   0.49   0.04   9.16   0.10  0.09   0.89   63          S
3-794.0          990.0 1729.0 36:55.799 12:18.41  27.41  27.57  >0.66   0.34   0.00  19.09   0.25  0.16   0.53   96          S
3-795.0         1220.0 1736.0 36:57.017 12:21.80  28.60  28.69  >0.07   0.17   0.40  11.04   0.12  0.14   0.55   78          S
3-796.0          748.0 1737.0 36:54.553 12:14.28  28.69  29.05    ...  >0.83  -0.23   6.84   0.12  0.14   0.81   94          S
3-797.0          404.0 1743.0 36:52.769 12:08.60  28.95  29.30 >-0.87   0.74   0.15   6.95   0.08  0.09   0.74  130          S
3-798.0          234.0 1741.0 36:51.876 12:05.98  28.95  29.11 >-0.61   0.43   1.03  10.69   0.11  0.11   0.59  124          S
3-799.0          354.0 1746.0 36:52.515 12:07.70  29.51  29.80    ...  >0.52  -0.19   5.33   0.05  0.07   0.63   84          S
3-800.0          940.0 1743.0 36:55.570 12:17.11  28.20  28.31  >0.45   0.17  -0.32  11.62   0.15  0.13   0.66   72          S
3-801.0          543.0 1738.0 36:53.484 12:10.99  27.02  27.13   0.14   0.87   0.22  22.57   0.42  0.20   0.67  125          S
3-802.0          761.0 1746.0 36:54.641 12:14.16  27.97  28.05  >0.65   0.07   0.46  17.92   0.16  0.12   0.74  139          S
3-803.0         1235.0 1750.0 36:57.127 12:21.53  28.13  28.30  >0.27   0.25  -0.05  11.83   0.16  0.14   0.87   21          S
3-804.0         1473.0 1754.0 36:58.380 12:25.16  28.72  28.83    ...  >1.12   0.15  10.50   0.09  0.09   0.83  135          S
3-805.0         1695.0 1756.0 36:59.545 12:28.60  29.65  29.93    ...  >0.25   0.69   5.65   0.07  0.11   0.44  115          S
3-806.0          727.0 1751.0 36:54.475 12:13.44  26.69  26.76   0.82   0.18  -0.03  29.19   0.39  0.16   0.76    8          S
3-807.0         1389.0 1754.0 36:57.941 12:23.83  28.59  28.88    ...  >0.80  -0.01   8.42   0.12  0.19   0.27  157          S
3-808.0          171.0 1764.0 36:51.599 12:04.14  29.15  29.25    ...  >0.57   0.36   6.83   0.10  0.11   0.56  171          S
3-809.0         1099.0 1765.0 36:56.450 12:18.83  29.73  30.15 >-0.71   0.13 <-0.08   3.88   0.05  0.12   0.26   47          S
3-810.0         1356.0 1754.0 36:57.769 12:23.30  27.34  27.52  >0.28   0.62   0.22  17.48   0.35  0.25   0.41  159          S
3-811.0          711.0 1765.0 36:54.423 12:12.67  29.45  30.10    ...  >0.19 <-0.07   3.82   0.05  0.11   0.39  132          S
3-812.0         1517.0 1759.0 36:58.621 12:25.67  26.94  27.03   0.74  -0.03   0.09  25.49   0.34  0.19   0.64   79          S
3-813.0         1633.0 1765.0 36:59.241 12:27.29  25.80  25.86  >1.44   0.72   0.08  52.67   0.60  0.19   0.74  132          S
3-814.0         1395.0 1775.0 36:58.020 12:23.15  29.03  29.06 >-0.10   0.36  -0.13   8.24   0.07  0.08   0.87   69          S
3-815.0         1144.0 1749.0 36:56.649 12:20.12  24.02  24.04   0.26   1.18   1.50 178.36   4.08  0.45   0.78   19           
3-815.1         1144.0 1749.0 36:56.649 12:20.12  24.28  24.55   0.78   1.83   1.69 262.12   1.32  0.27   0.89   80          S
3-815.2         1128.0 1766.0 36:56.604 12:19.25  25.68  25.94   0.24   0.08   0.32  86.30   0.29  0.19   0.46  108          S
3-816.0          653.0 1767.0 36:54.124 12:11.68  27.92  28.37 >-0.01   0.36   0.05  10.38   0.18  0.19   0.53  156          S
3-817.0          261.0 1785.0 36:52.117 12:04.80  29.55  29.87 >-0.10  -0.26  -0.35   5.31   0.04  0.08   0.59  154          S
3-818.0         1975.0 1776.0 37:01.054 12:32.31  26.01  26.12   0.57   0.11   0.37  31.98   0.89  0.34   0.33   90          S
3-819.0         1933.0 1787.0 37:00.859 12:31.24  28.88  29.03 >-0.82   0.63   0.22   7.05   0.13  0.15   0.69  102          S
3-820.0         1340.0 1790.0 36:57.767 12:21.73  29.25  29.60 >-0.74   0.47   0.52   6.39   0.07  0.10   0.71   65          S
3-821.0         1383.0 1789.0 36:57.989 12:22.45  28.88  28.95  >0.09   0.02   0.08   8.97   0.10  0.11   0.59   42          S
3-822.0          447.0 1790.0 36:53.100 12:07.57  28.04  28.17 >-0.57   1.23   0.36  14.97   0.17  0.12   0.66   95          S
3-823.0         1047.0 1794.0 36:56.244 12:16.94  29.24  29.42    ...  >0.77  -0.01   6.78   0.07  0.09   0.75   83          S
3-824.0         1888.0 1793.0 37:00.637 12:30.31  28.42  28.76 >-0.17   0.53   0.00   8.98   0.10  0.10   0.88   70          S
3-825.0         1802.0 1801.0 37:00.206 12:28.66  28.94  29.12  -0.41   0.31  -0.49   6.69   0.07  0.09   0.78  125          S
3-826.0         1933.0 1803.0 37:00.895 12:30.66  28.15  28.40  >0.48  -0.10   0.03  11.04   0.16  0.13   0.61  169          S
3-827.0          219.0 1811.0 36:51.957 12:03.19  29.13  29.36 >-0.88   0.60  -0.06   5.95   0.08  0.12   0.57   92          S
3-828.0          236.0 1802.0 36:52.025 12:03.78  27.37  27.50  >0.32   0.50   0.46  17.74   0.37  0.21   0.53  161          S
3-829.0          671.0 1810.0 36:54.316 12:10.39  29.14  29.43 >-0.70   0.27   0.72   6.23   0.12  0.15   0.81   77          S
3-830.0          705.0 1809.0 36:54.491 12:10.97  28.34  28.52    ...  >1.14   0.50  11.39   0.16  0.13   0.65   91          S
3-831.0         1449.0 1813.0 36:58.388 12:22.62  28.47  28.83 >-0.32   0.32   0.47   8.77   0.15  0.15   0.75   28          S
3-832.0         1227.0 1812.0 36:57.226 12:19.14  28.00  28.28    ...  >1.03   0.99  14.15   0.28  0.21   0.38  126          S
3-833.0          451.0 1821.0 36:53.191 12:06.50  30.16  30.45    ... >-0.02   1.11   5.24   0.04  0.07   0.83   73          S
3-834.0          619.0 1815.0 36:54.056 12:09.39  28.09  28.29 >-0.43   0.92   0.40  12.85   0.18  0.13   0.66   24          S
3-835.0         1868.0 1813.0 37:00.578 12:29.26  27.00  27.09  >0.40   0.81   0.78  27.82   0.39  0.18   0.57  114          S
3-836.0         1419.0 1820.0 36:58.247 12:21.89  29.81  29.82 >-0.70   0.28   0.34   5.65   0.06  0.09   0.69   26          S
3-837.0          173.0 1828.0 36:51.755 12:01.83  29.78  30.29    ... >-0.03   0.47   4.04   0.05  0.11   0.44  161          S
3-838.0          684.0 1817.0 36:54.400 12:10.34  27.03  27.14  >1.17   0.09  -0.08  23.10   0.33  0.18   0.72  168          S
3-839.0          872.0 1816.0 36:55.380 12:13.36  26.82  26.81 >-0.68   2.10   2.16  74.10   0.45  0.12   0.81  140          S
3-840.0         1495.0 1832.0 36:58.672 12:22.66  29.76  30.19 <-1.45  >0.15 <-0.06   3.57   0.04  0.09   0.81    5          S
3-841.0         1896.0 1827.0 37:00.756 12:29.20  27.14  27.16   0.40  -0.08   0.17  22.63   0.31  0.19   0.52   76          S
3-842.0         1960.0 1833.0 37:01.104 12:29.99  27.98  28.15   0.57  -0.18  -0.12  11.09   0.18  0.16   0.53   84          S
3-843.0          988.0 1827.0 36:56.011 12:14.80  25.25  25.27   0.46   0.05   0.31  79.28   0.90  0.29   0.53  178          S
3-844.0          364.0 1830.0 36:52.757 12:04.79  27.26  27.32 >-0.37   1.31   0.99  28.78   0.37  0.18   0.55  109          S
3-845.0          462.0 1839.0 36:53.290 12:06.02  28.97  28.93 >-0.26   0.50   0.25   9.67   0.09  0.09   0.73   61          S
3-846.0         1819.0 1838.0 37:00.379 12:27.57  27.39  27.55  >1.28  -0.18   0.00  20.00   0.20  0.12   0.77  104          S
3-847.0          961.0 1840.0 36:55.899 12:13.90  27.90  28.03  >0.32   0.17   0.61  14.97   0.26  0.19   0.43   94          S
3-848.0          466.0 1848.0 36:53.331 12:05.75  29.89  30.40 >-0.62  -0.23   0.53   4.20   0.05  0.09   0.72  145          S
3-849.0         1532.0 1845.0 36:58.894 12:22.77  29.34  29.43 >-0.50   0.22   0.42   7.09   0.08  0.09   0.71  131          S
3-850.0         1008.0 1848.0 36:56.163 12:14.35  29.46  30.00    ...  >0.13   0.93   5.59   0.06  0.10   0.68   43          S
3-851.0          607.0 1847.0 36:54.065 12:08.03  28.17  28.27    ...  >1.16   1.05  14.68   0.24  0.17   0.52   75          S
3-852.0         1261.0 1847.0 36:57.483 12:18.40  29.52  29.81    ...  >0.22   0.93   6.04   0.08  0.10   0.66  134          S
3-853.0         1550.0 1835.0 36:58.966 12:23.42  25.14  25.22  >1.25   0.80   0.41  57.06   1.83  0.69   0.36   81           
3-853.1         1576.0 1837.0 36:59.106 12:23.76  25.98  26.23  >0.16   1.68   0.67  52.11   0.56  0.34   0.37   44           
3-853.2         1550.0 1835.0 36:58.966 12:23.42  25.81  26.06   1.07   0.38   0.16  51.94   0.52  0.37   0.33  119           
3-853.11        1576.0 1837.0 36:59.106 12:23.76  26.15  26.77  >0.13   1.69   0.74  52.15   0.24  0.23   0.45   59          S
3-853.12        1560.0 1847.0 36:59.045 12:23.14  28.05  28.67    ...  >1.61   0.34  17.86   0.05  0.10   0.62   21          S
3-853.21        1543.0 1827.0 36:58.911 12:23.60  26.17  27.12   0.87   0.19   0.08  41.33   0.12  0.15   0.63  127          S
3-853.22        1550.0 1835.0 36:58.966 12:23.42  27.19  28.14 >-0.62   1.99   0.48  30.14   0.05  0.07   0.88   94          S
3-854.0          654.0 1848.0 36:54.313 12:08.74  28.87  29.15 >-0.76   0.70  -0.02   7.01   0.09  0.10   0.81  119          S
3-855.0          145.0 1850.0 36:51.658 12:00.59  29.59  30.20    ... >-0.08   0.29   3.74   0.05  0.11   0.64  100          S
3-856.0         1107.0 1847.0 36:56.678 12:15.96  27.82  28.02  >0.41   0.19  -0.04  12.32   0.24  0.17   0.54   30          S
3-857.0         1801.0 1855.0 37:00.323 12:26.67  29.82  29.92    ... >-0.05   1.28   5.44   0.10  0.27   0.17  157          S
3-858.0          347.0 1856.0 36:52.727 12:03.57  28.86  29.04 >-0.42   0.46   0.18   8.02   0.11  0.12   0.60   91          S
3-859.0         1705.0 1857.0 36:59.826 12:25.07  28.70  28.95    ...  >1.08  -0.11   7.90   0.09  0.10   0.59   13          S
3-860.0          421.0 1862.0 36:53.128 12:04.53  29.26  29.89 >-0.62   0.12   0.26   4.91   0.06  0.14   0.59   90          S
3-861.0          610.0 1862.0 36:54.115 12:07.53  28.62  28.82 >-0.35   0.57   0.40   9.37   0.12  0.13   0.67   53          S
3-862.0         1266.0 1865.0 36:57.550 12:17.82  29.80  29.76 >-0.56   0.27  -0.01   5.49   0.05  0.08   0.58   79          S
3-863.0         1482.0 1852.0 36:58.649 12:21.72  24.01  24.04   0.22   0.49   0.65 201.55   1.52  0.24   0.70   52          S
3-864.0          575.0 1864.0 36:53.937 12:06.90  28.15  28.22 >-0.39   0.90  -0.18  11.59   0.19  0.17   0.46  169          S
3-865.0         1068.0 1866.0 36:56.517 12:14.65  28.21  28.35   0.41   0.02   0.17  12.10   0.17  0.14   0.51   63          S
3-866.0          487.0 1865.0 36:53.479 12:05.47  28.77  28.72  -0.56   0.36   1.07  12.94   0.16  0.14   0.61   64          S
3-867.0         1844.0 1869.0 37:00.579 12:26.84  29.66  30.55  -0.48  -0.71   1.12   3.97   0.06  0.09   0.77   52          S
3-868.0         1170.0 1871.0 36:57.062 12:16.08  29.69  29.91 >-0.10  -0.22   0.16   5.37   0.05  0.09   0.57   53          S
3-869.0          225.0 1867.0 36:52.115 12:01.24  28.16  28.41 >-0.68   0.75   0.95  10.79   0.28  0.23   0.65   44          S
3-870.0          291.0 1875.0 36:52.478 12:01.99  29.70  30.11 >-0.66  -0.10  <0.05   4.39   0.06  0.27   0.14   89          S
3-871.0          591.0 1874.0 36:54.043 12:06.79  30.09  30.44    ... >-0.05   0.89   5.18   0.04  0.08   0.77   19          S
3-872.0         1890.0 1873.0 37:00.829 12:27.42  26.95  27.06   0.07   0.02   0.16  25.12   0.33  0.19   0.80   28          S
3-873.0         1162.0 1873.0 36:57.024 12:15.88  28.95  29.03 >-0.13   0.03   0.72   8.28   0.14  0.17   0.36   49          S
3-874.0         1925.0 1881.0 37:01.030 12:27.68  29.90  29.93    ... >-0.17   1.93   7.97   0.11  0.11   0.81   56          S
3-875.0         1755.0 1875.0 37:00.128 12:25.21  23.92  23.98   1.49   0.25   0.16 150.88   1.93  0.45   0.40   98           
3-876.0          426.0 1884.0 36:53.203 12:03.80  29.80  30.03    ...  >0.26   0.54   6.04   0.05  0.09   0.46   23          S
3-877.0         1045.0 1884.0 36:56.438 12:13.62  28.29  28.38    ...  >1.15   0.88  14.29   0.19  0.15   0.47   63          S
3-878.0          626.0 1891.0 36:54.264 12:06.72  29.40  29.63 >-0.12  -0.04  -0.34   5.80   0.05  0.08   0.73  117          S
3-879.0         1796.0 1890.0 37:00.376 12:25.31  29.43  29.70    ...  >0.31   0.90   6.99   0.07  0.09   0.78   46          S
3-880.0          964.0 1884.0 36:56.015 12:12.34  27.82  27.89 >-0.67   1.28   0.78  16.40   0.28  0.16   0.55  140          S
3-881.0          842.0 1896.0 36:55.404 12:09.97  28.05  28.09 >-0.05   0.78  -0.13  12.96   0.16  0.13   0.60  105          S
3-883.0          535.0 1905.0 36:53.821 12:04.77  28.07  28.27  >0.05   0.54  -0.05  12.02   0.16  0.14   0.68  114          S
3-884.0         1499.0 1909.0 36:58.867 12:19.91  30.63  30.35    ...  >0.01   0.82   5.10   0.04  0.07   0.75   72          S
3-885.0         1972.0 1907.0 37:01.335 12:27.48  28.24  28.34 >-0.48   0.92   0.12  11.51   0.13  0.11   0.71  125          S
3-886.0          373.0 1880.0 36:52.918 12:03.11  24.94  25.00   0.04   0.08   0.45  99.16   1.02  0.21   0.46  172          S
3-887.0         1464.0 1905.0 36:58.675 12:19.50  27.62  27.73 >-0.11   0.85   0.78  20.65   0.26  0.15   0.82  175          S
3-888.0         1825.0 1889.0 37:00.525 12:25.81  25.08  25.13   0.26  -0.02   0.56  72.62   1.43  0.32   0.43  112         FS
3-888.1         1825.0 1889.0 37:00.525 12:25.81  24.55  25.64   0.14  -0.05   0.48 111.23   0.28  0.15   0.75  110          S
3-888.2         1815.0 1882.0 37:00.457 12:25.90  27.02  28.24   0.22   0.03   0.72  24.16   0.07  0.11   0.74   78          S
3-889.0          911.0 1910.0 36:55.796 12:10.55  29.97  30.39    ...  >0.01  <0.12   3.21   0.04  0.13   0.49  101          S
3-890.0          301.0 1888.0 36:52.560 12:01.68  23.94  23.98   1.55   0.74   0.53 177.28   1.84  0.27   0.74   33           
3-890.1          301.0 1888.0 36:52.560 12:01.68  24.03  24.07   1.71   0.82   0.56 200.55   1.35  0.21   0.67  131           
3-890.2          324.0 1875.0 36:52.650 12:02.51  26.69  26.73   1.02   0.19   0.09  34.73   0.32  0.17   0.68  115          S
3-890.11         301.0 1888.0 36:52.560 12:01.68  24.08  24.25   2.27   0.92   0.60 309.76   0.45  0.15   0.49  100           
3-890.12         303.0 1904.0 36:52.606 12:01.12  27.36  27.52   0.88   0.19   0.07  33.90   0.08  0.10   0.67  170          S
3-890.111        301.0 1888.0 36:52.560 12:01.68  24.18  24.49  >3.17   1.15   0.66 382.74   0.16  0.10   0.80  101          S
3-890.112        311.0 1893.0 36:52.623 12:01.65  26.72  27.03   1.41   0.10  -0.01  64.03   0.05  0.08   0.80  161          S
3-891.0          478.0 1913.0 36:53.541 12:03.57  29.91  29.85 >-0.71   0.28   0.04   4.85   0.05  0.08   0.73  107          S
3-892.0          502.0 1915.0 36:53.671 12:03.88  29.42  29.89    ...  >0.25   0.49   5.39   0.07  0.10   0.75   96          S
3-893.0          851.0 1917.0 36:55.499 12:09.34  29.12  29.43 >-0.13   0.08   0.03   6.66   0.07  0.10   0.44   80          S
3-894.0         1545.0 1919.0 36:59.130 12:20.27  30.01  30.22    ...  >0.16   0.36   4.56   0.04  0.10   0.39  121          S
3-895.0         1843.0 1917.0 37:00.683 12:25.07  29.75  30.14 >-0.67  -0.08   0.30   4.13   0.05  0.10   0.41  169          S
3-896.0         2007.0 1921.0 37:01.549 12:27.52  28.98  29.56 <-0.87  >0.03   0.41   4.24   0.07  0.13   0.34  128         BS
3-897.0         1807.0 1920.0 37:00.502 12:24.39  29.76  30.08    ...  >0.17   0.36   4.56   0.05  0.08   0.55  173          S
3-898.0         1936.0 1918.0 37:01.171 12:26.51  28.05  28.13  >0.55  -0.06   0.16  11.71   0.20  0.16   0.61  152          S
3-899.0          899.0 1923.0 36:55.763 12:09.88  28.78  29.06 >-0.36   0.48   0.11   8.24   0.09  0.10   0.70   34          S
3-900.0          834.0 1924.0 36:55.426 12:08.82  29.42  30.13    ...  >0.25 <-0.14   4.20   0.04  0.07   0.67  160          S
3-901.0          878.0 1927.0 36:55.663 12:09.40  29.28  29.33    ...  >0.91   0.10   7.86   0.06  0.08   0.61   85          S
3-902.0          138.0 1923.0 36:51.787 11:57.81  25.90  26.01  >1.57   0.18  -0.06  37.40   0.64  0.26   0.34   72           
3-902.1          138.0 1923.0 36:51.787 11:57.81  26.07  26.23  >1.81   0.07  -0.13  41.59   0.38  0.16   0.69   78          S
3-902.2          157.0 1924.0 36:51.889 11:58.08  28.04  28.20    ...  >1.59   0.17  15.48   0.10  0.10   0.87   93          S
3-903.0         1267.0 1928.0 36:57.698 12:15.54  29.63  29.94    ...  >0.32   0.36   5.26   0.05  0.08   0.84  150          S
3-904.0          938.0 1917.0 36:55.953 12:10.72  25.11  25.15   0.77   0.21   0.52 100.39   0.82  0.17   0.94   16          S
3-905.0          467.0 1933.0 36:53.529 12:02.67  28.50  28.79    ...  >0.90   0.19   7.80   0.15  0.29   0.21   61          S
3-906.0         1198.0 1934.0 36:57.351 12:14.22  29.63  29.94    ...  >0.39   0.47   5.36   0.06  0.12   0.57   60          S
3-907.0         1100.0 1933.0 36:56.836 12:12.71  28.47  28.70    ...  >1.00   1.17  12.41   0.17  0.12   0.73    6          S
