ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
4-745.0          481.0 1567.0 36:40.880 12:27.64  25.73  25.83   1.14   0.10   0.17  46.53   0.86  0.37   0.26   91          S
4-746.0         1032.0 1574.0 36:42.066 12:07.32  29.88  30.02    ...  >0.06   0.35   4.45   0.07  0.14   0.39   95          S
4-747.0         1452.0 1566.0 36:43.040 11:52.04  27.30  27.33   0.51   0.42   0.20  24.20   0.25  0.14   0.75  112          S
4-748.0          984.0 1574.0 36:41.960 12:09.08  28.93  29.22    ...  >0.71   0.71   8.12   0.10  0.11   0.61   21          S
4-749.0         1478.0 1574.0 36:43.056 11:50.96  28.54  28.74 >-0.11   0.20   0.64   9.86   0.15  0.14   0.89    9          S
4-750.0         1810.0 1574.0 36:43.792 11:38.78  28.85  29.26 >-0.67   0.47   0.83   8.87   0.09  0.11   0.57   95          S
4-751.0         1303.0 1573.0 36:42.673 11:57.39  29.68  30.13    ...  >0.14   1.05   5.87   0.06  0.10   0.48   58          S
4-752.0         1979.0 1534.0 36:44.377 11:33.20  23.08  23.17   0.19   2.24   1.77 183.00  10.00  0.68   0.56   80          B
4-752.1         1979.0 1534.0 36:44.377 11:33.20  23.15  23.25   0.20   2.28   1.78 206.83   7.80  0.55   0.81   71         BS
4-752.2         1997.0 1472.0 36:44.742 11:33.50  26.12  26.21 >-0.37   1.84   1.57  52.78   0.84  0.23   0.66   72          S
4-753.0          221.0 1575.0 36:40.261 12:37.05  27.73  27.87   0.10  -0.27   0.22  18.49   0.16  0.11   0.83  112          S
4-754.0          705.0 1578.0 36:41.319 12:19.25  28.43  28.67   0.25  -0.04   0.12  11.19   0.10  0.09   0.81  122          S
4-755.0         1891.0 1577.0 36:43.956 11:35.76  28.90  29.15  >0.27  -0.27   0.64   8.54   0.10  0.10   0.84   83          S
4-756.0         1411.0 1580.0 36:42.876 11:53.32  27.51  27.53 >-0.04   1.20   0.29  23.61   0.19  0.11   0.76   84          S
4-757.0         1138.0 1590.0 36:42.217 12:03.18  29.12  29.58 >-0.52   0.55 <-0.65   6.05   0.04  0.08   0.43    2          S
4-758.0         1937.0 1588.0 36:44.000 11:33.90  29.66  30.02    ...  >0.24   0.29   4.45   0.05  0.11   0.34    8          S
4-759.0          584.0 1586.0 36:41.009 12:23.57  27.93  28.11 >-0.07   0.45   0.80  14.72   0.28  0.19   0.58  168          S
4-760.0          877.0 1587.0 36:41.654 12:12.80  29.07  29.16    ...  >0.72   0.40   8.20   0.11  0.16   0.29   93          S
4-761.0         1799.0 1587.0 36:43.700 11:38.98  28.22  28.22    ...  >1.28   0.85  15.69   0.20  0.16   0.53   55          S
4-762.0         1666.0 1597.0 36:43.352 11:43.70  28.65  28.87  >0.23   0.09  -0.39   7.95   0.10  0.12   0.51  106          S
4-764.0          154.0 1596.0 36:40.002 12:39.18  27.11  27.22  >0.63   0.08   0.04  16.54   0.34  0.23   0.34   57          S
4-765.0          632.0 1602.0 36:41.031 12:21.56  27.59  27.59  >0.35   0.57   0.15  18.57   0.26  0.21   0.36  126          S
4-766.0          795.0 1608.0 36:41.362 12:15.48  29.57  30.09 >-0.18  -0.33 <-0.16   3.90   0.04  0.11   0.38   22          S
4-767.0          815.0 1593.0 36:41.485 12:14.98  25.09  25.12  >0.41   2.05   1.67 143.07   1.21  0.20   0.69  132          S
4-768.0         1413.0 1604.0 36:42.754 11:52.88  28.60  28.76   0.19  -0.17   0.15  10.26   0.10  0.10   0.57   50          S
4-769.0         1184.0 1595.0 36:42.293 12:01.42  26.62  26.73   0.13   0.06   0.61  29.41   0.61  0.24   0.66   77          S
4-770.0          386.0 1601.0 36:40.491 12:30.60  25.96  26.06   0.42  -0.02   0.30  44.66   0.67  0.22   0.73   18          S
4-771.0         1754.0 1609.0 36:43.484 11:40.29  29.11  29.40 >-0.16   0.09   0.21   8.01   0.06  0.09   0.61   73          S
4-772.0         1781.0 1610.0 36:43.539 11:39.28  28.60  28.79  >0.11   0.23  -0.16   9.67   0.09  0.10   0.69  157          S
4-773.0          531.0 1609.0 36:40.770 12:25.15  28.75  28.78 >-0.62   0.93   0.26  10.57   0.10  0.11   0.83  112          S
4-774.0         1382.0 1587.0 36:42.775 11:54.28  25.01  25.06  -0.18  -0.06   0.17  83.29   1.12  0.50   0.25  109           
4-774.1         1367.0 1608.0 36:42.631 11:54.50  26.57  26.85  -0.20  -0.10   0.02  57.71   0.10  0.09   0.81   78          S
4-774.2         1370.0 1597.0 36:42.695 11:54.56  26.29  26.57  -0.03  -0.09   0.25  66.62   0.15  0.12   0.69   95          S
4-774.3         1382.0 1587.0 36:42.775 11:54.28  25.85  26.13  -0.06  -0.13   0.07  89.48   0.16  0.11   0.72  135          S
4-775.0         1554.0 1582.0 36:43.182 11:48.05  23.87  23.90   1.09   0.98   1.42 187.06   4.20  0.51   0.69   11          S
4-776.0         1922.0 1604.0 36:43.883 11:34.20  26.64  26.64    ...  >2.33   1.70  58.52   0.52  0.16   0.96   59          S
4-778.0         1633.0 1612.0 36:43.200 11:44.68  29.41  29.64  -0.12  -0.27   1.07   8.51   0.08  0.10   0.63   87          S
4-779.0          600.0 1614.0 36:40.897 12:22.54  29.95  30.33    ...  >0.01   0.77   4.22   0.06  0.17   0.21  154          S
4-780.0         1253.0 1607.0 36:42.383 11:58.70  27.10  27.25  >0.49   0.59   0.25  23.35   0.36  0.20   0.49   73          S
4-781.0         1111.0 1616.0 36:42.021 12:03.77  29.02  29.50    ...  >0.36   0.30   5.54   0.11  0.15   0.63    2          S
4-782.0          154.0 1617.0 36:39.891 12:38.86  28.64  28.91    ...  >0.79  -0.18   6.43   0.08  0.10   0.43   41          S
4-783.0          564.0 1622.0 36:40.775 12:23.74  29.28  29.52    ...  >0.55   0.67   7.78   0.08  0.11   0.56  167          S
4-784.0         1905.0 1616.0 36:43.782 11:34.64  27.22  27.32 >-0.18   1.38   0.57  24.28   0.28  0.16   0.77   36          S
4-785.0          301.0 1628.0 36:40.160 12:33.29  30.07  30.16    ...  >0.10   0.47   4.39   0.05  0.09   0.52   43          S
4-786.0          492.0 1619.0 36:40.631 12:26.43  26.32  26.39   0.28  -0.21  -0.01  37.73   0.46  0.18   0.53    2          S
4-787.0         1960.0 1634.0 36:43.810 11:32.34  29.50  30.03    ...  >0.07   1.06   5.81   0.07  0.12   0.58    7          S
4-788.0          115.0 1630.0 36:39.737 12:40.09  26.25  26.48    ...  >2.55  -0.00  21.48   0.22  0.14   0.66   64          B
4-788.1          115.0 1630.0 36:39.737 12:40.09  26.89  27.49    ...  >2.22   0.32  19.78   0.07  0.09   0.73   92         BS
4-788.2          115.0 1634.0 36:39.716 12:40.02  27.13  27.73 >-0.42   1.47  -0.23  15.98   0.06  0.09   0.65   11         BS
4-790.0          896.0 1635.0 36:41.444 12:11.36  27.66  27.74  >0.26   0.78   0.00  18.83   0.16  0.12   0.59   89          S
4-792.0         1927.0 1644.0 36:43.684 11:33.40  28.58  29.04 >-0.78   0.61   1.07   9.87   0.15  0.14   0.77   70          S
4-793.0          342.0 1651.0 36:40.130 12:31.43  29.04  29.14  >0.20  -0.11   0.06   8.28   0.07  0.08   0.76   70          S
4-794.0          981.0 1650.0 36:41.554 12:08.01  26.93  26.99  -0.06   0.13   0.39  26.02   0.43  0.20   0.72    0          S
4-795.0         1068.0 1612.0 36:41.947 12:05.41  21.52  21.56   0.67   0.92   0.62 528.65  12.18  0.61   0.90  147           
4-795.1         1068.0 1612.0 36:41.947 12:05.41  21.52  21.59   0.68   0.92   0.62 636.92   9.18  0.58   0.92  141           
4-795.11        1068.0 1612.0 36:41.947 12:05.41  21.52  21.61   0.68   0.93   0.63 683.12   8.16  0.56   0.94  160           
4-795.111       1068.0 1612.0 36:41.947 12:05.41  21.54  21.67   0.71   0.94   0.64 809.56   5.90  0.51   0.95   77           
4-795.112       1025.0 1611.0 36:41.856 12:07.00  25.95  26.08   0.25   0.60   0.49  77.41   0.32  0.16   0.99   26          S
4-796.0         1188.0 1656.0 36:41.982 12:00.32  28.34  28.55    ...  >1.26  -0.26  10.67   0.13  0.17   0.40   36          S
4-797.0          763.0 1665.0 36:40.991 12:15.77  29.92  30.08    ...  >0.10   1.14   6.15   0.06  0.09   0.62   28          S
4-799.0          407.0 1670.0 36:40.175 12:28.75  29.11  29.39    ...  >0.31   1.87  11.28   0.15  0.13   0.45   23          S
4-800.0          591.0 1672.0 36:40.573 12:21.97  29.23  29.66 >-0.42   0.01   0.77   6.08   0.08  0.11   0.46   45          S
4-801.0          281.0 1652.0 36:39.990 12:33.65  25.24  25.29   0.42   0.29   0.75  87.63   0.96  0.23   0.51   54          S
4-802.0         1065.0 1673.0 36:41.620 12:04.57  29.40  29.57    ...  >0.36   1.48   8.84   0.10  0.11   0.71  169          S
4-803.0         1331.0 1673.0 36:42.210 11:54.81  29.64  29.86 >-0.01  -0.39   0.82   6.89   0.06  0.08   0.67  100          S
4-804.0         1464.0 1668.0 36:42.531 11:50.01  25.50  25.50   0.18   0.01   0.52  74.42   0.77  0.20   0.66  166          S
4-805.0          359.0 1673.0 36:40.053 12:30.47  28.54  28.64 >-0.19   0.38   0.19  10.06   0.13  0.14   0.54  174          S
4-806.0          696.0 1675.0 36:40.790 12:18.07  27.99  28.22  >0.54   0.07   0.06  13.66   0.15  0.13   0.54   12          S
4-807.0          856.0 1676.0 36:41.140 12:12.19  27.83  27.97  >0.00   0.83   0.42  17.70   0.18  0.13   0.73  164          S
4-808.0         1989.0 1669.0 36:43.691 11:30.74  26.62  26.77   0.34   0.50   0.30  21.92   0.54  0.30   0.35   91          S
4-809.0          448.0 1677.0 36:40.229 12:27.14  27.58  27.66   0.27   0.19   0.63  23.13   0.21  0.12   0.87   72          S
4-810.0          800.0 1681.0 36:40.990 12:14.17  28.60  28.91  >0.20   0.08  -0.00   8.93   0.09  0.09   0.88   15          S
4-811.0         1135.0 1682.0 36:41.728 12:01.86  29.08  29.09    ...  >0.88   0.40   8.68   0.09  0.10   0.54  139          S
4-812.0         1422.0 1684.0 36:42.354 11:51.30  30.17  30.45    ... >-0.06   0.80   4.28   0.04  0.08   0.57  130          S
4-813.0         1007.0 1665.0 36:41.533 12:06.82  26.22  26.34  >0.77   0.95   0.32  40.85   0.53  0.28   0.31   87           
4-813.1         1007.0 1665.0 36:41.533 12:06.82  26.45  26.59  >1.01   0.83   0.27  44.44   0.30  0.15   0.61   63          S
4-813.2         1000.0 1683.0 36:41.423 12:06.80  28.03  28.17    ...  >1.51   0.52  16.36   0.16  0.14   0.76  154          S
4-814.0          533.0 1675.0 36:40.428 12:24.05  26.26  26.32   0.79   0.13   0.26  41.09   0.50  0.18   0.69   76          S
4-815.0         1801.0 1685.0 36:43.190 11:37.38  29.52  29.82 >-0.59   0.33  -0.09   5.31   0.04  0.07   0.67  102          S
4-816.0          751.0 1685.0 36:40.860 12:15.90  27.63  27.68 >-0.04   0.86   0.54  18.95   0.26  0.15   0.71   29          S
4-817.0         1904.0 1687.0 36:43.408 11:33.58  28.12  28.30  -0.30   0.11   0.14  13.06   0.13  0.10   0.94  154          S
4-818.0         1088.0 1686.0 36:41.603 12:03.52  28.34  28.61 >-0.22   0.51   0.28  10.50   0.12  0.14   0.36  122          S
4-819.0         1816.0 1697.0 36:43.160 11:36.65  27.76  27.82 >-0.23   1.24   0.07  18.57   0.15  0.11   0.85   84          S
4-820.0         1852.0 1691.0 36:43.271 11:35.42  27.00  26.98   0.07   0.34   0.88  30.10   0.51  0.22   0.68   60          S
4-821.0         1506.0 1704.0 36:42.436 11:47.91  29.00  29.42  >0.02  -0.24   0.57   6.98   0.09  0.13   0.50   64          S
4-822.0          894.0 1691.0 36:41.146 12:10.56  25.61  25.68   0.43   0.98   0.61  57.57   1.02  0.25   0.85   47          S
4-823.0          321.0 1692.0 36:39.869 12:31.57  24.98  25.01   0.41   0.73   0.81  99.13   1.21  0.24   0.53   20          S
4-824.0         1599.0 1704.0 36:42.642 11:44.50  28.00  28.18 >-0.54   0.93   0.32  11.81   0.25  0.20   0.53   90          S
4-825.0         1442.0 1698.0 36:42.325 11:50.35  26.27  26.38   1.41  -0.04   0.07  31.06   0.61  0.28   0.58  136          S
4-826.0          270.0 1715.0 36:39.635 12:33.08  29.93  29.97    ...  >0.31   0.65   6.01   0.05  0.08   0.89   89          S
4-827.0         1691.0 1720.0 36:42.762 11:40.88  29.95  30.28 >-0.17  -0.51  <0.01   3.89   0.05  0.08   0.56   46          S
4-828.0         1765.0 1721.0 36:42.921 11:38.15  29.17  29.72 >-0.58   0.32  -0.38   5.48   0.05  0.07   0.59  126          S
4-829.0          148.0 1711.0 36:39.385 12:37.62  25.78  25.81   0.94   0.08   0.75  32.37   1.24  0.59   0.23  160          B
4-829.1          148.0 1711.0 36:39.385 12:37.62  25.95  26.17   0.55   0.18   0.75  36.78   0.59  0.40   0.19  147         BS
4-829.2          179.0 1717.0 36:39.422 12:36.39  27.86  28.07  >0.37  -0.01   0.86  14.43   0.14  0.18   0.31  175          S
4-830.0          878.0 1718.0 36:40.969 12:10.73  27.84  28.07 >-0.42   0.98   0.51  14.47   0.21  0.16   0.54   15          S
4-831.0          654.0 1721.0 36:40.456 12:18.90  28.34  28.45    ...  >1.32   0.14  11.87   0.12  0.10   0.88   51          S
4-832.0         1209.0 1726.0 36:41.661 11:58.46  28.67  28.65    ...  >0.76   1.55  14.10   0.23  0.16   0.82   34          S
4-833.0         1558.0 1702.0 36:42.561 11:46.03  26.02  26.10   0.35   0.12   0.64  40.96   1.00  0.34   0.38   45          S
4-834.0         1030.0 1729.0 36:41.248 12:04.98  27.71  27.79  >0.25   0.47   0.70  17.66   0.29  0.24   0.33   17          S
4-835.0         1624.0 1727.0 36:42.577 11:43.23  27.35  27.51  >0.40   0.54   0.12  18.31   0.33  0.22   0.37  141          S
4-836.0         1232.0 1732.0 36:41.681 11:57.53  28.62  28.81  >0.07   0.20   0.03   8.85   0.12  0.16   0.36   38          S
4-837.0          600.0 1730.0 36:40.288 12:20.74  27.37  27.38   0.24   0.13   0.84  24.03   0.34  0.16   0.73  134          S
4-838.0         1490.0 1735.0 36:42.237 11:48.02  27.10  27.28   0.53   0.16   0.15  16.44   0.49  0.37   0.47   79          S
4-839.0         1158.0 1714.0 36:41.611 12:00.52  25.20  25.29   0.52   0.68   0.41  53.74   1.87  0.43   0.71   67          S
4-840.0         1980.0 1737.0 36:43.314 11:30.01  29.57  30.02    ...  >0.31   0.70   5.36   0.05  0.08   0.66  139          S
4-842.0         1405.0 1739.0 36:42.028 11:51.07  29.20  29.51    ...  >0.18   1.70   8.99   0.14  0.13   0.88   47          S
4-843.0         1377.0 1738.0 36:41.971 11:52.12  28.66  28.74 >-0.13   0.36   0.33   9.32   0.14  0.14   0.68   57          S
4-844.0          151.0 1743.0 36:39.223 12:37.01  29.46  30.06 <-1.60 >-0.07   0.58   3.75   0.04  0.08   0.64  116          S
4-845.0         1785.0 1730.0 36:42.918 11:37.27  25.22  25.24   0.51   0.04   0.41  91.66   0.78  0.19   0.74   67          S
4-846.0         1185.0 1743.0 36:41.519 11:59.08  28.19  28.40 >-0.05   0.44   0.71  14.53   0.15  0.12   0.74  121          S
4-847.0          741.0 1746.0 36:40.518 12:15.32  28.93  29.46 >-0.50   0.43  -0.45   5.83   0.06  0.11   0.86  107          S
4-848.0         1684.0 1737.0 36:42.657 11:40.87  27.01  27.06  >0.74   0.41   0.41  24.11   0.45  0.24   0.41   21          S
4-849.0         1352.0 1748.0 36:41.863 11:52.88  28.70  29.11 >-0.26   0.20   0.15   6.97   0.12  0.17   0.35  141          S
4-850.0         1243.0 1754.0 36:41.590 11:56.78  28.79  28.91  >0.21   0.07   0.30   9.62   0.10  0.12   0.60   39          S
4-851.0          894.0 1755.0 36:40.810 12:09.57  27.57  27.68  >0.63   0.16  -0.27  14.79   0.26  0.25   0.28  166           
4-851.1          894.0 1755.0 36:40.810 12:09.57  27.97  28.18   0.33   0.14  -0.07  14.07   0.14  0.16   0.35  153          S
4-851.2          883.0 1752.0 36:40.801 12:10.02  28.87  29.08 >-0.39   0.65  -0.33   8.88   0.06  0.09   0.56   43          S
4-852.0          386.0 1737.0 36:39.777 12:28.48  23.49  23.57   0.84   0.52   0.45 146.69   4.35  0.82   0.28  149           
4-852.1          386.0 1737.0 36:39.777 12:28.48  23.50  23.59   0.82   0.52   0.45 158.24   3.79  0.81   0.28  149           
4-852.2          409.0 1725.0 36:39.891 12:27.82  28.69  28.78 >-0.57   1.14  -0.09  11.06   0.07  0.09   0.94  148          S
4-852.11         386.0 1737.0 36:39.777 12:28.48  23.60  23.77   0.82   0.43   0.42 177.33   2.44  0.57   0.39  158           
4-852.12         326.0 1752.0 36:39.565 12:30.45  26.11  26.28  >0.69   1.52   0.62  63.84   0.31  0.16   0.72   54          S
4-852.111        386.0 1737.0 36:39.777 12:28.48  23.63  24.00   0.86   0.40   0.36 204.51   1.33  0.43   0.42  157           
4-852.112        358.0 1723.0 36:39.788 12:29.73  27.81  28.19   0.64   0.11   0.28  25.73   0.04  0.08   0.82  155          S
4-852.1111       386.0 1737.0 36:39.777 12:28.48  23.76  24.25   1.03   0.39   0.23 209.82   0.77  0.28   0.69  123          S
4-852.1112       360.0 1735.0 36:39.729 12:29.47  25.98  26.47   0.21   0.47   0.83  67.41   0.24  0.21   0.38  125          S
4-853.0          840.0 1755.0 36:40.690 12:11.55  29.27  29.40 >-0.14  -0.07   0.47   7.13   0.09  0.11   0.70   91          S
4-854.0         1398.0 1761.0 36:41.897 11:50.99  27.51  27.73  >0.61   0.23   0.08  15.77   0.24  0.20   0.41   14          S
4-855.0         1321.0 1767.0 36:41.695 11:53.72  28.67  28.86 >-0.31   0.42   0.40   8.76   0.14  0.24   0.26   24          S
4-856.0         1437.0 1771.0 36:41.931 11:49.40  29.77  30.30 >-0.53  -0.22   0.63   4.15   0.04  0.13   0.27   26          S
4-857.0         1634.0 1768.0 36:42.384 11:42.22  28.08  28.27  -0.54   1.01  -0.01  11.32   0.18  0.14   0.78    0          S
4-858.0         1074.0 1748.0 36:41.246 12:03.07  24.28  24.34   1.82   0.88   0.28 126.21   1.69  0.40   0.69   87           
4-858.1         1074.0 1748.0 36:41.246 12:03.07  24.42  24.67   2.14   0.87   0.27 172.21   0.60  0.34   0.41   87           
4-858.2         1088.0 1753.0 36:41.251 12:02.48  26.57  26.82  >1.24   0.95   0.27  55.80   0.13  0.12   0.65    2          S
4-858.11        1073.0 1764.0 36:41.160 12:02.86  25.89  26.18  >1.57   1.07   0.34  86.98   0.18  0.13   0.84   36          S
4-858.12        1085.0 1738.0 36:41.323 12:02.83  26.34  26.63   1.32   0.93   0.33  67.25   0.13  0.12   0.79  138          S
4-858.13        1074.0 1748.0 36:41.246 12:03.07  25.04  25.32  >2.59   0.78   0.22 156.73   0.22  0.12   0.82  100          S
4-859.0         1670.0 1772.0 36:42.443 11:40.84  28.92  29.14 >-0.49   0.46   0.43   8.41   0.09  0.11   0.53   62          S
4-860.0          552.0 1747.0 36:40.093 12:22.24  24.83  24.93   0.05   0.48   0.25  65.36   2.01  0.78   0.28   32           
4-860.1          568.0 1765.0 36:40.034 12:21.37  25.16  25.57   0.18   0.55   0.30  71.36   0.70  0.34   0.38   57           
4-860.2          552.0 1747.0 36:40.093 12:22.24  26.28  26.69  -0.26   0.15   0.05  51.91   0.16  0.11   0.89   41          S
4-860.11         568.0 1765.0 36:40.034 12:21.37  25.37  25.93   0.31   0.58   0.37  68.36   0.44  0.26   0.39   46          S
4-860.12         567.0 1781.0 36:39.948 12:21.16  27.09  27.65  -0.09   0.34   0.04  28.89   0.09  0.10   0.90  174          S
4-861.0          337.0 1790.0 36:39.390 12:29.46  30.03  30.46    ... >-0.15   0.74   4.37   0.04  0.07   0.81  161          S
4-862.0          188.0 1787.0 36:39.074 12:34.97  29.39  30.16    ...  >0.00   0.08   4.09   0.04  0.10   0.34   34          S
4-863.0          584.0 1792.0 36:39.928 12:20.36  28.86  29.35  >0.08  -0.15   0.07   7.29   0.07  0.09   0.57   11          S
4-864.0          245.0 1790.0 36:39.185 12:32.83  27.99  28.12 >-0.70   1.03   1.22  17.50   0.26  0.16   0.75  127          S
4-865.0         1322.0 1794.0 36:41.555 11:53.26  28.95  29.22 >-0.71   0.70  -0.34   6.21   0.08  0.09   0.66  117          S
4-866.0          439.0 1790.0 36:39.616 12:25.71  26.21  26.28   0.70   0.14   0.03  46.18   0.39  0.17   0.65   21          S
4-867.0         1595.0 1794.0 36:42.161 11:43.25  28.10  28.13  >0.63   0.07   0.09  13.50   0.16  0.13   0.61   28          S
4-868.0         1557.0 1779.0 36:42.155 11:44.88  24.57  24.61   0.46   0.02   0.09  87.13   1.87  0.35   0.93    0          S
4-869.0          619.0 1804.0 36:39.942 12:18.89  26.96  27.05  >0.68   0.82   0.01  30.73   0.24  0.12   0.83  139          S
4-870.0         1237.0 1802.0 36:41.324 11:56.26  27.13  27.42 >-0.24   1.20   0.19  18.91   0.34  0.21   0.77  120          S
4-871.0         1384.0 1807.0 36:41.624 11:50.79  28.93  29.31    ...  >0.66   0.07   6.45   0.09  0.11   0.65   65          S
4-872.0          224.0 1809.0 36:39.039 12:33.30  28.24  28.40   0.03   0.21  -0.01   9.99   0.18  0.22   0.37   79          S
4-873.0         1666.0 1804.0 36:42.266 11:40.49  28.99  29.70    ...  >0.34  -0.02   5.31   0.08  0.15   0.27   70          S
4-874.0         1681.0 1806.0 36:42.289 11:39.91  28.86  29.11    ...  >0.81   0.35   7.30   0.10  0.11   0.94   68          S
4-875.0         1442.0 1810.0 36:41.737 11:48.61  28.20  28.35    ...  >1.05   0.74  12.48   0.20  0.18   0.38  169          S
4-876.0         1203.0 1812.0 36:41.197 11:57.35  29.60  29.94    ...  >0.29   0.46   5.72   0.05  0.09   0.66   71          S
4-877.0          883.0 1816.0 36:40.465 12:09.02  28.03  28.07  >0.32   0.16   0.94  16.25   0.24  0.15   0.75   37          S
4-878.0         1003.0 1772.0 36:40.963 12:05.31  23.36  23.39   1.28   0.39   0.44 207.09   3.49  0.48   0.38   75           
4-878.1         1003.0 1772.0 36:40.963 12:05.31  23.48  23.58   1.46   0.36   0.30 292.78   1.41  0.25   0.79   26           
4-878.2          996.0 1811.0 36:40.742 12:04.96  25.83  25.93   0.57   0.66   1.18  95.56   0.48  0.18   0.66   74          S
4-878.11        1003.0 1772.0 36:40.963 12:05.31  23.53  23.94   1.55   0.40   0.31 417.09   0.34  0.16   0.89   81          S
4-878.12         993.0 1763.0 36:40.988 12:05.81  26.76  27.16   1.32   0.18   0.08  62.80   0.04  0.09   0.43   45          S
4-879.0         1328.0 1817.0 36:41.448 11:52.68  27.76  27.87  -0.11   0.12   0.65  16.65   0.25  0.16   0.62   49          S
4-880.0         1420.0 1827.0 36:41.599 11:49.15  29.98  30.27    ... >-0.07   0.72   4.64   0.05  0.08   0.54  160          S
4-881.0          605.0 1824.0 36:39.806 12:19.10  27.26  27.40  >0.58   0.65   0.04  20.72   0.24  0.14   0.62  159          S
4-882.0          906.0 1827.0 36:40.459 12:08.01  28.04  28.14  >0.56   0.20   0.14  15.22   0.14  0.11   0.77  169          S
4-883.0         1394.0 1829.0 36:41.531 11:50.08  28.95  29.05    ...  >0.91  -0.12   7.91   0.08  0.10   0.67  127          S
4-884.0          361.0 1827.0 36:39.249 12:28.00  29.57  29.86    ... >-0.05   1.77   7.64   0.10  0.12   0.39   58          S
4-885.0          897.0 1836.0 36:40.391 12:08.20  29.94  30.11 >-0.57   0.02 <-0.18   3.88   0.04  0.09   0.46  106          S
4-886.0         1399.0 1839.0 36:41.490 11:49.74  29.03  29.82    ...  >0.34  -0.19   4.92   0.06  0.09   0.65  142          S
4-887.0          766.0 1842.0 36:40.069 12:12.91  29.16  29.65    ...  >0.48   0.31   6.29   0.07  0.09   0.78  170          S
4-888.0         1047.0 1821.0 36:40.803 12:02.93  23.87  23.91   0.53   0.24   0.66 164.15   2.53  0.52   0.47   50           
4-888.1         1047.0 1821.0 36:40.803 12:02.93  23.92  24.10   0.49   0.22   0.66 222.23   1.19  0.47   0.37   48           
4-888.2         1057.0 1809.0 36:40.888 12:02.75  27.19  27.37  >0.90   0.85   0.39  41.00   0.09  0.10   0.83  115          S
4-888.11        1047.0 1821.0 36:40.803 12:02.93  23.97  24.27   0.45   0.21   0.64 238.99   0.80  0.41   0.24   41          S
4-888.12        1053.0 1795.0 36:40.953 12:03.11  27.36  27.66   1.00   0.30   0.71  42.87   0.06  0.10   0.55   99          S
4-889.0         1832.0 1844.0 36:42.424 11:33.78  29.39  29.54    ...  >0.47   0.40   6.53   0.07  0.12   0.50  176          S
4-890.0          972.0 1845.0 36:40.511 12:05.31  29.94  30.11    ...  >0.22   0.29   5.06   0.04  0.08   0.55  109          S
4-891.0          120.0 1842.0 36:38.635 12:36.61  27.69  27.85 <-0.72  >1.31   0.27  11.13   0.12  0.12   0.70   63         BS
4-892.0         1851.0 1849.0 36:42.440 11:33.00  28.08  28.34 >-0.14   0.66   0.30  12.71   0.14  0.14   0.56  166          S
4-893.0         1446.0 1852.0 36:41.526 11:47.81  27.75  27.93    ...  >1.16   0.72  13.66   0.37  0.40   0.21   45          S
4-894.0          999.0 1855.0 36:40.518 12:04.16  28.51  28.72    ...  >0.94   1.01  11.44   0.16  0.15   0.59   27          S
4-895.0         1555.0 1852.0 36:41.768 11:43.81  27.23  27.38  >0.29   0.51   0.70  19.54   0.47  0.24   0.62  140          S
4-896.0         1052.0 1856.0 36:40.630 12:02.20  28.46  28.57  >0.67  -0.19   0.06  10.67   0.11  0.10   0.85   79          S
4-898.0         1403.0 1860.0 36:41.388 11:49.27  29.22  29.64    ...  >0.46   0.04   5.02   0.07  0.12   0.35  168          S
4-899.0         1873.0 1860.0 36:42.431 11:32.02  29.48  30.45 >-0.40  -0.56   1.41   5.15   0.05  0.13   0.69  131          S
4-900.0          891.0 1862.0 36:40.242 12:08.02  29.04  29.15  -0.33   0.22  -0.06   8.22   0.07  0.08   0.89   31          S
4-901.0          598.0 1865.0 36:39.575 12:18.72  29.29  29.36 >-0.36   0.04   1.08   7.85   0.12  0.13   0.73   54          S
4-902.0         1302.0 1865.0 36:41.138 11:52.89  28.13  28.18  >0.86  -0.14  -0.28  12.60   0.15  0.12   0.58   29          S
4-903.0         1447.0 1866.0 36:41.455 11:47.56  29.52  29.83    ...  >0.31   0.65   6.26   0.06  0.09   0.49   46          S
4-904.0         1182.0 1870.0 36:40.846 11:57.22  29.71  30.25    ... >-0.02   0.96   5.12   0.06  0.09   0.72  133          S
4-905.0         1772.0 1870.0 36:42.155 11:35.57  28.57  29.08    ...  >0.57   0.66   7.22   0.14  0.15   0.80  127          S
4-906.0          290.0 1868.0 36:38.876 12:29.97  28.09  28.24  >0.55  -0.21   0.48  12.76   0.21  0.17   0.49  117          S
4-907.0          898.0 1878.0 36:40.173 12:07.51  30.08  30.37    ...  >0.02   0.47   3.89   0.04  0.11   0.60  147          S
4-908.0         1278.0 1875.0 36:41.032 11:53.62  26.96  26.97   0.64   0.05   0.16  33.42   0.26  0.13   0.83  173          S
4-909.0          128.0 1869.0 36:38.511 12:35.89  25.96  26.05  >0.78   0.45   0.24  21.84   0.84  0.39   0.34  127          B
4-909.1          128.0 1869.0 36:38.511 12:35.89  26.21  27.09  >0.77   0.41   0.37  22.08   0.18  0.21   0.48  112         BS
4-909.2          119.0 1872.0 36:38.475 12:36.18  27.64  28.51    ...  >1.34   0.33  12.91   0.05  0.11   0.57   58         BS
4-910.0         1799.0 1854.0 36:42.299 11:34.83  24.87  24.96   0.21   0.66   0.93  80.50   2.06  0.37   0.73   25          S
