ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
2-190.0         1859.0  433.0 36:45.453 14:10.06  26.82  26.94   0.51   0.64   0.45  26.31   0.48  0.23   0.42   61          S
2-191.0         1620.0  437.0 36:46.023 14:01.42  27.05  27.19  >0.97   0.24  -0.05  21.31   0.34  0.20   0.64   14          S
2-192.0         1712.0  445.0 36:45.854 14:04.90  29.33  29.69    ...  >0.64   0.01   5.85   0.05  0.07   0.96   91          S
2-193.0          858.0  446.0 36:47.821 13:33.80  28.51  28.61  >0.02   0.26   0.34  10.37   0.14  0.18   0.34  169          S
2-194.0         1959.0  438.0 36:45.249 14:13.78  27.14  27.24  >0.23   0.53   0.66  19.45   0.59  0.28   0.88   90          S
2-195.0         2020.0  449.0 36:45.166 14:16.18  27.92  28.06    ...  >1.16   0.87  13.14   0.19  0.17   0.45  180         BS
2-196.0         1149.0  450.0 36:47.174 13:44.46  28.26  28.29  >0.76  -0.13   0.04  13.03   0.15  0.14   0.59  121          S
2-197.0          803.0  453.0 36:47.984 13:31.91  27.43  27.52  -0.13   0.70   0.24  24.57   0.20  0.12   0.73  150          S
2-198.0         1227.0  458.0 36:47.036 13:47.44  28.92  29.12  >0.24  -0.19   0.38   8.56   0.10  0.11   0.54  146          S
2-199.0          985.0  458.0 36:47.592 13:38.62  28.65  28.79  >0.03   0.16   0.24  10.66   0.12  0.11   0.77   73          S
2-200.0          557.0  444.0 36:48.502 13:22.80  25.24  25.30   0.38   0.07   0.44  87.26   0.83  0.21   0.64  115          S
2-201.0         1088.0  424.0 36:47.178 13:41.82  24.18  24.21   0.69   0.24   0.47 148.40   1.78  0.24   0.53   29          S
2-202.0          525.0  463.0 36:48.675 13:21.94  30.03  30.28    ...  >0.13   0.82   4.96   0.05  0.10   0.51  139          S
2-203.0          711.0  467.0 36:48.269 13:28.78  27.60  27.68   0.17   0.01  -0.16  19.69   0.16  0.10   0.82   83          S
2-204.0         1474.0  474.0 36:46.552 13:56.69  29.19  29.48 >-0.04   0.02  -0.44   6.39   0.06  0.09   0.54  119          S
2-205.0          370.0  477.0 36:49.104 13:16.52  29.57  30.07 >-0.59   0.03   0.13   4.83   0.05  0.09   0.61   93          S
2-206.0         1630.0  477.0 36:46.209 14:02.42  29.27  29.68    ...  >0.45   0.20   5.85   0.07  0.09   0.73  173          S
2-207.0         1601.0  480.0 36:46.291 14:01.41  29.27  29.52  >0.10  -0.33   0.22   5.92   0.08  0.12   0.37  160          S
2-208.0          534.0  476.0 36:48.722 13:22.48  28.07  28.12  -0.30   0.10   0.09  15.25   0.15  0.12   0.60  100          S
2-209.0         1007.0  480.0 36:47.656 13:39.77  28.87  29.04 >-0.47   0.53   0.06   7.24   0.11  0.12   0.76  179          S
2-210.0          434.0  446.0 36:48.795 13:18.35  23.51  23.57   0.40   0.42   0.73 148.57   4.95  0.65   0.80   83         FS
2-211.0          123.0  485.0 36:49.713 13:07.65 >29.10 >29.10 >-0.09 <-1.07  >2.61  13.92   0.19  0.28   0.71  110         BS
2-212.0         1226.0  488.0 36:47.195 13:47.88  29.03  29.30 >-0.36   0.24   0.18   7.32   0.09  0.15   0.33    5          S
2-213.0         1414.0  489.0 36:46.768 13:54.75  26.07  26.21  >1.21   0.46   0.11  34.77   0.79  0.66   0.32    5           
2-213.1         1406.0  476.0 36:46.719 13:54.25  26.31  26.48  >1.09   0.50   0.13  32.58   0.59  0.42   0.28  140          S
2-213.2         1414.0  489.0 36:46.768 13:54.75  27.80  27.97  >0.72   0.40   0.15  20.92   0.11  0.10   0.77   70          S
2-214.0         1626.0  491.0 36:46.291 14:02.50  29.79  30.08    ... >-0.06   0.39   4.03   0.08  0.12   0.72  157          S
2-215.0          203.0  494.0 36:49.576 13:10.71  29.58  29.67    ...  >0.25   0.36   4.96   0.09  0.13   0.73   75          S
2-216.0         1109.0  486.0 36:47.453 13:43.59  27.32  27.36   0.72   0.21   0.23  23.22   0.26  0.16   0.51   82          S
2-217.0         2011.0  493.0 36:45.417 14:16.56  28.14  28.34  >0.65  -0.12  -0.32  10.15   0.11  0.11   0.68  158          S
2-218.0         1881.0  486.0 36:45.679 14:11.71  27.55  27.71 >-0.61   1.55   0.39  20.46   0.21  0.12   0.87   88          S
2-219.0          599.0  495.0 36:48.672 13:25.15  29.79  30.57    ... >-0.17   0.72   3.61   0.05  0.10   0.37   64          S
2-220.0          932.0  498.0 36:47.923 13:37.33  28.21  28.29  >0.80  -0.00   0.04  13.89   0.13  0.10   0.67  150          S
2-221.0         1617.0  502.0 36:46.369 14:02.35  29.72  30.11    ...  >0.08  <0.04   3.45   0.06  0.13   0.47   61          S
2-222.0          906.0  501.0 36:47.998 13:36.43  28.70  28.81  >0.32   0.13   0.04  11.29   0.08  0.09   0.99    7          S
2-223.0         1486.0  502.0 36:46.670 13:57.58  28.56  28.75  >0.01   0.28   0.42  11.61   0.11  0.11   0.71  111          S
2-224.0         1949.0  504.0 36:45.617 14:14.48  29.46  29.88    ...  >0.37  -0.18   5.01   0.05  0.09   0.67  167          S
2-225.0         1842.0  496.0 36:45.821 14:10.45  26.77  26.88  -0.04   0.33   0.72  25.53   0.71  0.27   0.68  132          S
2-226.0          551.0  507.0 36:48.845 13:23.59  27.85  27.97   0.63   0.12   0.29  19.67   0.14  0.10   0.71  128          S
2-227.0         1201.0  512.0 36:47.378 13:47.36  29.75  30.44    ... >-0.09   0.50   4.02   0.04  0.09   0.48    3          S
2-228.0          607.0  508.0 36:48.721 13:25.65  26.33  26.48  >0.40   1.17   0.53  38.21   0.60  0.22   0.62  118          S
2-229.0         1997.0  511.0 36:45.543 14:16.34  29.07  29.52    ...  >0.31   0.50   5.69   0.09  0.15   0.48   87          S
2-230.0         1104.0  515.0 36:47.616 13:43.87  28.66  28.84 >-0.19   0.54   0.16  10.16   0.11  0.11   0.80  136          S
2-231.0         1359.0  512.0 36:47.014 13:53.11  25.16  25.18   0.44   0.81   0.55  79.76   1.25  0.33   0.43   17          S
2-232.0         1257.0  529.0 36:47.338 13:49.67  29.76  30.38    ...  >0.01   0.30   4.22   0.04  0.09   0.44    5          S
2-233.0         1921.0  528.0 36:45.806 14:13.84  28.04  28.17  >0.91  -0.08  -0.06  15.10   0.12  0.10   0.80  105          S
2-234.0         1985.0  528.0 36:45.659 14:16.18  27.38  27.43   0.49   0.46   0.88  26.94   0.25  0.13   0.87  156          S
2-236.0          503.0  509.0 36:48.965 13:21.88  24.47  24.51   0.44   0.42   0.79 121.24   2.02  0.41   0.50   97           
2-236.1          490.0  523.0 36:49.068 13:21.63  26.24  26.46  >0.04   1.90   1.61  81.47   0.43  0.26   0.45    8          S
2-236.2          503.0  509.0 36:48.965 13:21.88  24.70  24.92   0.60   0.19   0.33 185.46   0.36  0.14   0.89   11          S
2-237.0         1477.0  538.0 36:46.879 13:57.83  28.88  29.08 >-0.20   0.35  -0.32   8.03   0.08  0.10   0.57  108          S
2-238.0         1090.0  541.0 36:47.784 13:43.78  30.40  30.24    ...  >0.06   1.26   6.66   0.05  0.07   0.90  118          S
2-239.0         1875.0  523.0 36:45.886 14:12.09  24.54  24.58   1.59   0.28   0.08  76.17   2.41  0.71   0.19  141           
2-239.1         1875.0  523.0 36:45.886 14:12.09  24.62  24.90   1.79   0.27   0.08  97.84   1.04  0.60   0.16  140           
2-239.2         1901.0  520.0 36:45.810 14:12.99  27.40  27.68  >1.09   0.32  -0.01  25.36   0.11  0.11   0.92   52          S
2-239.11        1875.0  523.0 36:45.886 14:12.09  25.08  25.56   1.81   0.18   0.06  95.27   0.36  0.20   0.51  123          S
2-239.12        1843.0  532.0 36:46.006 14:11.07  25.76  26.24   1.82   0.41   0.09  56.20   0.31  0.28   0.22  149          S
2-240.0         2006.0  541.0 36:45.679 14:17.15  28.79  28.93    ...  >0.73   0.23   7.30   0.10  0.13   0.64   95         BS
2-242.0         1469.0  552.0 36:46.970 13:57.76  29.65  30.10    ...  >0.29   0.11   4.58   0.04  0.08   0.53  164          S
2-243.0         1484.0  551.0 36:46.931 13:58.29  29.12  29.72    ...  >0.26   0.81   6.06   0.09  0.12   0.51  103          S
2-244.0          393.0  553.0 36:49.448 13:18.58  29.49  29.91    ... >-0.13   1.57   6.40   0.11  0.14   0.83  106          S
2-245.0         1152.0  549.0 36:47.683 13:46.17  26.18  26.32   0.02   0.08   0.73  36.41   0.94  0.29   0.93   50          S
2-246.0          679.0  513.0 36:48.582 13:28.35  23.66  23.69   0.67   0.40   0.89 163.31   4.56  0.74   0.29  106         FS
2-247.0         1089.0  556.0 36:47.865 13:43.98  27.47  27.51   0.20  -0.03   0.44  20.95   0.30  0.21   0.37  166          S
2-248.0         1017.0  561.0 36:48.056 13:41.44  29.67  30.33    ...  >0.06   0.61   4.95   0.04  0.08   0.60   66          S
2-250.0         1799.0  567.0 36:46.290 14:10.03  28.78  28.90 >-0.63   0.83   0.24  11.00   0.09  0.10   0.91   23          S
2-251.0         1671.0  521.0 36:46.344 14:04.62  22.49  22.52   1.65   1.15   1.17 350.06   8.74  0.46   0.73   75          S
2-252.0         1758.0  570.0 36:46.400 14:08.58  26.65  26.71   0.28  -0.02   0.10  41.56   0.24  0.12   0.90  101          S
2-253.0         1603.0  569.0 36:46.751 14:02.92  28.00  28.22    ...  >1.09   0.80  12.93   0.27  0.21   0.58   48          S
2-254.0          885.0  576.0 36:48.438 13:36.87  29.75  30.06    ...  >0.31  -0.19   4.61   0.04  0.07   0.58  119          S
2-255.0         1269.0  577.0 36:47.560 13:50.88  29.29  29.91    ...  >0.25   0.36   4.67   0.07  0.12   0.46  141          S
2-256.0          347.0  533.0 36:49.449 13:16.58  23.98  24.04   0.76   0.43   0.73 134.83   3.51  0.49   0.34   91         FS
2-257.0          441.0  583.0 36:49.494 13:20.81  29.57  29.72    ...  >0.44   0.01   5.51   0.06  0.10   0.66   73          S
2-258.0          687.0  583.0 36:48.929 13:29.77  29.04  29.42 >-0.36   0.43  -0.39   6.79   0.06  0.08   0.86   69          S
2-259.0         1482.0  583.0 36:47.102 13:58.74  28.56  28.69  >0.27   0.18   0.01  10.69   0.10  0.10   0.62   16          S
2-260.0         1913.0  582.0 36:46.106 14:14.42  27.39  27.52   0.05   0.23   0.61  17.50   0.40  0.27   0.31  129          S
2-262.0          313.0  586.0 36:49.804 13:16.19  28.66  28.95 >-0.37   0.40   0.53   8.19   0.14  0.17   0.55   44          S
2-263.0         1053.0  575.0 36:48.046 13:42.98  25.00  25.12   0.01   0.33   0.62  61.05   2.31  0.49   0.68  135         FS
2-264.0          229.0  467.0 36:49.376 13:11.22  21.67  21.71   0.96   1.03   0.70 451.40  11.95  1.99   0.17   55           
2-264.1          245.0  547.0 36:49.756 13:13.09  22.24  22.30   1.44   1.24   0.78 413.41   6.86  0.73   0.38   85          S
2-264.2          229.0  467.0 36:49.376 13:11.22  22.64  22.70   0.62   0.79   0.57 480.15   2.61  0.26   0.81   24          S
2-265.0         1670.0  592.0 36:46.717 14:05.73  29.42  29.88 >-0.76   0.19   0.80   5.77   0.06  0.09   0.54   55          S
2-266.0         1056.0  596.0 36:48.149 13:43.42  29.69  30.11 >-0.70  -0.06   0.83   4.56   0.07  0.12   0.50  179          S
2-267.0         1291.0  597.0 36:47.614 13:52.00  29.92  30.00  -0.50   0.16   0.04   5.05   0.04  0.13   0.22   63          S
2-269.0          718.0  593.0 36:48.910 13:31.06  27.75  27.95 >-0.06   0.82  -0.07  13.58   0.24  0.18   0.45  112          S
2-270.0         1725.0  583.0 36:46.544 14:07.59  24.05  24.09   0.73   0.40   0.33 152.77   1.73  0.36   0.39   91           
2-270.1         1725.0  583.0 36:46.544 14:07.59  24.17  24.42   0.83   0.40   0.19 237.18   0.43  0.18   0.65   48          S
2-270.2         1734.0  563.0 36:46.419 14:07.59  26.58  26.84   0.33   0.29   0.85  57.29   0.18  0.20   0.32  103          S
2-271.0          579.0  609.0 36:49.313 13:26.25 >30.57 >30.57    ...    ...  >1.12   3.46   0.07  0.19   0.23  140          S
2-272.0         1270.0  600.0 36:47.678 13:51.28  26.04  26.07   0.56   0.15   0.11  51.69   0.48  0.17   0.60   94          S
2-273.0         1115.0  608.0 36:48.076 13:45.77  27.38  27.47    ...  >1.58   1.03  23.43   0.41  0.24   0.34   33          S
2-275.0          485.0  614.0 36:49.555 13:22.91  28.15  28.33  -0.26   0.13   0.77  12.79   0.21  0.14   0.84  134          S
2-276.0          736.0  615.0 36:48.983 13:32.07  28.75  29.00 >-0.07   0.37  -0.31   9.08   0.08  0.09   0.65   13          S
2-277.0         1098.0  616.0 36:48.157 13:45.28  28.69  28.87 >-0.08   0.36   0.42  11.33   0.09  0.09   0.91  133          S
2-278.0          216.0  616.0 36:50.183 13:13.14  28.80  28.82  >0.00   0.11   0.33   8.02   0.15  0.18   0.46   70          S
2-279.0         1709.0  616.0 36:46.753 14:07.54  28.78  29.11    ...  >0.80   0.71   9.46   0.11  0.11   0.86  108          S
2-280.0          647.0  620.0 36:49.214 13:28.91  29.14  29.80    ...  >0.29   0.49   5.40   0.08  0.10   0.60   48          S
2-281.0          363.0  620.0 36:49.866 13:18.56  28.99  29.29    ...  >0.59   0.09   7.33   0.09  0.13   0.48   43          S
2-282.0          691.0  621.0 36:49.118 13:30.53  27.18  27.27 >-0.65   1.67   1.20  28.44   0.47  0.21   0.86  111          S
2-283.0         1393.0  623.0 36:47.516 13:56.14  28.98  29.23 >-0.37   0.34  -0.20   6.32   0.09  0.11   0.64  119          S
2-284.0         1661.0  625.0 36:46.910 14:05.93  28.85  29.05   0.40  -0.24  -0.02   8.45   0.08  0.09   0.64   17          S
2-285.0         1634.0  625.0 36:46.972 14:04.95  27.25  27.39  -0.17   0.37   0.69  23.76   0.31  0.16   0.83   38          S
2-286.0          146.0  633.0 36:50.432 13:10.86  29.26  29.89 >-0.60  -0.31   0.18   3.49   0.04  0.12   0.38  150          S
2-287.0          315.0  635.0 36:50.055 13:17.05  29.69  29.94    ...  >0.34   0.31   4.82   0.05  0.08   0.64   29          S
2-288.0         1583.0  629.0 36:47.110 14:03.15  26.91  27.08   0.40   0.26   0.75  23.39   0.59  0.31   0.47   84          S
2-289.0          809.0  643.0 36:48.962 13:35.18  25.58  25.69   0.10  -0.11   0.19  44.13   1.24  0.63   0.30  167           
2-289.1          809.0  643.0 36:48.962 13:35.18  25.79  26.04   0.16  -0.07   0.21  47.05   0.68  0.45   0.29    1           
2-289.2          775.0  643.0 36:49.040 13:33.94  27.43  27.67   0.06  -0.15   0.03  23.15   0.15  0.13   0.55  118          S
2-289.11         790.0  633.0 36:48.953 13:34.33  26.57  27.02   0.29  -0.07   0.28  33.94   0.25  0.26   0.33   24          S
2-289.12         809.0  643.0 36:48.962 13:35.18  26.53  26.98   0.07  -0.15   0.11  37.70   0.20  0.16   0.82   63          S
2-290.0         1020.0  649.0 36:48.508 13:42.96  29.30  29.41    ...  >0.73   0.35   7.78   0.07  0.08   0.76   94          S
2-291.0          740.0  650.0 36:49.157 13:32.78  28.53  28.83  -0.38   0.37   0.31   8.76   0.15  0.25   0.27  124          S
2-292.0         1165.0  651.0 36:48.186 13:48.28  29.19  29.25    ...  >0.67   0.30   7.91   0.08  0.10   0.68  125          S
2-293.0          839.0  651.0 36:48.935 13:36.40  28.84  28.95    ...  >0.87   0.52  10.90   0.10  0.10   0.91   88          S
2-294.0          310.0  654.0 36:50.165 13:17.17  28.58  28.65    ...  >1.22   0.39  11.83   0.11  0.10   0.82   97          S
2-295.0          906.0  657.0 36:48.812 13:38.94  28.98  29.08  >0.08   0.34  -0.37   8.97   0.06  0.08   0.94  104          S
2-296.0         2027.0  653.0 36:46.215 14:19.72  26.73  26.87  >0.09   1.05   0.44  23.64   0.30  0.15   0.79   86         BS
2-297.0         1947.0  664.0 36:46.456 14:16.98  29.22  29.61    ...  >0.50  -0.20   5.49   0.06  0.10   0.86  149          S
2-298.0          611.0  665.0 36:49.531 13:28.32  29.27  29.50  -0.53  -0.03   0.02   5.48   0.08  0.11   0.50  122          S
2-299.0          776.0  670.0 36:49.178 13:34.41  28.09  28.17  -0.15   0.03   0.35  13.73   0.20  0.14   0.73  173          S
2-300.0         1382.0  678.0 36:47.828 13:56.62  29.43  29.58    ...  >0.68   0.56   7.58   0.06  0.08   0.84  125          S
2-301.0          884.0  681.0 36:48.988 13:38.52  29.03  29.46 >-0.66   0.56  -0.05   6.30   0.08  0.12   0.72   93          S
2-302.0         1660.0  681.0 36:47.205 14:06.80  27.53  27.63   0.07  -0.06   0.19  23.65   0.17  0.11   0.96   17          S
2-303.0         1980.0  668.0 36:46.401 14:18.25  25.68  25.74   0.18   0.41   0.71  44.37   1.26  0.33   0.90   85          S
2-304.0         1061.0  683.0 36:48.591 13:45.00  29.26  29.27  >0.21  -0.20   0.14   8.52   0.06  0.08   0.89   92          S
2-305.0         2015.0  681.0 36:46.389 14:19.73  28.24  28.54    ...  >1.01   0.42   9.38   0.11  0.10   0.74   77          S
2-306.0         1761.0  685.0 36:46.993 14:10.54  28.50  28.75  >0.34   0.14   0.30  10.87   0.10  0.10   0.83   55          S
2-307.0          383.0  688.0 36:50.175 13:20.38  30.14  30.39 >-0.78  -0.04   0.54   4.02   0.05  0.07   0.54    9          S
2-308.0         1319.0  685.0 36:48.009 13:54.44  28.43  28.62 >-0.11   0.43   0.08   9.83   0.15  0.22   0.35  117          S
2-309.0          179.0  684.0 36:50.622 13:12.88  26.60  26.63  >0.73   0.86   0.23  33.22   0.34  0.16   0.74   11          S
2-310.0         1892.0  675.0 36:46.640 14:15.15  26.02  26.16   0.09   0.15   0.77  37.34   1.16  0.35   0.66   89          S
2-311.0          998.0  696.0 36:48.804 13:42.92  29.76  29.95    ...  >0.41 <-0.24   4.45   0.05  0.07   0.98   80          S
2-312.0         1596.0  694.0 36:47.420 14:04.67  29.02  29.29  >0.11  -0.14   0.57   8.04   0.08  0.10   0.61  159          S
2-313.0          611.0  691.0 36:49.667 13:28.74  25.87  25.90  >1.29   0.96   0.33  61.45   0.52  0.17   0.53  174          S
2-314.0         1149.0  695.0 36:48.452 13:48.40  28.18  28.31  >0.68  -0.03   0.23  15.21   0.13  0.11   0.86   82          S
2-315.0          196.0  693.0 36:50.630 13:13.65  28.45  28.48 >-0.17   0.59   0.04  11.09   0.14  0.13   0.66   35          S
2-316.0         1620.0  697.0 36:47.380 14:05.60  27.64  27.55   0.48   0.55   0.91  27.75   0.22  0.13   0.77  108          S
2-317.0          759.0  695.0 36:49.348 13:34.19  27.78  27.91  >0.07   0.88   0.36  19.34   0.19  0.14   0.50  113          S
2-318.0          665.0  702.0 36:49.600 13:30.88  28.25  28.41 >-0.16   0.82  -0.10  13.46   0.11  0.10   0.73  155          S
2-319.0          346.0  703.0 36:50.338 13:19.27  29.54  29.68    ...  >0.56  -0.43   5.36   0.06  0.13   0.26  129          S
2-320.0         2042.0  701.0 36:46.431 14:21.03  26.60  26.80  >0.10   1.23   0.05  20.93   0.21  0.14   0.76   17         BS
2-321.0         1552.0  704.0 36:47.573 14:03.23  24.30  24.39   1.29   0.29   0.13  97.28   2.35  0.93   0.24   80           
2-321.1         1564.0  674.0 36:47.389 14:03.19  24.75  24.86   1.02   0.27   0.12  82.54   1.59  0.41   0.71  144          S
2-321.2         1552.0  704.0 36:47.573 14:03.23  25.49  25.60   2.12   0.35   0.14  89.57   0.43  0.14   0.89   48          S
2-322.0          847.0  712.0 36:49.234 13:37.67  26.89  27.02   0.68   0.00   0.22  25.66   0.40  0.23   0.55  139          S
2-323.0         1046.0  717.0 36:48.803 13:45.00  29.31  29.57 >-0.44   0.17   0.22   6.21   0.07  0.10   0.50  116          S
2-324.0          579.0  719.0 36:49.887 13:28.02  30.03  30.13    ...  >0.15   0.36   4.77   0.05  0.10   0.47  180          S
2-325.0         1489.0  717.0 36:47.785 14:01.14  28.25  28.35   0.08   0.39   0.49  13.72   0.17  0.13   0.62   67          S
2-326.0          728.0  724.0 36:49.570 13:33.53  29.91  29.96 >-0.15  -0.34   0.20   4.57   0.06  0.09   0.60   14          S
2-327.0          981.0  721.0 36:48.974 13:42.70  29.11  29.00 >-0.63   0.77   0.71   9.68   0.11  0.10   0.94  101          S
2-328.0          608.0  726.0 36:49.856 13:29.19  27.05  27.14  -0.04   0.04   0.22  22.94   0.41  0.27   0.43   53           
2-328.1          608.0  726.0 36:49.856 13:29.19  27.69  28.35   0.51   0.03   0.24  18.59   0.08  0.12   0.54   40          S
2-328.2          605.0  716.0 36:49.811 13:28.92  27.93  28.58  -0.17  -0.04  -0.06  16.35   0.06  0.11   0.47  174          S
2-329.0          446.0  733.0 36:50.265 13:23.40  30.07  30.05    ...  >0.28   0.07   4.80   0.05  0.08   0.56   99          S
2-330.0         1971.0  731.0 36:46.751 14:18.93  30.08  30.51    ... >-0.27   0.81   3.81   0.06  0.16   0.21   12          S
2-332.0         1590.0  730.0 36:47.621 14:05.03  28.33  28.48  -0.50   0.44   0.18   9.86   0.18  0.18   0.57  114          S
2-333.0          147.0  734.0 36:50.957 13:12.52  29.35  29.81    ... >-0.07 <-0.02   3.74   0.04  0.11   0.26  116         BS
2-334.0         1159.0  739.0 36:48.659 13:49.47  29.38  29.64    ...  >0.52   0.14   5.79   0.07  0.16   0.34    6          S
2-335.0         1147.0  736.0 36:48.670 13:48.99  29.62  30.17 >-0.66  -0.03   0.64   4.60   0.06  0.10   0.88  177          S
2-336.0          945.0  736.0 36:49.135 13:41.63  29.55  30.30    ... >-0.14   0.50   3.54   0.07  0.21   0.14   26          S
2-337.0          807.0  743.0 36:49.488 13:36.71  29.24  29.55    ...  >0.37   0.79   6.73   0.08  0.12   0.76   25          S
2-338.0          716.0  743.0 36:49.697 13:33.40  29.02  29.24    ...  >0.80  -0.01   6.71   0.08  0.11   0.60  131          S
2-339.0          265.0  693.0 36:50.472 13:16.16  23.77  23.85   0.60   0.75   1.12 124.79   6.10  0.78   0.37   80           
2-339.1          265.0  693.0 36:50.472 13:16.16  23.81  24.04   0.69   0.84   1.15 160.10   3.43  0.66   0.37   79         FS
2-339.2          249.0  741.0 36:50.759 13:16.35  27.26  27.49  -0.11   0.32   0.51  25.68   0.20  0.19   0.47   46          S
2-340.0         1605.0  742.0 36:47.649 14:05.77  26.40  26.50   0.17   0.54   0.81  46.79   0.43  0.17   0.50  151           
2-340.1         1605.0  742.0 36:47.649 14:05.77  26.49  26.62   0.27   0.53   0.79  56.78   0.25  0.13   0.77  171          S
2-340.2         1619.0  739.0 36:47.602 14:06.23  29.23  29.36 <-0.97  >0.87   0.57   8.79   0.06  0.09   0.60   53          S
2-341.0          658.0  746.0 36:49.846 13:31.33  29.85  30.01    ...  >0.37  -0.13   4.95   0.04  0.08   0.54  111          S
2-342.0          703.0  745.0 36:49.737 13:32.96  29.25  29.69    ...  >0.44   0.05   5.12   0.07  0.11   0.43   70          S
2-343.0          615.0  743.0 36:49.929 13:29.72  27.89  28.01   0.70  -0.08   0.18  15.74   0.17  0.12   0.80   89          S
2-344.0          762.0  750.0 36:49.628 13:35.19  28.94  29.39    ...  >0.71   0.30   7.25   0.08  0.10   0.80   31          S
2-345.0          921.0  743.0 36:49.226 13:40.87  28.42  28.45  >0.27   0.11   0.33  10.70   0.19  0.16   0.40   51          S
2-346.0          792.0  750.0 36:49.559 13:36.28  29.56  29.94    ...  >0.21   0.57   6.05   0.06  0.11   0.46   26          S
2-347.0         1115.0  751.0 36:48.822 13:48.06  29.36  29.46 >-0.62   0.54   0.28   6.93   0.07  0.08   0.74    9          S
2-348.0         1134.0  755.0 36:48.799 13:48.82  29.39  29.73    ...  >0.43   0.04   5.39   0.06  0.10   0.52   47          S
2-349.0          143.0  756.0 36:51.081 13:12.73  28.50  28.91 >-0.27   0.16  -0.39   5.43   0.07  0.11   0.41   66          S
2-350.0          235.0  760.0 36:50.890 13:16.15  30.12  30.26    ...  >0.09  <0.05   3.83   0.05  0.08   0.54   71          S
2-351.0          253.0  765.0 36:50.875 13:16.88  29.79  30.24    ...  >0.16 <-0.03   3.40   0.04  0.08   0.65  173          S
2-352.0         1559.0  769.0 36:47.896 14:04.53  29.79  30.02    ...  >0.29   0.54   5.29   0.05  0.07   0.84  119          S
2-353.0         1831.0  753.0 36:47.187 14:14.18  24.59  24.61   1.02   1.21   1.04 148.53   1.45  0.26   0.57  128          S
2-354.0         1874.0  764.0 36:47.146 14:15.93  25.68  25.70  -0.07  -0.12   0.17  85.54   0.38  0.12   0.94    2          S
2-355.0         1101.0  771.0 36:48.959 13:47.88  28.02  28.31  >0.25   0.22   0.09   9.89   0.19  0.17   0.85   51          S
2-356.0         1249.0  773.0 36:48.629 13:53.30  30.11  30.26    ...  >0.19   0.52   4.93   0.04  0.07   0.71   61          S
2-358.0          641.0  777.0 36:50.047 13:31.21  29.48  29.72    ...  >0.55  -0.05   6.33   0.05  0.09   0.49  132          S
2-359.0          413.0  779.0 36:50.581 13:22.94  29.42  29.62    ...  >0.52   0.54   6.42   0.07  0.08   0.85   67          S
2-360.0          234.0  782.0 36:51.007 13:16.46  29.76  30.38    ... >-0.06  <0.15   3.00   0.04  0.09   0.35   80          S
2-361.0          568.0  787.0 36:50.267 13:28.71  28.56  28.75 >-0.30   0.69  -0.07   9.53   0.11  0.11   0.52   90          S
2-362.0          851.0  792.0 36:49.643 13:39.10  28.98  29.11    ...  >0.91   0.49   9.55   0.09  0.10   0.69   94          S
2-363.0         1685.0  788.0 36:47.706 14:09.43  25.92  25.94   0.63   0.08   0.15  59.54   0.44  0.16   0.54  137          S
2-364.0         1238.0  794.0 36:48.764 13:53.24  29.47  29.77    ...  >0.07   1.68   8.32   0.11  0.11   0.64   90          S
2-365.0          128.0  797.0 36:51.329 13:12.84 >30.05 >30.05    ...    ...  >1.42   7.23   0.04  0.08   0.58  105         BS
2-366.0          647.0  799.0 36:50.148 13:31.78  29.16  29.48    ...  >0.64   0.14   7.36   0.06  0.08   0.80   28          S
2-367.0          238.0  802.0 36:51.103 13:16.93  29.76  30.25    ...  >0.03  <0.07   2.93   0.05  0.11   0.53   39          S
2-368.0          826.0  805.0 36:49.768 13:38.40  29.62  29.74    ...  >0.52   0.45   6.64   0.05  0.08   0.74   17          S
2-370.0         1237.0  807.0 36:48.834 13:53.41  29.40  29.76    ...  >0.30   0.55   6.04   0.07  0.16   0.70  107          S
2-371.0          528.0  811.0 36:50.484 13:27.64  28.18  28.24  >0.47   0.15   0.35  14.98   0.15  0.12   0.64  110          S
2-372.0         1327.0  816.0 36:48.674 13:56.83  29.57  29.93 >-0.23  -0.15  -0.09   4.55   0.06  0.10   0.56  168          S
2-373.0          589.0  803.0 36:50.302 13:29.73  25.20  25.27   1.57   0.18   0.13  80.71   0.84  0.23   0.47   68          S
2-374.0         1171.0  819.0 36:49.048 13:51.20  28.09  28.22 >-0.67   1.42   0.43  16.89   0.13  0.10   0.70   41          S
2-376.0         1961.0  834.0 36:47.311 14:20.22  28.40  28.62  >0.18   0.27  -0.05  10.51   0.12  0.12   0.57  146          S
2-377.0         1332.0  835.0 36:48.762 13:57.32  28.30  28.37   0.49   0.12   0.07  12.94   0.13  0.11   0.76  176          S
2-378.0         1836.0  835.0 36:47.604 14:15.68  27.53  27.68  >1.14  -0.11   0.03  17.70   0.21  0.14   0.61   58          S
2-379.0         1450.0  837.0 36:48.501 14:01.65  28.99  29.24    ...  >0.82 <-0.77   6.09   0.08  0.09   0.96  179          S
2-380.0         1139.0  840.0 36:49.232 13:50.37  29.52  29.74 >-0.64   0.52   0.34   6.80   0.04  0.08   0.65  143          S
2-381.0         2030.0  792.0 36:46.933 14:22.06  20.85  20.86   3.19   1.38   0.98 1336.36   5.86  0.20   0.70  128          B
