ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
2-561.0         1964.0 1165.0 36:49.032 14:25.65  29.43  30.01 >-0.10  -0.22   0.08   4.88   0.04  0.07   0.82   99          S
2-562.0          931.0 1167.0 36:51.416 13:48.04  29.89  30.04 >-0.33  -0.13   0.32   5.47   0.04  0.08   0.60  161          S
2-563.0          375.0 1169.0 36:52.703 13:27.82  29.07  29.46 >-0.14  -0.03   0.28   6.62   0.08  0.12   0.57  119          S
2-564.0         1088.0 1169.0 36:51.066 13:53.80  29.16  29.48 >-0.69   0.51  -0.21   5.87   0.07  0.14   0.33   17          S
2-565.0          964.0 1138.0 36:51.189 13:48.78  25.17  25.25  >1.83   0.56   0.16  65.26   1.27  0.38   0.34   90           
2-565.1          964.0 1138.0 36:51.189 13:48.78  25.48  25.99  >2.13   0.67   0.27  94.66   0.20  0.15   0.58   66          S
2-565.2          955.0 1145.0 36:51.246 13:48.57  26.65  27.15  >2.01   0.12  -0.09  46.16   0.08  0.10   0.67   74          S
2-566.0         1863.0 1177.0 36:49.327 14:22.16  29.42  29.64 >-0.47   0.12   0.63   6.63   0.08  0.10   0.81   16          S
2-567.0         1816.0 1180.0 36:49.450 14:20.50  30.09  29.79    ...  >0.43   0.31   6.25   0.05  0.07   0.94  137          S
2-568.0         1181.0 1177.0 36:50.894 13:57.31  26.80  26.83  -0.00   0.09   0.52  43.68   0.27  0.14   0.69   78          S
2-569.0         1243.0 1181.0 36:50.772 13:59.64  28.07  28.17  -0.67   0.88   0.78  17.43   0.17  0.12   0.66  153          S
2-570.0         1161.0 1182.0 36:50.966 13:56.67  28.92  29.26  >0.01   0.03   0.32   7.72   0.08  0.09   0.85  142          S
2-571.0         1736.0 1183.0 36:49.650 14:17.63  28.61  28.45  >0.55   0.02  -0.01  12.51   0.11  0.11   0.67   54          S
2-572.0          512.0 1181.0 36:52.451 13:33.00  27.90  27.94    ...  >1.31   0.64  16.73   0.27  0.21   0.39   13          S
2-573.0         1336.0 1186.0 36:50.585 14:03.11  29.14  29.56 >-0.54   0.45   0.17   6.37   0.06  0.10   0.63   58          S
2-574.0          865.0 1192.0 36:51.698 13:46.04  29.43  29.95    ...  >0.41  -0.20   4.72   0.05  0.07   0.84   55          S
2-575.0         1465.0 1173.0 36:50.220 14:07.60  26.04  26.08   0.27   0.54   0.39  48.89   0.66  0.25   0.36  113          S
2-576.0         1188.0 1196.0 36:50.977 13:57.87  29.82  29.98 >-0.38  -0.01   0.78   7.16   0.05  0.07   0.89  142          S
2-577.0         1535.0 1189.0 36:50.143 14:10.41  26.76  26.83   0.44  -0.13  -0.04  33.58   0.26  0.13   0.70   74          S
2-578.0          900.0 1196.0 36:51.638 13:47.38  26.32  26.34  >0.76   1.50   0.92  75.91   0.27  0.10   0.92  122          S
2-579.0         1497.0 1199.0 36:50.283 14:09.18  28.34  28.39  >0.76  -0.15   0.12  13.76   0.12  0.10   0.91  168          S
2-580.0          427.0 1200.0 36:52.745 13:30.21  28.79  28.90 >-0.34   0.53   0.03   8.64   0.12  0.12   0.92   28          S
2-581.0          334.0 1207.0 36:52.995 13:26.93  29.75  30.27    ...  >0.13   0.25   3.98   0.04  0.08   0.63   72          S
2-582.0         1609.0 1210.0 36:50.083 14:13.44  29.03  29.05    ...  >0.72   0.48   8.45   0.12  0.14   0.61  171          S
2-583.0          861.0 1214.0 36:51.822 13:46.25  28.79  28.83 >-0.13   0.55   0.34  11.69   0.08  0.08   0.91  162          S
2-584.0         1942.0 1197.0 36:49.250 14:25.36  25.81  25.84   0.96   0.03   0.11  49.21   0.76  0.24   0.53   84           
2-584.1         1942.0 1197.0 36:49.250 14:25.36  25.88  26.05   0.76   0.06   0.12  60.24   0.38  0.18   0.74   81          S
2-584.2         1934.0 1214.0 36:49.357 14:25.35  28.78  28.95  >0.47   0.06   0.09  12.24   0.05  0.08   0.92    7          S
2-585.0         1668.0 1184.0 36:49.811 14:15.17  23.56  23.59   1.01   0.16   0.53 130.89   5.78  0.97   0.58   84           
2-585.1         1668.0 1184.0 36:49.811 14:15.17  23.85  23.92   1.47   0.18   0.42 141.21   3.18  0.68   0.46  135           
2-585.2         1672.0 1141.0 36:49.578 14:14.63  25.12  25.20   0.23   0.24   0.75  89.37   1.29  0.38   0.46    4          S
2-585.11        1668.0 1184.0 36:49.811 14:15.17  23.91  24.19   1.58   0.20   0.40 166.71   1.63  0.59   0.33  144           
2-585.12        1646.0 1207.0 36:49.982 14:14.74  27.02  27.31  >1.65   0.14   0.40  41.19   0.11  0.11   0.92   57          S
2-585.111       1668.0 1184.0 36:49.811 14:15.17  23.96  24.54   1.65   0.23   0.37 176.45   0.82  0.49   0.30  149           
2-585.112       1696.0 1170.0 36:49.674 14:15.97  27.22  27.81   1.02  -0.01  -0.13  32.35   0.05  0.10   0.43   82          S
2-585.1111      1668.0 1184.0 36:49.811 14:15.17  24.45  25.40   1.57   0.25   0.40 144.60   0.27  0.26   0.28  154          S
2-585.1112      1683.0 1178.0 36:49.746 14:15.62  25.05  26.00   1.49   0.17   0.17 101.77   0.16  0.15   0.51  157          S
2-586.0          552.0 1216.0 36:52.542 13:35.02  28.64  28.66  >0.43   0.12   0.09  12.41   0.09  0.10   0.82  116          S
2-587.0          698.0 1215.0 36:52.201 13:40.33  27.21  27.32  >0.24   0.89   0.25  21.47   0.33  0.23   0.41   63          S
2-588.0         2013.0 1213.0 36:49.170 14:28.21  26.62  26.80  >0.32   0.88   0.05  20.96   0.46  0.32   0.28   53          S
2-589.0          134.0 1213.0 36:53.486 13:19.74  27.81  28.14  -0.57   0.53   0.22   8.37   0.12  0.13   0.52   46         BS
2-590.0         1826.0 1195.0 36:49.506 14:21.10  25.43  25.54  >1.26   0.94  -0.02  53.36   0.98  0.31   0.53   47           
2-590.1         1826.0 1195.0 36:49.506 14:21.10  25.62  26.15  >1.81   0.86  -0.04  78.55   0.17  0.12   0.86   41          S
2-590.2         1831.0 1207.0 36:49.557 14:21.48  27.39  27.92  >0.35   1.01   0.04  24.79   0.08  0.12   0.43   26          S
2-591.0          190.0 1193.0 36:53.253 13:21.46  23.90  23.98   1.31   0.18   0.14 122.96   2.48  0.73   0.36  162           
2-591.1          190.0 1193.0 36:53.253 13:21.46  24.44  24.60   0.92   0.08   0.12 121.06   1.02  0.30   0.59   51           
2-591.2          225.0 1194.0 36:53.178 13:22.75  24.91  25.07  >2.71   0.37   0.13 117.94   0.50  0.18   0.57  128          S
2-591.11         190.0 1193.0 36:53.253 13:21.46  24.46  24.64   0.88   0.07   0.12 125.69   0.89  0.27   0.50   43          S
2-591.12         178.0 1215.0 36:53.395 13:21.38  28.62  28.80  >0.59   0.07   0.01  12.22   0.05  0.08   0.84  138          S
2-592.0         1911.0 1220.0 36:49.441 14:24.60  28.15  28.31  >1.06  -0.32  -0.11  13.36   0.12  0.10   0.88  166          S
2-593.0          539.0 1224.0 36:52.613 13:34.68  29.75  30.38    ...  >0.02   0.61   4.63   0.04  0.09   0.52   36          S
2-594.0         1330.0 1202.0 36:50.682 14:03.14  25.37  25.45   1.51   0.40   0.20  63.52   1.01  0.45   0.30   27           
2-594.1         1330.0 1202.0 36:50.682 14:03.14  25.86  26.02  >1.61   0.66   0.26  63.57   0.44  0.20   0.54   42          S
2-594.2         1344.0 1218.0 36:50.733 14:03.91  26.46  26.61   1.31   0.06   0.04  46.36   0.25  0.16   0.44  124          S
2-595.0         1698.0 1224.0 36:49.951 14:16.91  29.35  29.55 >-0.77   0.63  -0.16   6.32   0.05  0.09   0.66   62          S
2-596.0          585.0 1222.0 36:52.497 13:36.32  27.09  27.20  >0.23   0.85   0.14  20.86   0.42  0.29   0.44   89           
2-596.1          585.0 1222.0 36:52.497 13:36.32  27.76  28.22 >-0.12   1.03   0.12  17.39   0.11  0.12   0.80   12          S
2-596.2          590.0 1211.0 36:52.428 13:36.33  27.94  28.41 >-0.18   0.94   0.20  15.55   0.10  0.12   0.70   81          S
2-597.0          151.0 1226.0 36:53.514 13:20.57  28.59  28.76  >0.36  -0.24  -0.26   7.24   0.07  0.09   0.92   87          S
2-598.0         1316.0 1227.0 36:50.845 14:03.04  29.26  29.43 >-0.55   0.50   0.23   7.11   0.07  0.09   0.63   56          S
2-599.0          320.0 1228.0 36:53.137 13:26.76  28.81  29.07  >0.08   0.06   0.02   8.37   0.09  0.11   0.65    9          S
2-600.0         1760.0 1223.0 36:49.804 14:19.15  25.73  25.77   1.26   0.16   0.18  66.06   0.51  0.16   0.74  139          S
2-601.0         1729.0 1230.0 36:49.911 14:18.13  27.98  28.00  >0.58   0.21   0.36  16.15   0.18  0.13   0.62    3          S
2-602.0         1091.0 1230.0 36:51.377 13:54.89  28.03  28.26  >0.23   0.43   0.12  12.63   0.16  0.13   0.52    5          S
2-603.0          978.0 1233.0 36:51.652 13:50.82  28.46  28.52 >-0.26   0.84   0.10  11.39   0.13  0.12   0.57  151          S
2-604.0          623.0 1230.0 36:52.452 13:37.83  25.25  25.28  >1.16   1.21   0.38  69.19   1.15  0.42   0.77   82           
2-604.1          623.0 1230.0 36:52.452 13:37.83  25.34  25.49  >1.39   1.19   0.37  83.10   0.62  0.36   0.53   54           
2-604.2          639.0 1219.0 36:52.358 13:38.24  27.99  28.14 >-0.50   1.49   0.25  18.66   0.11  0.13   0.78   14          S
2-604.11         618.0 1219.0 36:52.406 13:37.47  25.81  26.41  >1.30   1.16   0.36  72.84   0.16  0.16   0.39    2          S
2-604.12         623.0 1230.0 36:52.452 13:37.83  26.47  27.07  >1.24   1.06   0.30  60.12   0.07  0.08   0.76   29          S
2-605.0          493.0 1231.0 36:52.755 13:33.11  28.58  28.71 >-0.00   0.37   0.30  10.16   0.12  0.13   0.55   81          S
2-606.0         1325.0 1242.0 36:50.902 14:03.61  30.30  30.67    ... >-0.25   1.18   4.45   0.04  0.08   0.51   79          S
2-607.0         1280.0 1241.0 36:51.000 14:01.95  28.64  28.78  -0.26   0.28   0.20   9.09   0.13  0.13   0.75  150          S
2-608.0          480.0 1243.0 36:52.848 13:32.83  27.96  28.12  >0.46   0.06   0.51  13.65   0.24  0.17   0.58  177          S
2-609.0         1335.0 1240.0 36:50.869 14:03.94  28.77  29.07 >-0.15   0.05   0.99   9.17   0.13  0.13   0.70   50          S
2-610.0          510.0 1248.0 36:52.805 13:34.00  29.04  29.09    ...  >0.97   0.24   9.41   0.08  0.08   0.91  127          S
2-611.0         1735.0 1247.0 36:49.986 14:18.62  28.14  28.57  -0.33   0.29  -0.04   9.61   0.16  0.16   0.66    7          S
2-612.0         1019.0 1249.0 36:51.641 13:52.57 >30.76 >30.76    ...    ...  >0.87   2.85   0.05  0.09   0.65  137          S
2-613.0         1557.0 1251.0 36:50.416 14:12.20  29.12  29.36  -0.58   0.58  -0.50   6.15   0.07  0.10   0.59  102          S
2-614.0          421.0 1250.0 36:53.020 13:30.79  26.54  26.58  >0.82   0.62   0.41  28.65   0.71  0.25   0.93   98          S
2-615.0          849.0 1256.0 36:52.068 13:46.49  28.16  28.10  >1.20  -0.24  -0.06  17.06   0.12  0.10   0.81   70          S
2-616.0          490.0 1260.0 36:52.914 13:33.47  28.40  28.57  >0.39   0.06  -0.10  10.20   0.12  0.12   0.61   50          S
2-617.0         1504.0 1260.0 36:50.585 14:10.42  27.91  28.01  >0.05   0.74   0.26  16.31   0.19  0.15   0.48   37          S
2-618.0          831.0 1262.0 36:52.141 13:45.93  28.82  28.96 >-0.49   0.68   0.30   9.87   0.10  0.11   0.82   92          S
2-619.0          263.0 1249.0 36:53.377 13:25.02  25.95  26.14   0.25   0.77   0.28  34.21   1.04  0.41   0.83  111           
2-619.1          263.0 1249.0 36:53.377 13:25.02  26.29  27.21   0.27   0.65   0.33  33.37   0.21  0.26   0.27   68          S
2-619.2          250.0 1254.0 36:53.433 13:24.63  27.38  28.30  -0.20   0.75   0.34  19.07   0.09  0.12   0.59  172          S
2-620.0          677.0 1265.0 36:52.510 13:40.36  28.21  28.42  >0.01   0.52  -0.29  11.63   0.14  0.12   0.76   95          S
2-621.0          134.0 1263.0 36:53.746 13:20.54 >29.58 >29.58  >0.79 <-2.06  >1.94  12.90   0.12  0.12   0.55   53         BS
2-622.0          765.0 1270.0 36:52.334 13:43.65  28.17  28.29  >0.31   0.29  -0.19  11.94   0.15  0.15   0.35  118          S
2-623.0          364.0 1274.0 36:53.276 13:29.10  29.29  29.63    ...  >0.56 <-0.57   5.44   0.05  0.08   0.75   29          S
2-624.0         1652.0 1274.0 36:50.318 14:16.03  28.98  29.32 >-0.38   0.39  -0.31   5.94   0.08  0.13   0.54    4          S
2-625.0          584.0 1276.0 36:52.781 13:37.15  29.01  29.12  -0.93   0.85   0.51   8.36   0.10  0.10   0.74  128          S
2-626.0          847.0 1270.0 36:52.146 13:46.64  29.58  30.10    ...  >0.32 <-0.27   3.72   0.04  0.23   0.12   70          S
2-627.0         1368.0 1275.0 36:50.976 14:05.70  27.43  27.66  >0.84   0.08  -0.40  15.30   0.26  0.18   0.87  122          S
2-628.0          322.0 1278.0 36:53.393 13:27.64  26.69  26.74  >0.65   0.91   0.22  31.40   0.43  0.21   0.32   46          S
2-629.0          944.0 1284.0 36:51.996 13:50.40  27.99  28.13  >0.40   0.49  -0.10  15.84   0.13  0.12   0.54   72          S
2-630.0         1768.0 1284.0 36:50.104 14:20.42  28.96  29.26  >0.12  -0.07  -0.43   6.61   0.08  0.10   0.69   93          S
2-631.0          158.0 1286.0 36:53.811 13:21.79  28.36  28.60  >0.21  -0.01  -0.43   7.20   0.08  0.10   0.67   39          S
2-632.0         1636.0 1274.0 36:50.355 14:15.45  25.53  25.60   0.61   0.56   0.80  59.28   1.15  0.36   0.48  129          S
2-633.0          850.0 1287.0 36:52.228 13:47.02  28.92  29.24    ...  >0.86  -0.17   7.08   0.08  0.10   0.76   24          S
2-634.0         1782.0 1283.0 36:50.066 14:20.92  28.87  29.09 >-0.27   0.26  -0.20   7.56   0.09  0.15   0.33   98          S
2-635.0          432.0 1279.0 36:53.146 13:31.66  26.04  26.08  >0.60   1.55   0.53  55.63   0.51  0.16   0.91  139          S
2-636.0          139.0 1293.0 36:53.891 13:21.21  29.28  29.58 >-0.42  -0.29   0.10   3.70   0.05  0.11   0.24  131         BS
2-637.0          630.0 1292.0 36:52.759 13:39.08  25.27  25.31  >1.84   0.92   0.25  92.37   0.62  0.16   0.86  171          S
2-638.0         1145.0 1301.0 36:51.623 13:57.99  29.93  30.34    ...  >0.16   0.41   4.44   0.04  0.10   0.54  121          S
2-639.0         1164.0 1302.0 36:51.585 13:58.70  29.70  30.44 >-0.66  -0.14   0.65   4.55   0.04  0.08   0.66   23          S
2-640.0          833.0 1304.0 36:52.356 13:46.67  27.13  27.18  >0.67   0.78   0.63  32.75   0.24  0.13   0.72   59          S
2-641.0         1362.0 1305.0 36:51.146 14:05.97  27.50  27.61  >1.07  -0.03   0.16  21.15   0.21  0.14   0.68  114          S
2-642.0          129.0 1305.0 36:53.977 13:21.04  27.36  28.71   0.20  -0.82   1.56  11.38   0.19  0.16   0.54   65         BS
2-643.0          363.0 1302.0 36:53.424 13:29.52  24.87  24.89  >2.04   0.82   0.27 111.62   0.92  0.25   0.53  161          S
2-645.0         1804.0 1310.0 36:50.157 14:22.15  26.32  26.37   0.06   0.45   0.10  39.68   0.42  0.20   0.41  141          S
2-646.0          874.0 1298.0 36:52.230 13:48.07  24.99  25.03   0.44   0.84   0.67 101.67   1.10  0.23   0.74   48          S
2-647.0         1173.0 1318.0 36:51.648 13:59.29  29.78  30.10    ...  >0.17   0.62   5.53   0.05  0.14   0.22  118          S
2-648.0         1415.0 1317.0 36:51.087 14:08.09  27.90  28.10 >-0.37   1.27  -0.15  15.63   0.13  0.10   0.89  179          S
2-649.0         1745.0 1319.0 36:50.339 14:20.15  28.41  28.69  >0.08   0.30  -0.22   9.22   0.11  0.11   0.80   96          S
2-650.0         1855.0 1326.0 36:50.123 14:24.27  29.69  30.12    ...  >0.25 <-0.18   4.10   0.04  0.08   0.46  135          S
2-651.0          698.0 1322.0 36:52.760 13:42.04  29.09  29.01 >-0.58   0.62   0.57   8.93   0.12  0.12   0.49   84          S
2-652.0         1036.0 1283.0 36:51.780 13:53.73  21.94  21.97   1.00   1.02   0.86 458.86  10.00  0.62   0.66  120           
2-652.1         1036.0 1283.0 36:51.780 13:53.73  21.94  21.99   1.00   1.02   0.86 520.88   8.26  0.61   0.62  118           
2-652.2         1077.0 1316.0 36:51.858 13:55.76  28.14  28.19    ...  >1.40   0.67  16.31   0.18  0.23   0.44   55          S
2-652.11        1036.0 1283.0 36:51.780 13:53.73  21.95  22.01   1.01   1.03   0.86 563.56   7.26  0.59   0.60  119          S
2-652.12        1058.0 1317.0 36:51.907 13:55.08  28.52  28.58    ...  >1.48   0.33  15.10   0.08  0.10   0.77    3          S
2-653.0         1739.0 1334.0 36:50.431 14:20.17  29.76  29.71    ...  >0.44   0.31   5.89   0.06  0.09   0.74  104          S
2-654.0          392.0 1338.0 36:53.546 13:31.15  29.54  30.10    ...  >0.28 <-0.19   4.40   0.04  0.09   0.47   97          S
2-655.0         1153.0 1338.0 36:51.798 13:58.88  29.48  29.76 >-0.08  -0.09  -0.15   5.88   0.05  0.07   0.72    8          S
2-656.0          243.0 1319.0 36:53.788 13:25.42  25.20  25.26   1.06   0.23   0.18  64.65   1.15  0.31   0.61   74          S
2-657.0         1275.0 1341.0 36:51.534 14:03.37  29.61  29.90    ...  >0.23   0.22   4.87   0.06  0.12   0.43    3          S
2-658.0          540.0 1338.0 36:53.206 13:36.54  29.38  29.61 >-0.66   0.56 <-0.49   4.57   0.06  0.11   0.39   55          S
2-659.0         1821.0 1342.0 36:50.285 14:23.28  29.46  29.90    ...  >0.26   0.76   6.41   0.06  0.08   0.70  177          S
2-660.0          840.0 1340.0 36:52.527 13:47.51  27.31  27.42  >0.26   0.95   0.25  23.44   0.23  0.13   0.68  126          S
2-661.0         1709.0 1307.0 36:50.359 14:18.64  23.94  23.96   0.26   0.40   0.78 143.74   3.37  0.55   0.46   71         FS
2-662.0          891.0 1343.0 36:52.426 13:49.41  29.28  29.36  -0.45   0.14   0.84   8.58   0.09  0.11   0.62  115          S
2-663.0          991.0 1344.0 36:52.202 13:53.07  28.41  28.47 >-0.09   0.71   0.12  12.68   0.11  0.10   0.86   40          S
2-664.0         1255.0 1349.0 36:51.621 14:02.77  27.48  27.54   0.63  -0.00   0.44  22.56   0.23  0.13   0.79  138          S
2-665.0          310.0 1353.0 36:53.812 13:28.40  29.71  29.97 >-0.81   0.40   0.31   5.96   0.04  0.07   0.74   36          S
2-666.0          756.0 1357.0 36:52.809 13:44.72  28.47  28.63 >-0.45   0.89  -0.06   9.97   0.12  0.12   0.61   18          S
2-667.0         1993.0 1357.0 36:49.968 14:29.79  28.40  28.51 >-0.32   0.78  -0.17  10.56   0.10  0.10   0.74   62          S
2-668.0         1274.0 1359.0 36:51.630 14:03.63  28.92  29.22 >-0.29   0.34  -0.11   7.01   0.07  0.11   0.62   90          S
2-669.0         1637.0 1363.0 36:50.817 14:16.92  29.03  29.47  -0.62   0.33  -0.10   5.73   0.06  0.10   0.47  150          S
2-670.0          936.0 1362.0 36:52.422 13:51.36  28.57  28.74 >-0.68   0.92  -0.01   8.84   0.14  0.15   0.66  103          S
2-671.0          222.0 1361.0 36:54.056 13:25.32  27.03  27.06  >0.40   0.78   0.66  26.18   0.42  0.18   0.89   88          S
2-673.0         1393.0 1368.0 36:51.404 14:08.11  26.06  26.14   0.37   0.56   0.78  50.74   0.63  0.19   0.62  133          S
2-674.0         1503.0 1372.0 36:51.172 14:12.18  29.49  29.84    ...  >0.26   0.71   6.41   0.07  0.11   0.57   79          S
2-675.0         1700.0 1371.0 36:50.714 14:19.34  26.36  26.39   0.52  -0.02   0.19  41.10   0.43  0.18   0.51   25          S
2-676.0          242.0 1374.0 36:54.078 13:26.26  28.41  28.74   0.30  -0.33   0.31   9.70   0.14  0.16   0.46  101          S
2-677.0          862.0 1372.0 36:52.644 13:48.82  26.68  26.77   0.60   0.17   0.24  33.43   0.39  0.16   0.70   38          S
2-679.0          670.0 1381.0 36:53.132 13:41.97  28.12  28.22  >0.59   0.06   0.18  13.83   0.15  0.13   0.58   37          S
2-680.0         1545.0 1385.0 36:51.143 14:13.92  29.60  30.26    ...  >0.08   0.06   4.07   0.04  0.10   0.24   99          S
2-681.0         1956.0 1366.0 36:50.100 14:28.59  27.13  27.32  >0.60   0.41   0.32  19.34   0.41  0.35   0.22   98           
2-681.1         1956.0 1366.0 36:50.100 14:28.59  27.74  28.01  >0.15   0.75   0.28  17.30   0.16  0.13   0.70   87          S
2-681.2         1947.0 1381.0 36:50.199 14:28.50  28.05  28.32  >0.73  -0.03   0.22  14.06   0.13  0.14   0.58   92          S
2-682.0          654.0 1387.0 36:53.200 13:41.48  27.10  27.24  >0.14   0.97   0.26  21.71   0.39  0.29   0.29   27          S
2-683.0         1601.0 1392.0 36:51.051 14:16.07  29.61  29.90  >0.03  -0.51   0.32   5.47   0.06  0.10   0.57    3          S
2-684.0          446.0 1389.0 36:53.688 13:33.94  27.48  27.50  >0.31   0.78   0.40  21.39   0.26  0.15   0.80  104          S
2-685.0         1302.0 1392.0 36:51.738 14:05.18  29.39  29.57    ...  >0.72  -0.40   5.79   0.05  0.09   0.68   64          S
2-686.0         1041.0 1393.0 36:52.342 13:55.68  29.48  29.74    ...  >0.49 <-0.41   4.36   0.05  0.07   0.69   27          S
2-687.0          668.0 1396.0 36:53.215 13:42.14  28.00  28.05  >0.74   0.08   0.24  15.90   0.16  0.12   0.77  115          S
2-688.0         1915.0 1398.0 36:50.361 14:27.61  29.14  29.69    ...  >0.37   0.42   6.21   0.07  0.09   0.86   48          S
2-689.0          728.0 1375.0 36:52.967 13:43.99  24.26  24.31   0.99   0.11   0.14 131.03   1.61  0.42   0.61   80           
2-689.1          728.0 1375.0 36:52.967 13:43.99  24.56  24.88   0.82   0.08   0.10 180.49   0.36  0.24   0.49   34           
2-689.2          722.0 1393.0 36:53.075 13:44.06  25.83  26.16   1.44   0.16   0.06  95.84   0.13  0.13   0.51  139          S
2-689.11         735.0 1381.0 36:52.982 13:44.34  25.45  25.95   1.45   0.18   0.11 116.40   0.13  0.15   0.43  120          S
2-689.12         728.0 1375.0 36:52.967 13:43.99  25.18  25.68   0.53  -0.01   0.05 146.61   0.12  0.11   0.72   77          S
2-690.0          418.0 1402.0 36:53.820 13:33.13  29.41  29.81  >0.07  -0.41  -0.03   5.29   0.05  0.07   0.72  108          S
2-691.0          570.0 1401.0 36:53.466 13:38.65  28.82  28.98  -0.20  -0.11   0.58  10.00   0.11  0.10   0.73   71          S
2-692.0          294.0 1406.0 36:54.125 13:28.67  29.36  29.75 >-0.57   0.25  -0.08   5.52   0.05  0.11   0.34   83          S
2-693.0         1464.0 1388.0 36:51.345 14:11.02  24.52  24.54   0.94   0.05   0.10 131.40   1.12  0.35   0.41   16           
2-693.1         1464.0 1388.0 36:51.345 14:11.02  25.15  25.63   1.30   0.18   0.17 155.07   0.13  0.12   0.89   78          S
2-693.2         1474.0 1396.0 36:51.364 14:11.51  25.41  25.88   0.82  -0.03  -0.12 121.73   0.12  0.12   0.61   77          S
2-694.0          993.0 1404.0 36:52.510 13:54.11  28.84  28.90  -0.30   0.54  -0.60   8.17   0.08  0.10   0.83   63          S
2-695.0          351.0 1407.0 36:54.000 13:30.76  29.84  29.82    ...  >0.62   0.47   6.52   0.04  0.07   0.70  111          S
2-696.0         1125.0 1406.0 36:52.217 13:58.95  29.78  30.36 >-0.19  -0.64   0.64   4.46   0.05  0.10   0.82   33          S
2-697.0         1796.0 1405.0 36:50.671 14:23.39  29.70  30.27    ... >-0.08   0.88   4.42   0.06  0.09   0.44   49          S
2-698.0         1642.0 1408.0 36:51.040 14:17.82  27.56  27.78  >0.06   0.66   0.32  14.60   0.30  0.29   0.28   27          S
2-699.0          408.0 1410.0 36:53.884 13:32.89  29.99  29.83    ...  >0.29   0.56   5.81   0.07  0.10   0.37  135          S
2-700.0          335.0 1414.0 36:54.073 13:30.29  28.57  28.65  >0.15   0.41  -0.37  10.02   0.09  0.11   0.41  161          S
2-701.0         1351.0 1410.0 36:51.719 14:07.25  26.77  26.79  -0.08  -0.03   0.08  36.36   0.27  0.13   0.62   91          S
2-702.0         1184.0 1394.0 36:52.019 14:00.91  23.69  23.73   0.65   0.84   0.67 214.80   2.36  0.48   0.25   63           
2-702.1         1184.0 1394.0 36:52.019 14:00.91  23.77  24.00   0.60   0.83   0.68 335.79   0.70  0.35   0.25   63          S
2-702.2         1180.0 1359.0 36:51.846 14:00.20  26.63  26.86  >1.29   1.05   0.46  65.26   0.10  0.12   0.74  122          S
2-703.0         1321.0 1419.0 36:51.835 14:06.30  30.01  30.18    ...  >0.20   0.60   4.86   0.04  0.07   0.86  120          S
2-704.0          399.0 1420.0 36:53.957 13:32.72  30.31  30.15    ...  >0.14   1.00   6.25   0.05  0.08   0.64   10          S
2-705.0          596.0 1418.0 36:53.495 13:39.87  29.05  29.40 >-0.47   0.40   0.23   7.00   0.08  0.11   0.69  102          S
2-706.0         1246.0 1415.0 36:51.986 14:03.51  27.12  27.20   0.26   0.30   0.54  28.69   0.28  0.15   0.74  102          S
2-707.0         1877.0 1421.0 36:50.568 14:26.59  28.92  29.00 >-0.54   0.67   0.24   8.54   0.10  0.13   0.82   33          S
2-708.0          632.0 1424.0 36:53.443 13:41.28  29.47  29.63   0.07  -0.15 <-0.62   5.48   0.05  0.08   0.68  100          S
2-709.0          729.0 1424.0 36:53.221 13:44.81  28.69  28.86  -0.10   0.10  -0.14   8.42   0.10  0.14   0.47  167          S
2-710.0          167.0 1427.0 36:54.526 13:24.38  29.06  29.45    ...  >0.12   0.74   5.33   0.09  0.14   0.52   35          S
2-711.0         1397.0 1428.0 36:51.708 14:09.22  29.85  29.99    ...  >0.23   0.39   4.91   0.05  0.09   0.69  159          S
2-712.0          701.0 1407.0 36:53.196 13:43.52  26.20  26.25   0.19   0.52   0.55  41.75   0.69  0.36   0.35   60          S
2-713.0         1293.0 1425.0 36:51.931 14:05.38  27.29  27.38   0.44   0.19   0.11  24.78   0.23  0.15   0.70   33          S
2-714.0         1067.0 1431.0 36:52.481 13:57.24  28.82  29.18    ...  >0.73   0.36   8.05   0.10  0.11   0.92  118          S
2-715.0         1079.0 1433.0 36:52.464 13:57.71  27.97  28.14 >-0.02   0.69   0.04  12.87   0.19  0.18   0.40  123          S
2-716.0         1137.0 1432.0 36:52.326 13:59.81  28.15  28.31    ...  >1.22   0.30  12.86   0.19  0.16   0.68   89          S
2-717.0         1500.0 1436.0 36:51.513 14:13.10  29.16  29.46 >-0.32   0.17   0.11   6.39   0.08  0.10   0.41   26          S
2-718.0          236.0 1434.0 36:54.405 13:27.01  29.78  30.03    ...  >0.19 <-0.15   3.40   0.05  0.13   0.28   65          S
2-719.0          250.0 1442.0 36:54.414 13:27.65  29.43  30.10    ...  >0.20 <-0.03   3.26   0.05  0.11   0.35   79          S
2-720.0         1178.0 1440.0 36:52.273 14:01.43  27.50  27.58  >0.79   0.36   0.12  21.07   0.21  0.13   0.70   35          S
2-721.0         2027.0 1439.0 36:50.318 14:32.35  28.18  28.53 >-0.24   0.31   0.34   7.38   0.12  0.14   0.66   59         BS
2-722.0         1332.0 1444.0 36:51.940 14:07.11  29.56  30.24    ...  >0.15 <-0.04   3.88   0.04  0.09   0.43   40          S
2-723.0          865.0 1440.0 36:52.992 13:50.02  26.50  26.73   0.34   0.16   0.38  24.92   0.67  0.37   0.56   67          S
