# K short	G0205
# scanned warm
# Wavelength (nm)	%T
1548	0.016641
1547	0.008667
1546	0.010785
1545	0.011257
1544	0.015855
1543	0.0096108
1542	0.013327
1541	0.0079054
1540	0.01375
1539	0.012061
1538	0.0078965
1537	0.012444
1536	0.011647
1535	0.013347
1534	0.011995
1533	0.017149
1532	0.010417
1531	0.011684
1530	0.013184
1529	0.013352
1528	0.011628
1527	0.012556
1526	0.012466
1525	0.0090788
1524	0.0082125
1523	0.0078695
1522	0.0159
1521	0.0097114
1520	0.011917
1519	0.012967
1518	0.011638
1517	0.012471
1516	0.016191
1515	0.011675
1514	0.015328
1513	0.0079013
1512	0.010839
1511	0.0087713
1510	0.0095714
1509	0.014489
1508	0.01004
1507	0.017823
1506	0.012471
1505	0.010801
1504	0.010369
1503	0.016691
1502	0.015106
1501	0.011355
1500	0.015466
1499	0.012406
1498	0.010806
1497	0.011577
1496	0.0093929
1495	0.0096554
1494	0.013181
1493	0.016227
1492	0.011166
1491	0.010391
1490	0.0070153
1489	0.014948
1488	0.0095363
1487	0.012045
1486	0.015367
1485	0.011617
1484	0.012855
1483	0.014855
1482	0.012108
1481	0.0053691
1480	0.012473
1479	0.01445
1478	0.011326
1477	0.01109
1476	0.013269
1475	0.013377
1474	0.01241
1473	0.011672
1472	0.015901
1471	0.010019
1470	0.011158
1469	0.011634
1468	0.0053295
1467	0.010815
1466	0.010438
1465	0.011523
1464	0.014278
1463	0.013636
1462	0.012522
1461	0.0148
1460	0.012052
1459	0.0095207
1458	0.015332
1457	0.012042
1456	0.012412
1455	0.014575
1454	0.013212
1453	0.011516
1452	0.015816
1451	0.012007
1450	0.010817
1449	0.016014
1448	0.012767
1447	0.016658
1446	0.013358
1445	0.0053623
1444	0.012946
1443	0.014931
1442	0.0075662
1441	0.019842
1440	0.013986
1439	0.013695
1438	0.011602
1437	0.0082781
1436	0.014802
1435	0.015441
1434	0.013769
1433	0.016793
1432	0.015989
1431	0.0058364
1430	0.016421
1429	0.016412
1428	0.014195
1427	0.012632
1426	0.013133
1425	0.014872
1424	0.014607
1423	0.012286
1422	0.010525
1421	0.010435
1420	0.0062664
1419	0.01161
1418	0.0090702
1417	0.011341
1416	0.010321
1415	0.013499
1414	0.011403
1413	0.008463
1412	0.016064
1411	0.011675
1410	0.013567
1409	0.015399
1408	0.013491
1407	0.019036
1406	0.015577
1405	0.014772
1404	0.016286
1403	0.018303
1402	0.010513
1401	0.019376
1400	0.011425
1399	0.016892
1398	0.012041
1397	0.0088421
1396	0.01602
1395	0.012457
1394	0.010597
1393	0.012825
1392	0.012431
1391	0.010448
1390	0.010562
1389	0.015862
1388	0.01848
1387	0.0096822
1386	0.013554
1385	0.010756
1384	0.015728
1383	0.010847
1382	0.01682
1381	0.018812
1380	0.014491
1379	0.01074
1378	0.0086429
1377	0.0086419
1376	0.018901
1375	0.0056837
1374	0.017402
1373	0.016625
1372	0.011692
1371	0.012231
1370	0.012014
1369	0.015695
1368	0.0075752
1367	0.013675
1366	0.014896
1365	0.0079955
1364	0.011614
1363	0.0097365
1362	0.014779
1361	0.010295
1360	0.0076395
1359	0.014823
1358	0.015248
1357	0.011604
1356	0.0099945
1355	0.0083718
1354	0.012998
1353	0.015569
1352	0.014282
1351	0.016233
1350	0.016886
1349	0.016997
1348	0.012526
1347	0.0098126
1346	0.013642
1345	0.014521
1344	0.0096554
1343	0.013128
1342	0.016592
1341	0.015002
1340	0.017468
1339	0.0099596
1338	0.015381
1337	0.011587
1336	0.0070696
1335	0.0099819
1334	0.01121
1333	0.012952
1332	0.016224
1331	0.013279
1330	0.01285
1329	0.015391
1328	0.015832
1327	0.011686
1326	0.013299
1325	0.0071142
1324	0.0049469
1323	0.015032
1322	0.01752
1321	0.015035
1320	0.016151
1319	0.012482
1318	0.013862
1317	0.014119
1316	0.014985
1315	0.013731
1314	0.025943
1313	0.0099735
1312	0.018852
1311	0.016229
1310	0.0098473
1309	0.0097278
1308	0.008242
1307	0.014302
1306	0.0088014
1305	0.0083367
1304	0.012963
1303	0.0079051
1302	0.014589
1301	0.0088147
1300	0.014502
1299	0.010943
1298	0.014164
1297	0.011309
1296	0.010948
1295	0.011266
1294	0.011369
1293	0.011145
1292	0.017004
1291	0.010005
1290	0.017149
1289	0.018224
1288	0.013645
1287	0.014172
1286	0.015467
1285	0.015794
1284	0.01436
1283	0.0088048
1282	0.019788
1281	0.01117
1280	0.013311
1279	0.014602
1278	0.017672
1277	0.014065
1276	0.0088899
1275	0.01547
1274	0.010897
1273	0.01425
1272	0.010888
1271	0.0054846
1270	0.011249
1269	0.012567
1268	0.015573
1267	0.014571
1266	0.013469
1265	0.014142
1264	0.013027
1263	0.0095401
1262	0.010502
1261	0.013863
1260	0.0096033
1259	0.013905
1258	0.011325
1257	0.0096278
1256	0.017203
1255	0.014669
1254	0.0029225
1253	0.013004
1252	0.011323
1251	0.014292
1250	0.013044
1249	0.014705
1248	0.015125
1247	0.0092254
1246	0.015953
1245	0.017208
1244	0.014688
1243	0.011343
1242	0.014302
1241	0.01598
1240	0.017241
1239	0.0096765
1238	0.016825
1237	0.0096773
1236	0.015984
1235	0.010518
1234	0.011778
1233	0.011742
1232	0.011345
1231	0.010502
1230	0.0088152
1229	0.014292
1228	0.014713
1227	0.015136
1226	0.011771
1225	0.017665
1224	0.011352
1223	0.010929
1222	0.010511
1221	0.017673
1220	0.012619
1219	0.015155
1218	0.016837
1217	0.011787
1216	0.010522
1215	0.017278
1214	0.0096756
1213	0.0093164
1212	0.015191
1211	0.014744
1210	0.011392
1209	0.013932
1208	0.0092945
1207	0.0097188
1206	0.011839
1205	0.013513
1204	0.0076143
1203	0.010994
1202	0.010575
1201	0.011721
1200	0.014317
1199	0.013581
1198	0.011306
1197	0.013476
1196	0.0079773
1195	0.014317
1194	0.010548
1193	0.014336
1192	0.0084326
1191	0.010522
1190	0.011791
1189	0.014377
1188	0.013093
1187	0.011785
1186	0.013095
1185	0.018087
1184	0.0063472
1183	0.010084
1182	0.013137
1181	0.013433
1180	0.016901
1179	0.02155
1178	0.016899
1177	0.010559
1176	0.017309
1175	0.012243
1174	0.016465
1173	0.015194
1172	0.014771
1171	0.01224
1170	0.012658
1169	0.014342
1168	0.013922
1167	0.014727
1166	0.01187
1165	0.01221
1164	0.012229
1163	0.010121
1162	0.013084
1161	0.014354
1160	0.011821
1159	0.0097177
1158	0.014837
1157	0.019413
1156	0.012269
1155	0.010615
1154	0.014328
1153	0.012638
1152	0.010915
1151	0.0080805
1150	0.010984
1149	0.013981
1148	0.011398
1147	0.019339
1146	0.012661
1145	0.015635
1144	0.016891
1143	0.015178
1142	0.0097566
1141	0.0089089
1140	0.016735
1139	0.0080092
1138	0.0085124
1137	0.010904
1136	0.015181
1135	0.014119
1134	0.010079
1133	0.012628
1132	0.013038
1131	0.014382
1130	0.014004
1129	0.014748
1128	0.014352
1127	0.011837
1126	0.010165
1125	0.017645
1124	0.013974
1123	0.0049943
1122	0.0097681
1121	0.012163
1120	0.010806
1119	0.010176
1118	0.0043396
1117	0.015646
1116	0.013498
1115	0.011714
1114	0.012646
1113	0.011329
1112	0.012235
1111	0.0096845
1110	0.010829
1109	0.012825
1108	0.011928
1107	0.012725
1106	0.015708
1105	0.014637
1104	0.01083
1103	0.013143
1102	0.016748
1101	0.007208
1100	0.014452
1099	0.016318
1098	0.010172
1097	0.010828
1096	0.018162
1095	0.015155
1094	0.016459
1093	0.013914
1092	0.011404
1091	0.0074671
1090	0.014712
1089	0.01228
1088	0.0076755
1087	0.01295
1086	0.0063257
1085	0.01262
1084	0.010171
1083	0.012927
1082	0.014377
1081	0.015072
1080	0.015678
1079	0.0084667
1078	0.0152
1077	0.012577
1076	0.0090626
1075	0.012609
1074	0.017031
1073	0.014924
1072	0.017721
1071	0.0092397
1070	0.013052
1069	0.010911
1068	0.017272
1067	0.0099788
1066	0.010525
1065	0.015634
1064	0.013085
1063	0.012093
1062	0.01732
1061	0.015025
1060	0.014904
1059	0.011733
1058	0.013389
1057	0.013638
1056	0.012139
1055	0.010426
1054	0.013596
1053	0.013835
1052	0.012655
1051	0.01217
1050	0.01387
1049	0.013416
1048	0.013923
1047	0.017541
1046	0.011033
1045	0.014987
1044	0.0091044
1043	0.015121
1042	0.01384
1041	0.013238
1040	0.01175
1039	0.015125
1038	0.011785
1037	0.012188
1036	0.012557
1035	0.010485
1034	0.013894
1033	0.016009
1032	0.011983
1031	0.015156
1030	0.015685
1029	0.011304
1028	0.016456
1027	0.010426
1026	0.010499
1025	0.01443
1024	0.012636
1023	0.021892
1022	0.0090363
1021	0.014264
1020	0.013254
1019	0.017015
1018	0.01062
1017	0.012665
1016	0.010568
1015	0.013043
1014	0.0097744
1013	0.010731
1012	0.0090384
1011	0.012569
1010	0.0090054
1009	0.012486
1008	0.016481
1007	0.019317
1006	0.014747
1005	0.015716
1004	0.012622
1003	0.011314
1002	0.012733
1001	0.0055151
1000	0.013174
999	0.017719
998	0.011384
997	0.0068763
996	0.0071957
995	0.013044
994	0.012658
993	0.016143
992	0.011891
991	0.010138
990	0.012731
989	0.018182
988	0.018498
987	0.010384
986	0.010174
985	0.013994
984	0.015269
983	0.0093346
982	0.016106
981	0.009269
980	0.0056003
979	0.012233
978	0.013507
977	0.01278
976	0.010179
975	0.011444
974	0.010168
973	0.014415
972	0.015737
971	0.012224
970	0.016255
969	0.017653
968	0.011736
967	0.013487
966	0.013692
965	0.016248
964	0.010244
963	0.013972
962	0.015979
961	0.011644
960	0.011507
959	0.011398
958	0.014121
957	0.010525
956	0.016482
955	0.013943
954	0.012857
953	0.011162
952	0.01244
951	0.010119
950	0.017625
949	0.012365
948	0.010736
947	0.013193
946	0.014599
945	0.0077288
944	0.014511
943	0.0093384
942	0.011945
941	0.011087
940	0.013297
939	0.015374
938	0.013717
937	0.012783
936	0.012861
935	0.010901
934	0.013119
933	0.014751
932	0.0087384
931	0.018323
930	0.016376
929	0.016104
928	0.0069214
927	0.01242
926	0.015034
925	0.015351
924	0.01028
923	0.014544
922	0.0064525
921	0.015395
920	0.0082151
919	0.014478
918	0.015101
917	0.015077
916	0.013449
915	0.011559
914	0.01511
913	0.015059
912	0.013976
911	0.010913
910	0.017282
909	0.010766
908	0.019374
907	0.011558
906	0.018676
905	0.01448
904	0.01355
903	0.017158
902	0.011436
901	0.011492
900	0.012146
899	0.0099059
898	0.0089773
897	0.010008
896	0.013075
895	0.0084986
894	0.016609
893	0.014178
892	0.0097112
891	0.008137
890	0.015244
889	0.0103
888	0.012621
887	0.0094827
886	0.01662
885	0.01413
884	0.006527
883	0.01499
882	0.012556
881	0.012753
880	0.0057133
879	0.015105
878	0.015303
877	0.019658
876	0.0096265
875	0.010753
874	0.016621
873	0.0189
872	0.012647
871	0.010698
870	0.01432
869	0.01326
868	0.01357
867	0.018415
866	0.013513
865	0.013625
864	0.013038
863	0.016312
862	0.0083328
861	0.011904
860	0.018216
859	0.012382
858	0.0069604
857	0.014064
856	0.010617
855	0.012329
854	0.011689
853	0.015856
852	0.01204
851	0.011595
850	0.013797
849	0.011847
848	0.010045
847	0.0051132
846	0.015183
845	0.011049
844	0.016842
843	0.01517
842	0.015639
841	0.01354
840	0.015087
839	0.013959
838	0.013934
837	0.013998
836	0.011053
835	0.0084853
834	0.0094574
833	0.0082036
832	0.014228
831	0.012018
830	0.013193
829	0.015175
828	0.013059
827	0.011294
826	0.013145
825	0.0056508
824	0.014135
823	0.011878
822	0.014556
821	0.015827
820	0.011947
819	0.011731
818	0.010801
817	0.022908
816	0.0067961
815	0.010683
814	0.015007
813	0.011327
812	0.013596
811	0.011978
810	0.014035
809	0.0093437
808	0.013228
807	0.012366
806	0.012853
805	0.013131
804	0.01109
803	0.020594
802	0.0085993
801	0.018372
800	0.012103
