# IRIM K' Filter
#
19500	.01
19600	.035
19700	.06
19800	.13
19900	.24
20000	.41
20100	.58
20200	.69
20300	.74
20400	.77
20500	.79
20600	.80
20700	.81
20800	.81
20900	.82
21000	.83
21100	.83
21200	.84
21300	.84
21400	.85
21500	.85
21600	.84
21700	.84
21800	.84
21900	.84
22000	.85
22100	.86
22200	.87
22300	.87
22400	.87
22500	.87
22600	.87
22700	.87
22800	.88
22900	.87
23000	.80
23100	.64
23200	.43
23300	.22
23400	.11
23500	.06
23600	.03
23700	.02
23800	.01
23900	.005
24000	.00
