         7 = grain model
 3.000E-08 3.000E-01 4.500E-05 = a_01 (cm) , sigma_1 , b_C1
 3.000E-07 3.000E-01 1.500E-05 = a_02 (cm) , sigma_2 , b_C2
 3.000E-01 1.000E+05 2.800E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 6.750E-01 = <U> 
     mmp83 = radfield

 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy sr-1 H-1)
 6.138E+01  2.670E-25  4.347E-39
 6.081E+01  2.649E-25  4.274E-39
 6.026E+01  2.630E-25  4.203E-39
 5.970E+01  2.610E-25  4.134E-39
 5.916E+01  2.591E-25  4.066E-39
 5.861E+01  2.571E-25  3.997E-39
 5.808E+01  2.552E-25  3.932E-39
 5.754E+01  2.535E-25  3.870E-39
 5.702E+01  2.518E-25  3.809E-39
 5.649E+01  2.502E-25  3.749E-39
 5.598E+01  2.486E-25  3.691E-39
 5.546E+01  2.470E-25  3.634E-39
 5.495E+01  2.456E-25  3.579E-39
 5.445E+01  2.441E-25  3.526E-39
 5.395E+01  2.427E-25  3.473E-39
 5.346E+01  2.413E-25  3.422E-39
 5.297E+01  2.394E-25  3.363E-39
 5.248E+01  2.380E-25  3.313E-39
 5.200E+01  2.367E-25  3.265E-39
 5.152E+01  2.353E-25  3.216E-39
 5.105E+01  2.340E-25  3.169E-39
 5.058E+01  2.328E-25  3.124E-39
 5.012E+01  2.313E-25  3.075E-39
 4.966E+01  2.302E-25  3.032E-39
 4.920E+01  2.291E-25  2.990E-39
 4.875E+01  2.279E-25  2.948E-39
 4.831E+01  2.269E-25  2.907E-39
 4.786E+01  2.259E-25  2.868E-39
 4.742E+01  2.249E-25  2.829E-39
 4.699E+01  2.238E-25  2.790E-39
 4.656E+01  2.228E-25  2.752E-39
 4.613E+01  2.219E-25  2.716E-39
 4.571E+01  2.210E-25  2.679E-39
 4.529E+01  2.201E-25  2.644E-39
 4.487E+01  2.189E-25  2.606E-39
 4.446E+01  2.179E-25  2.570E-39
 4.406E+01  2.170E-25  2.536E-39
 4.365E+01  2.161E-25  2.503E-39
 4.325E+01  2.153E-25  2.470E-39
 4.285E+01  2.142E-25  2.435E-39
 4.246E+01  2.134E-25  2.404E-39
 4.207E+01  2.121E-25  2.367E-39
 4.169E+01  2.113E-25  2.336E-39
 4.130E+01  2.104E-25  2.305E-39
 4.093E+01  2.096E-25  2.276E-39
 4.055E+01  2.089E-25  2.247E-39
 4.018E+01  2.081E-25  2.218E-39
 3.981E+01  2.073E-25  2.189E-39
 3.945E+01  2.066E-25  2.162E-39
 3.908E+01  2.059E-25  2.134E-39
 3.873E+01  2.051E-25  2.107E-39
 3.837E+01  2.043E-25  2.080E-39
 3.802E+01  2.034E-25  2.052E-39
 3.767E+01  2.027E-25  2.026E-39
 3.733E+01  2.017E-25  1.997E-39
 3.698E+01  2.009E-25  1.971E-39
 3.664E+01  2.002E-25  1.946E-39
 3.631E+01  1.994E-25  1.920E-39
 3.597E+01  1.982E-25  1.891E-39
 3.565E+01  1.972E-25  1.864E-39
 3.532E+01  1.964E-25  1.840E-39
 3.499E+01  1.953E-25  1.813E-39
 3.467E+01  1.944E-25  1.788E-39
 3.436E+01  1.936E-25  1.764E-39
 3.404E+01  1.926E-25  1.739E-39
 3.373E+01  1.917E-25  1.715E-39
 3.342E+01  1.908E-25  1.692E-39
 3.311E+01  1.899E-25  1.668E-39
 3.281E+01  1.889E-25  1.644E-39
 3.251E+01  1.878E-25  1.620E-39
 3.221E+01  1.868E-25  1.596E-39
 3.192E+01  1.857E-25  1.572E-39
 3.162E+01  1.844E-25  1.546E-39
 3.133E+01  1.832E-25  1.523E-39
 3.105E+01  1.816E-25  1.495E-39
 3.076E+01  1.802E-25  1.470E-39
 3.048E+01  1.789E-25  1.446E-39
 3.020E+01  1.773E-25  1.420E-39
 2.992E+01  1.758E-25  1.396E-39
 2.965E+01  1.743E-25  1.371E-39
 2.938E+01  1.725E-25  1.344E-39
 2.911E+01  1.706E-25  1.317E-39
 2.884E+01  1.689E-25  1.292E-39
 2.858E+01  1.671E-25  1.267E-39
 2.831E+01  1.654E-25  1.242E-39
 2.805E+01  1.636E-25  1.217E-39
 2.780E+01  1.617E-25  1.192E-39
 2.754E+01  1.596E-25  1.166E-39
 2.729E+01  1.577E-25  1.142E-39
 2.704E+01  1.559E-25  1.118E-39
 2.679E+01  1.541E-25  1.095E-39
 2.655E+01  1.521E-25  1.071E-39
 2.630E+01  1.502E-25  1.048E-39
 2.606E+01  1.485E-25  1.027E-39
 2.582E+01  1.473E-25  1.009E-39
 2.559E+01  1.463E-25  9.930E-40
 2.535E+01  1.458E-25  9.802E-40
 2.512E+01  1.458E-25  9.716E-40
 2.489E+01  1.466E-25  9.680E-40
 2.466E+01  1.486E-25  9.719E-40
 2.443E+01  1.523E-25  9.873E-40
 2.421E+01  1.592E-25  1.022E-39
 2.399E+01  1.706E-25  1.086E-39
 2.377E+01  1.896E-25  1.195E-39
 2.355E+01  2.194E-25  1.370E-39
 2.333E+01  2.581E-25  1.598E-39
 2.312E+01  2.822E-25  1.731E-39
 2.291E+01  2.653E-25  1.612E-39
 2.270E+01  2.318E-25  1.396E-39
 2.249E+01  2.104E-25  1.255E-39
 2.228E+01  2.066E-25  1.221E-39
 2.208E+01  2.219E-25  1.299E-39
 2.188E+01  2.618E-25  1.519E-39
 2.168E+01  3.403E-25  1.957E-39
 2.148E+01  4.759E-25  2.711E-39
 2.128E+01  6.189E-25  3.494E-39
 2.109E+01  5.872E-25  3.285E-39
 2.089E+01  4.180E-25  2.317E-39
 2.070E+01  2.841E-25  1.560E-39
 2.051E+01  2.061E-25  1.121E-39
 2.032E+01  1.619E-25  8.727E-40
 2.014E+01  1.356E-25  7.241E-40
 1.995E+01  1.193E-25  6.316E-40
 1.977E+01  1.092E-25  5.728E-40
 1.959E+01  1.031E-25  5.359E-40
 1.941E+01  1.006E-25  5.181E-40
 1.923E+01  1.016E-25  5.183E-40
 1.905E+01  1.071E-25  5.414E-40
 1.888E+01  1.197E-25  5.995E-40
 1.871E+01  1.450E-25  7.195E-40
 1.854E+01  1.923E-25  9.454E-40
 1.837E+01  2.576E-25  1.255E-39
 1.820E+01  2.716E-25  1.311E-39
 1.803E+01  2.073E-25  9.915E-40
 1.786E+01  1.464E-25  6.940E-40
 1.770E+01  1.108E-25  5.201E-40
 1.754E+01  9.078E-26  4.223E-40
 1.738E+01  7.929E-26  3.655E-40
 1.722E+01  7.289E-26  3.329E-40
 1.706E+01  7.031E-26  3.182E-40
 1.690E+01  7.248E-26  3.250E-40
 1.675E+01  8.514E-26  3.783E-40
 1.660E+01  1.408E-25  6.196E-40
 1.644E+01  5.268E-25  2.298E-39
 1.629E+01  2.674E-25  1.156E-39
 1.614E+01  9.924E-26  4.250E-40
 1.600E+01  6.672E-26  2.831E-40
 1.585E+01  5.527E-26  2.324E-40
 1.570E+01  4.980E-26  2.075E-40
 1.556E+01  4.668E-26  1.927E-40
 1.542E+01  4.469E-26  1.828E-40
 1.528E+01  4.336E-26  1.757E-40
 1.514E+01  4.246E-26  1.705E-40
 1.500E+01  4.192E-26  1.668E-40
 1.486E+01  4.164E-26  1.641E-40
 1.472E+01  4.162E-26  1.625E-40
 1.459E+01  4.184E-26  1.619E-40
 1.445E+01  4.235E-26  1.624E-40
 1.432E+01  4.318E-26  1.640E-40
 1.419E+01  4.440E-26  1.671E-40
 1.406E+01  4.612E-26  1.720E-40
 1.393E+01  4.844E-26  1.790E-40
 1.380E+01  5.163E-26  1.890E-40
 1.368E+01  5.597E-26  2.031E-40
 1.355E+01  6.208E-26  2.232E-40
 1.343E+01  7.105E-26  2.531E-40
 1.330E+01  8.490E-26  2.996E-40
 1.318E+01  1.082E-25  3.784E-40
 1.306E+01  1.523E-25  5.275E-40
 1.294E+01  2.480E-25  8.515E-40
 1.282E+01  4.775E-25  1.624E-39
 1.271E+01  7.693E-25  2.593E-39
 1.259E+01  5.268E-25  1.759E-39
 1.247E+01  2.909E-25  9.625E-40
 1.236E+01  2.023E-25  6.633E-40
 1.225E+01  1.802E-25  5.853E-40
 1.213E+01  2.026E-25  6.521E-40
 1.202E+01  2.874E-25  9.166E-40
 1.191E+01  4.084E-25  1.291E-39
 1.180E+01  3.525E-25  1.104E-39
 1.169E+01  3.011E-25  9.341E-40
 1.159E+01  3.657E-25  1.124E-39
 1.148E+01  6.386E-25  1.945E-39
 1.138E+01  1.562E-24  4.713E-39
 1.127E+01  2.256E-24  6.746E-39
 1.117E+01  9.335E-25  2.766E-39
 1.107E+01  4.316E-25  1.267E-39
 1.096E+01  2.597E-25  7.553E-40
 1.086E+01  1.859E-25  5.356E-40
 1.076E+01  1.488E-25  4.249E-40
 1.067E+01  1.285E-25  3.636E-40
 1.057E+01  1.169E-25  3.277E-40
 1.047E+01  1.103E-25  3.064E-40
 1.038E+01  1.069E-25  2.941E-40
 1.028E+01  1.056E-25  2.878E-40
 1.019E+01  1.058E-25  2.858E-40
 1.009E+01  1.074E-25  2.876E-40
 1.000E+01  1.102E-25  2.924E-40
 9.908E+00  1.143E-25  3.004E-40
 9.817E+00  1.196E-25  3.114E-40
 9.727E+00  1.262E-25  3.256E-40
 9.638E+00  1.343E-25  3.435E-40
 9.550E+00  1.442E-25  3.652E-40
 9.462E+00  1.561E-25  3.919E-40
 9.376E+00  1.708E-25  4.247E-40
 9.290E+00  1.891E-25  4.661E-40
 9.204E+00  2.127E-25  5.194E-40
 9.120E+00  2.441E-25  5.904E-40
 9.036E+00  2.872E-25  6.885E-40
 8.954E+00  3.494E-25  8.298E-40
 8.872E+00  4.422E-25  1.041E-39
 8.790E+00  5.827E-25  1.359E-39
 8.710E+00  7.764E-25  1.794E-39
 8.630E+00  9.534E-25  2.182E-39
 8.551E+00  9.678E-25  2.195E-39
 8.472E+00  8.507E-25  1.912E-39
 8.395E+00  7.499E-25  1.670E-39
 8.318E+00  7.142E-25  1.576E-39
 8.241E+00  7.376E-25  1.612E-39
 8.166E+00  8.104E-25  1.755E-39
 8.091E+00  9.292E-25  1.994E-39
 8.017E+00  1.093E-24  2.324E-39
 7.943E+00  1.296E-24  2.731E-39
 7.870E+00  1.521E-24  3.175E-39
 7.798E+00  1.723E-24  3.563E-39
 7.727E+00  1.838E-24  3.768E-39
 7.656E+00  1.819E-24  3.694E-39
 7.586E+00  1.671E-24  3.363E-39
 7.516E+00  1.451E-24  2.893E-39
 7.447E+00  1.218E-24  2.406E-39
 7.379E+00  1.008E-24  1.972E-39
 7.311E+00  8.331E-25  1.616E-39
 7.244E+00  6.937E-25  1.333E-39
 7.178E+00  5.842E-25  1.112E-39
 7.112E+00  4.988E-25  9.411E-40
 7.047E+00  4.324E-25  8.083E-40
 6.982E+00  3.810E-25  7.056E-40
 6.918E+00  3.415E-25  6.266E-40
 6.855E+00  3.119E-25  5.672E-40
 6.792E+00  2.912E-25  5.246E-40
 6.730E+00  2.789E-25  4.978E-40
 6.668E+00  2.755E-25  4.874E-40
 6.607E+00  2.832E-25  4.963E-40
 6.546E+00  3.060E-25  5.314E-40
 6.486E+00  3.532E-25  6.077E-40
 6.427E+00  4.435E-25  7.561E-40
 6.368E+00  6.189E-25  1.045E-39
 6.310E+00  9.680E-25  1.620E-39
 6.252E+00  1.579E-24  2.618E-39
 6.194E+00  1.957E-24  3.216E-39
 6.138E+00  1.431E-24  2.329E-39
 6.081E+00  8.525E-25  1.375E-39
 6.026E+00  5.337E-25  8.530E-40
 5.970E+00  3.659E-25  5.795E-40
 5.916E+00  2.711E-25  4.253E-40
 5.861E+00  2.130E-25  3.311E-40
 5.808E+00  1.749E-25  2.694E-40
 5.754E+00  1.485E-25  2.266E-40
 5.702E+00  1.293E-25  1.956E-40
 5.649E+00  1.149E-25  1.722E-40
 5.598E+00  1.037E-25  1.540E-40
 5.546E+00  9.481E-26  1.395E-40
 5.495E+00  8.759E-26  1.277E-40
 5.445E+00  8.163E-26  1.179E-40
 5.395E+00  7.663E-26  1.097E-40
 5.346E+00  7.238E-26  1.026E-40
 5.297E+00  6.875E-26  9.659E-41
 5.248E+00  6.560E-26  9.132E-41
 5.200E+00  6.285E-26  8.669E-41
 5.152E+00  6.043E-26  8.259E-41
 5.105E+00  5.830E-26  7.895E-41
 5.058E+00  5.641E-26  7.569E-41
 5.012E+00  5.472E-26  7.275E-41
 4.966E+00  5.321E-26  7.009E-41
 4.920E+00  5.185E-26  6.767E-41
 4.875E+00  5.062E-26  6.546E-41
 4.831E+00  4.952E-26  6.345E-41
 4.786E+00  4.852E-26  6.160E-41
 4.742E+00  4.762E-26  5.990E-41
 4.699E+00  4.680E-26  5.834E-41
 4.656E+00  4.607E-26  5.689E-41
 4.613E+00  4.540E-26  5.555E-41
 4.571E+00  4.479E-26  5.431E-41
 4.529E+00  4.425E-26  5.316E-41
 4.487E+00  4.376E-26  5.208E-41
 4.446E+00  4.331E-26  5.108E-41
 4.406E+00  4.292E-26  5.015E-41
 4.365E+00  4.256E-26  4.928E-41
 4.325E+00  4.225E-26  4.847E-41
 4.285E+00  4.197E-26  4.771E-41
 4.246E+00  4.173E-26  4.700E-41
 4.207E+00  4.152E-26  4.634E-41
 4.169E+00  4.135E-26  4.572E-41
 4.130E+00  4.121E-26  4.515E-41
 4.093E+00  4.110E-26  4.462E-41
 4.055E+00  4.102E-26  4.413E-41
 4.018E+00  4.098E-26  4.368E-41
 3.981E+00  4.097E-26  4.327E-41
 3.945E+00  4.100E-26  4.290E-41
 3.908E+00  4.107E-26  4.258E-41
 3.873E+00  4.119E-26  4.231E-41
 3.837E+00  4.137E-26  4.210E-41
 3.802E+00  4.160E-26  4.196E-41
 3.767E+00  4.192E-26  4.189E-41
 3.733E+00  4.234E-26  4.192E-41
 3.698E+00  4.288E-26  4.207E-41
 3.664E+00  4.360E-26  4.238E-41
 3.631E+00  4.455E-26  4.291E-41
 3.597E+00  4.584E-26  4.374E-41
 3.565E+00  4.763E-26  4.503E-41
 3.532E+00  5.020E-26  4.703E-41
 3.499E+00  5.405E-26  5.017E-41
 3.467E+00  6.020E-26  5.537E-41
 3.436E+00  7.089E-26  6.461E-41
 3.404E+00  9.191E-26  8.299E-41
 3.373E+00  1.420E-25  1.270E-40
 3.342E+00  3.077E-25  2.728E-40
 3.311E+00  1.121E-24  9.849E-40
 3.281E+00  7.787E-25  6.777E-40
 3.251E+00  2.352E-25  2.028E-40
 3.221E+00  1.202E-25  1.027E-40
 3.192E+00  8.204E-26  6.945E-41
 3.162E+00  6.513E-26  5.464E-41
 3.133E+00  5.636E-26  4.684E-41
 3.105E+00  5.117E-26  4.214E-41
 3.076E+00  4.788E-26  3.907E-41
 3.048E+00  4.566E-26  3.692E-41
 3.020E+00  4.408E-26  3.531E-41
 2.992E+00  4.294E-26  3.408E-41
 2.965E+00  4.206E-26  3.308E-41
 2.938E+00  4.138E-26  3.225E-41
 2.911E+00  4.084E-26  3.153E-41
 2.884E+00  4.040E-26  3.090E-41
 2.858E+00  4.003E-26  3.034E-41
 2.831E+00  3.971E-26  2.983E-41
 2.805E+00  3.945E-26  2.936E-41
 2.780E+00  3.921E-26  2.891E-41
 2.754E+00  3.899E-26  2.848E-41
 2.729E+00  3.880E-26  2.809E-41
 2.704E+00  3.861E-26  2.769E-41
 2.679E+00  3.844E-26  2.732E-41
 2.655E+00  3.827E-26  2.695E-41
 2.630E+00  3.811E-26  2.659E-41
 2.606E+00  3.795E-26  2.624E-41
 2.582E+00  3.779E-26  2.588E-41
 2.559E+00  3.763E-26  2.554E-41
 2.535E+00  3.746E-26  2.519E-41
 2.512E+00  3.730E-26  2.485E-41
 2.489E+00  3.714E-26  2.452E-41
 2.466E+00  3.698E-26  2.419E-41
 2.443E+00  3.681E-26  2.386E-41
 2.421E+00  3.664E-26  2.353E-41
 2.399E+00  3.647E-26  2.320E-41
 2.377E+00  3.629E-26  2.288E-41
 2.355E+00  3.611E-26  2.256E-41
 2.333E+00  3.593E-26  2.224E-41
 2.312E+00  3.574E-26  2.192E-41
 2.291E+00  3.555E-26  2.160E-41
 2.270E+00  3.535E-26  2.128E-41
 2.249E+00  3.515E-26  2.097E-41
 2.228E+00  3.494E-26  2.065E-41
 2.208E+00  3.473E-26  2.034E-41
 2.188E+00  3.451E-26  2.003E-41
 2.168E+00  3.429E-26  1.972E-41
 2.148E+00  3.407E-26  1.941E-41
 2.128E+00  3.383E-26  1.910E-41
 2.109E+00  3.359E-26  1.879E-41
 2.089E+00  3.334E-26  1.848E-41
 2.070E+00  3.309E-26  1.817E-41
 2.051E+00  3.282E-26  1.786E-41
 2.032E+00  3.256E-26  1.755E-41
 2.014E+00  3.229E-26  1.725E-41
 1.995E+00  3.201E-26  1.694E-41
 1.977E+00  3.173E-26  1.664E-41
 1.959E+00  3.145E-26  1.634E-41
 1.941E+00  3.116E-26  1.604E-41
 1.923E+00  3.086E-26  1.574E-41
 1.905E+00  3.056E-26  1.545E-41
 1.888E+00  3.026E-26  1.516E-41
 1.871E+00  2.996E-26  1.486E-41
 1.854E+00  2.964E-26  1.457E-41
 1.837E+00  2.933E-26  1.429E-41
 1.820E+00  2.901E-26  1.400E-41
 1.803E+00  2.869E-26  1.372E-41
 1.786E+00  2.836E-26  1.344E-41
 1.770E+00  2.803E-26  1.316E-41
 1.754E+00  2.769E-26  1.288E-41
 1.738E+00  2.736E-26  1.261E-41
 1.722E+00  2.701E-26  1.234E-41
 1.706E+00  2.667E-26  1.207E-41
 1.690E+00  2.632E-26  1.180E-41
 1.675E+00  2.597E-26  1.154E-41
 1.660E+00  2.561E-26  1.127E-41
 1.644E+00  2.525E-26  1.101E-41
 1.629E+00  2.488E-26  1.075E-41
 1.614E+00  2.451E-26  1.050E-41
 1.600E+00  2.414E-26  1.024E-41
 1.585E+00  2.377E-26  9.992E-42
 1.570E+00  2.339E-26  9.744E-42
 1.556E+00  2.302E-26  9.499E-42
 1.542E+00  2.264E-26  9.258E-42
 1.528E+00  2.226E-26  9.020E-42
 1.514E+00  2.188E-26  8.786E-42
 1.500E+00  2.151E-26  8.555E-42
 1.486E+00  2.113E-26  8.329E-42
 1.472E+00  2.075E-26  8.105E-42
 1.459E+00  2.038E-26  7.886E-42
 1.445E+00  2.001E-26  7.671E-42
 1.432E+00  1.964E-26  7.460E-42
 1.419E+00  1.927E-26  7.252E-42
 1.406E+00  1.890E-26  7.048E-42
 1.393E+00  1.853E-26  6.848E-42
 1.380E+00  1.816E-26  6.651E-42
 1.368E+00  1.780E-26  6.457E-42
 1.355E+00  1.743E-26  6.267E-42
 1.343E+00  1.707E-26  6.080E-42
 1.330E+00  1.671E-26  5.896E-42
 1.318E+00  1.635E-26  5.716E-42
 1.306E+00  1.599E-26  5.540E-42
 1.294E+00  1.563E-26  5.366E-42
 1.282E+00  1.528E-26  5.196E-42
 1.271E+00  1.492E-26  5.030E-42
 1.259E+00  1.457E-26  4.867E-42
 1.247E+00  1.423E-26  4.707E-42
 1.236E+00  1.388E-26  4.550E-42
 1.225E+00  1.353E-26  4.397E-42
 1.213E+00  1.319E-26  4.247E-42
 1.202E+00  1.286E-26  4.101E-42
 1.191E+00  1.253E-26  3.958E-42
 1.180E+00  1.220E-26  3.819E-42
 1.169E+00  1.188E-26  3.684E-42
 1.159E+00  1.156E-26  3.552E-42
 1.148E+00  1.124E-26  3.424E-42
 1.138E+00  1.093E-26  3.299E-42
 1.127E+00  1.063E-26  3.177E-42
 1.117E+00  1.033E-26  3.059E-42
 1.107E+00  1.003E-26  2.945E-42
 1.096E+00  9.741E-27  2.833E-42
 1.086E+00  9.455E-27  2.725E-42
 1.076E+00  9.174E-27  2.620E-42
 1.067E+00  8.898E-27  2.517E-42
 1.057E+00  8.626E-27  2.418E-42
 1.047E+00  8.359E-27  2.322E-42
 1.038E+00  8.098E-27  2.229E-42
 1.028E+00  7.841E-27  2.138E-42
 1.019E+00  7.589E-27  2.051E-42
 1.009E+00  7.343E-27  1.966E-42
