         7 = grain model
 3.000E-08 3.000E-01 4.500E-05 = a_01 (cm) , sigma_1 , b_C1
 3.000E-07 3.000E-01 1.500E-05 = a_02 (cm) , sigma_2 , b_C2
 5.000E-01 1.000E+05 2.500E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.497E+00 = <U> 
     mmp83 = radfield

 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy sr-1 H-1)
 6.607E+01  2.119E-24  3.713E-38
 6.546E+01  2.085E-24  3.620E-38
 6.486E+01  2.052E-24  3.530E-38
 6.427E+01  2.019E-24  3.442E-38
 6.368E+01  1.986E-24  3.355E-38
 6.310E+01  1.953E-24  3.269E-38
 6.252E+01  1.921E-24  3.186E-38
 6.194E+01  1.890E-24  3.105E-38
 6.138E+01  1.859E-24  3.026E-38
 6.081E+01  1.828E-24  2.948E-38
 6.026E+01  1.797E-24  2.873E-38
 5.970E+01  1.767E-24  2.799E-38
 5.916E+01  1.738E-24  2.727E-38
 5.861E+01  1.708E-24  2.656E-38
 5.808E+01  1.679E-24  2.587E-38
 5.754E+01  1.651E-24  2.520E-38
 5.702E+01  1.623E-24  2.455E-38
 5.649E+01  1.596E-24  2.391E-38
 5.598E+01  1.569E-24  2.329E-38
 5.546E+01  1.542E-24  2.269E-38
 5.495E+01  1.516E-24  2.210E-38
 5.445E+01  1.491E-24  2.153E-38
 5.395E+01  1.466E-24  2.097E-38
 5.346E+01  1.441E-24  2.043E-38
 5.297E+01  1.415E-24  1.989E-38
 5.248E+01  1.391E-24  1.937E-38
 5.200E+01  1.368E-24  1.887E-38
 5.152E+01  1.345E-24  1.838E-38
 5.105E+01  1.322E-24  1.790E-38
 5.058E+01  1.300E-24  1.744E-38
 5.012E+01  1.278E-24  1.698E-38
 4.966E+01  1.256E-24  1.655E-38
 4.920E+01  1.235E-24  1.612E-38
 4.875E+01  1.215E-24  1.571E-38
 4.831E+01  1.195E-24  1.531E-38
 4.786E+01  1.175E-24  1.492E-38
 4.742E+01  1.156E-24  1.454E-38
 4.699E+01  1.137E-24  1.418E-38
 4.656E+01  1.119E-24  1.382E-38
 4.613E+01  1.101E-24  1.347E-38
 4.571E+01  1.083E-24  1.313E-38
 4.529E+01  1.066E-24  1.281E-38
 4.487E+01  1.049E-24  1.248E-38
 4.446E+01  1.032E-24  1.217E-38
 4.406E+01  1.016E-24  1.187E-38
 4.365E+01  1.000E-24  1.158E-38
 4.325E+01  9.846E-25  1.130E-38
 4.285E+01  9.688E-25  1.101E-38
 4.246E+01  9.541E-25  1.075E-38
 4.207E+01  9.386E-25  1.048E-38
 4.169E+01  9.244E-25  1.022E-38
 4.130E+01  9.104E-25  9.975E-39
 4.093E+01  8.969E-25  9.736E-39
 4.055E+01  8.836E-25  9.505E-39
 4.018E+01  8.706E-25  9.279E-39
 3.981E+01  8.580E-25  9.060E-39
 3.945E+01  8.456E-25  8.848E-39
 3.908E+01  8.335E-25  8.641E-39
 3.873E+01  8.217E-25  8.440E-39
 3.837E+01  8.099E-25  8.243E-39
 3.802E+01  7.982E-25  8.050E-39
 3.767E+01  7.871E-25  7.865E-39
 3.733E+01  7.755E-25  7.678E-39
 3.698E+01  7.647E-25  7.502E-39
 3.664E+01  7.542E-25  7.331E-39
 3.631E+01  7.439E-25  7.164E-39
 3.597E+01  7.327E-25  6.992E-39
 3.565E+01  7.224E-25  6.830E-39
 3.532E+01  7.127E-25  6.677E-39
 3.499E+01  7.026E-25  6.522E-39
 3.467E+01  6.931E-25  6.375E-39
 3.436E+01  6.839E-25  6.232E-39
 3.404E+01  6.747E-25  6.092E-39
 3.373E+01  6.658E-25  5.957E-39
 3.342E+01  6.572E-25  5.826E-39
 3.311E+01  6.486E-25  5.697E-39
 3.281E+01  6.400E-25  5.570E-39
 3.251E+01  6.316E-25  5.446E-39
 3.221E+01  6.234E-25  5.326E-39
 3.192E+01  6.151E-25  5.207E-39
 3.162E+01  6.065E-25  5.087E-39
 3.133E+01  5.985E-25  4.974E-39
 3.105E+01  5.895E-25  4.855E-39
 3.076E+01  5.813E-25  4.743E-39
 3.048E+01  5.734E-25  4.636E-39
 3.020E+01  5.650E-25  4.526E-39
 2.992E+01  5.570E-25  4.421E-39
 2.965E+01  5.489E-25  4.317E-39
 2.938E+01  5.405E-25  4.212E-39
 2.911E+01  5.319E-25  4.107E-39
 2.884E+01  5.238E-25  4.007E-39
 2.858E+01  5.158E-25  3.910E-39
 2.831E+01  5.078E-25  3.814E-39
 2.805E+01  4.998E-25  3.720E-39
 2.780E+01  4.919E-25  3.627E-39
 2.754E+01  4.836E-25  3.533E-39
 2.729E+01  4.756E-25  3.443E-39
 2.704E+01  4.680E-25  3.357E-39
 2.679E+01  4.606E-25  3.273E-39
 2.655E+01  4.528E-25  3.188E-39
 2.630E+01  4.456E-25  3.109E-39
 2.606E+01  4.386E-25  3.032E-39
 2.582E+01  4.328E-25  2.965E-39
 2.559E+01  4.277E-25  2.903E-39
 2.535E+01  4.237E-25  2.850E-39
 2.512E+01  4.213E-25  2.807E-39
 2.489E+01  4.206E-25  2.777E-39
 2.466E+01  4.228E-25  2.766E-39
 2.443E+01  4.292E-25  2.782E-39
 2.421E+01  4.430E-25  2.845E-39
 2.399E+01  4.677E-25  2.976E-39
 2.377E+01  5.103E-25  3.217E-39
 2.355E+01  5.785E-25  3.614E-39
 2.333E+01  6.678E-25  4.134E-39
 2.312E+01  7.224E-25  4.430E-39
 2.291E+01  6.802E-25  4.134E-39
 2.270E+01  5.991E-25  3.607E-39
 2.249E+01  5.464E-25  3.259E-39
 2.228E+01  5.354E-25  3.165E-39
 2.208E+01  5.693E-25  3.334E-39
 2.188E+01  6.610E-25  3.836E-39
 2.168E+01  8.432E-25  4.849E-39
 2.148E+01  1.159E-24  6.602E-39
 2.128E+01  1.491E-24  8.417E-39
 2.109E+01  1.413E-24  7.906E-39
 2.089E+01  1.015E-24  5.624E-39
 2.070E+01  6.996E-25  3.841E-39
 2.051E+01  5.158E-25  2.806E-39
 2.032E+01  4.109E-25  2.215E-39
 2.014E+01  3.481E-25  1.859E-39
 1.995E+01  3.089E-25  1.635E-39
 1.977E+01  2.840E-25  1.489E-39
 1.959E+01  2.684E-25  1.395E-39
 1.941E+01  2.612E-25  1.345E-39
 1.923E+01  2.619E-25  1.336E-39
 1.905E+01  2.730E-25  1.380E-39
 1.888E+01  3.002E-25  1.503E-39
 1.871E+01  3.561E-25  1.767E-39
 1.854E+01  4.616E-25  2.270E-39
 1.837E+01  6.074E-25  2.959E-39
 1.820E+01  6.365E-25  3.072E-39
 1.803E+01  4.893E-25  2.340E-39
 1.786E+01  3.506E-25  1.662E-39
 1.770E+01  2.691E-25  1.264E-39
 1.754E+01  2.231E-25  1.038E-39
 1.738E+01  1.962E-25  9.046E-40
 1.722E+01  1.808E-25  8.260E-40
 1.706E+01  1.740E-25  7.875E-40
 1.690E+01  1.777E-25  7.968E-40
 1.675E+01  2.044E-25  9.083E-40
 1.660E+01  3.251E-25  1.431E-39
 1.644E+01  1.167E-24  5.089E-39
 1.629E+01  5.981E-25  2.585E-39
 1.614E+01  2.308E-25  9.882E-40
 1.600E+01  1.593E-25  6.759E-40
 1.585E+01  1.337E-25  5.622E-40
 1.570E+01  1.212E-25  5.051E-40
 1.556E+01  1.139E-25  4.700E-40
 1.542E+01  1.090E-25  4.458E-40
 1.528E+01  1.056E-25  4.278E-40
 1.514E+01  1.031E-25  4.140E-40
 1.500E+01  1.015E-25  4.037E-40
 1.486E+01  1.004E-25  3.958E-40
 1.472E+01  9.992E-26  3.902E-40
 1.459E+01  9.995E-26  3.868E-40
 1.445E+01  1.006E-25  3.859E-40
 1.432E+01  1.020E-25  3.875E-40
 1.419E+01  1.042E-25  3.923E-40
 1.406E+01  1.075E-25  4.009E-40
 1.393E+01  1.120E-25  4.140E-40
 1.380E+01  1.184E-25  4.334E-40
 1.368E+01  1.271E-25  4.610E-40
 1.355E+01  1.394E-25  5.012E-40
 1.343E+01  1.576E-25  5.613E-40
 1.330E+01  1.857E-25  6.554E-40
 1.318E+01  2.331E-25  8.150E-40
 1.306E+01  3.225E-25  1.117E-39
 1.294E+01  5.170E-25  1.775E-39
 1.282E+01  9.825E-25  3.342E-39
 1.271E+01  1.574E-24  5.304E-39
 1.259E+01  1.081E-24  3.610E-39
 1.247E+01  6.024E-25  1.993E-39
 1.236E+01  4.228E-25  1.386E-39
 1.225E+01  3.779E-25  1.227E-39
 1.213E+01  4.230E-25  1.361E-39
 1.202E+01  5.936E-25  1.893E-39
 1.191E+01  8.369E-25  2.645E-39
 1.180E+01  7.247E-25  2.269E-39
 1.169E+01  6.220E-25  1.930E-39
 1.159E+01  7.529E-25  2.314E-39
 1.148E+01  1.304E-24  3.971E-39
 1.138E+01  3.165E-24  9.550E-39
 1.127E+01  4.563E-24  1.364E-38
 1.117E+01  1.897E-24  5.621E-39
 1.107E+01  8.866E-25  2.603E-39
 1.096E+01  5.412E-25  1.574E-39
 1.086E+01  3.933E-25  1.133E-39
 1.076E+01  3.195E-25  9.124E-40
 1.067E+01  2.796E-25  7.910E-40
 1.057E+01  2.572E-25  7.211E-40
 1.047E+01  2.451E-25  6.807E-40
 1.038E+01  2.394E-25  6.587E-40
 1.028E+01  2.381E-25  6.491E-40
 1.019E+01  2.400E-25  6.484E-40
 1.009E+01  2.449E-25  6.555E-40
 1.000E+01  2.524E-25  6.694E-40
 9.908E+00  2.626E-25  6.901E-40
 9.817E+00  2.756E-25  7.178E-40
 9.727E+00  2.917E-25  7.527E-40
 9.638E+00  3.113E-25  7.959E-40
 9.550E+00  3.349E-25  8.483E-40
 9.462E+00  3.634E-25  9.121E-40
 9.376E+00  3.982E-25  9.904E-40
 9.290E+00  4.418E-25  1.089E-39
 9.204E+00  4.977E-25  1.215E-39
 9.120E+00  5.717E-25  1.383E-39
 9.036E+00  6.734E-25  1.614E-39
 8.954E+00  8.197E-25  1.947E-39
 8.872E+00  1.038E-24  2.442E-39
 8.790E+00  1.367E-24  3.188E-39
 8.710E+00  1.821E-24  4.207E-39
 8.630E+00  2.235E-24  5.117E-39
 8.551E+00  2.270E-24  5.150E-39
 8.472E+00  1.999E-24  4.492E-39
 8.395E+00  1.766E-24  3.932E-39
 8.318E+00  1.686E-24  3.720E-39
 8.241E+00  1.745E-24  3.815E-39
 8.166E+00  1.921E-24  4.161E-39
 8.091E+00  2.205E-24  4.733E-39
 8.017E+00  2.596E-24  5.520E-39
 7.943E+00  3.081E-24  6.492E-39
 7.870E+00  3.615E-24  7.548E-39
 7.798E+00  4.096E-24  8.472E-39
 7.727E+00  4.370E-24  8.956E-39
 7.656E+00  4.322E-24  8.778E-39
 7.586E+00  3.970E-24  7.989E-39
 7.516E+00  3.445E-24  6.868E-39
 7.447E+00  2.890E-24  5.708E-39
 7.379E+00  2.389E-24  4.676E-39
 7.311E+00  1.973E-24  3.827E-39
 7.244E+00  1.641E-24  3.154E-39
 7.178E+00  1.381E-24  2.629E-39
 7.112E+00  1.178E-24  2.222E-39
 7.047E+00  1.019E-24  1.906E-39
 6.982E+00  8.969E-25  1.661E-39
 6.918E+00  8.028E-25  1.473E-39
 6.855E+00  7.324E-25  1.332E-39
 6.792E+00  6.828E-25  1.230E-39
 6.730E+00  6.531E-25  1.166E-39
 6.668E+00  6.446E-25  1.140E-39
 6.607E+00  6.619E-25  1.160E-39
 6.546E+00  7.151E-25  1.242E-39
 6.486E+00  8.252E-25  1.420E-39
 6.427E+00  1.037E-24  1.767E-39
 6.368E+00  1.448E-24  2.446E-39
 6.310E+00  2.266E-24  3.793E-39
 6.252E+00  3.699E-24  6.134E-39
 6.194E+00  4.586E-24  7.535E-39
 6.138E+00  3.350E-24  5.455E-39
 6.081E+00  1.994E-24  3.217E-39
 6.026E+00  1.246E-24  1.992E-39
 5.970E+00  8.525E-25  1.350E-39
 5.916E+00  6.299E-25  9.884E-40
 5.861E+00  4.935E-25  7.674E-40
 5.808E+00  4.041E-25  6.225E-40
 5.754E+00  3.420E-25  5.220E-40
 5.702E+00  2.969E-25  4.490E-40
 5.649E+00  2.629E-25  3.940E-40
 5.598E+00  2.366E-25  3.513E-40
 5.546E+00  2.156E-25  3.172E-40
 5.495E+00  1.986E-25  2.894E-40
 5.445E+00  1.845E-25  2.664E-40
 5.395E+00  1.726E-25  2.471E-40
 5.346E+00  1.626E-25  2.305E-40
 5.297E+00  1.539E-25  2.163E-40
 5.248E+00  1.464E-25  2.039E-40
 5.200E+00  1.399E-25  1.930E-40
 5.152E+00  1.341E-25  1.833E-40
 5.105E+00  1.290E-25  1.747E-40
 5.058E+00  1.245E-25  1.670E-40
 5.012E+00  1.204E-25  1.601E-40
 4.966E+00  1.168E-25  1.538E-40
 4.920E+00  1.135E-25  1.481E-40
 4.875E+00  1.105E-25  1.429E-40
 4.831E+00  1.078E-25  1.382E-40
 4.786E+00  1.054E-25  1.338E-40
 4.742E+00  1.032E-25  1.298E-40
 4.699E+00  1.012E-25  1.261E-40
 4.656E+00  9.936E-26  1.227E-40
 4.613E+00  9.770E-26  1.196E-40
 4.571E+00  9.619E-26  1.166E-40
 4.529E+00  9.481E-26  1.139E-40
 4.487E+00  9.356E-26  1.114E-40
 4.446E+00  9.243E-26  1.090E-40
 4.406E+00  9.140E-26  1.068E-40
 4.365E+00  9.047E-26  1.048E-40
 4.325E+00  8.964E-26  1.028E-40
 4.285E+00  8.889E-26  1.010E-40
 4.246E+00  8.822E-26  9.936E-41
 4.207E+00  8.763E-26  9.780E-41
 4.169E+00  8.712E-26  9.633E-41
 4.130E+00  8.668E-26  9.497E-41
 4.093E+00  8.631E-26  9.370E-41
 4.055E+00  8.601E-26  9.252E-41
 4.018E+00  8.579E-26  9.144E-41
 3.981E+00  8.565E-26  9.044E-41
 3.945E+00  8.558E-26  8.954E-41
 3.908E+00  8.560E-26  8.874E-41
 3.873E+00  8.572E-26  8.805E-41
 3.837E+00  8.595E-26  8.748E-41
 3.802E+00  8.631E-26  8.704E-41
 3.767E+00  8.683E-26  8.677E-41
 3.733E+00  8.755E-26  8.669E-41
 3.698E+00  8.853E-26  8.685E-41
 3.664E+00  8.984E-26  8.732E-41
 3.631E+00  9.161E-26  8.823E-41
 3.597E+00  9.405E-26  8.974E-41
 3.565E+00  9.745E-26  9.214E-41
 3.532E+00  1.024E-25  9.591E-41
 3.499E+00  1.098E-25  1.019E-40
 3.467E+00  1.217E-25  1.119E-40
 3.436E+00  1.424E-25  1.298E-40
 3.404E+00  1.832E-25  1.654E-40
 3.373E+00  2.805E-25  2.510E-40
 3.342E+00  6.025E-25  5.341E-40
 3.311E+00  2.184E-24  1.918E-39
 3.281E+00  1.518E-24  1.321E-39
 3.251E+00  4.617E-25  3.981E-40
 3.221E+00  2.381E-25  2.034E-40
 3.192E+00  1.638E-25  1.387E-40
 3.162E+00  1.309E-25  1.098E-40
 3.133E+00  1.138E-25  9.461E-41
 3.105E+00  1.037E-25  8.541E-41
 3.076E+00  9.728E-26  7.938E-41
 3.048E+00  9.294E-26  7.514E-41
 3.020E+00  8.985E-26  7.197E-41
 2.992E+00  8.760E-26  6.953E-41
 2.965E+00  8.587E-26  6.753E-41
 2.938E+00  8.452E-26  6.586E-41
 2.911E+00  8.345E-26  6.443E-41
 2.884E+00  8.256E-26  6.316E-41
 2.858E+00  8.183E-26  6.203E-41
 2.831E+00  8.120E-26  6.098E-41
 2.805E+00  8.066E-26  6.003E-41
 2.780E+00  8.018E-26  5.912E-41
 2.754E+00  7.973E-26  5.825E-41
 2.729E+00  7.935E-26  5.744E-41
 2.704E+00  7.897E-26  5.664E-41
 2.679E+00  7.862E-26  5.587E-41
 2.655E+00  7.828E-26  5.512E-41
 2.630E+00  7.796E-26  5.439E-41
 2.606E+00  7.763E-26  5.367E-41
 2.582E+00  7.730E-26  5.295E-41
 2.559E+00  7.697E-26  5.224E-41
 2.535E+00  7.664E-26  5.154E-41
 2.512E+00  7.632E-26  5.085E-41
 2.489E+00  7.599E-26  5.017E-41
 2.466E+00  7.565E-26  4.949E-41
 2.443E+00  7.532E-26  4.882E-41
 2.421E+00  7.497E-26  4.815E-41
 2.399E+00  7.463E-26  4.749E-41
 2.377E+00  7.427E-26  4.683E-41
 2.355E+00  7.391E-26  4.617E-41
 2.333E+00  7.354E-26  4.552E-41
 2.312E+00  7.316E-26  4.487E-41
 2.291E+00  7.277E-26  4.422E-41
 2.270E+00  7.238E-26  4.358E-41
 2.249E+00  7.197E-26  4.294E-41
 2.228E+00  7.156E-26  4.230E-41
 2.208E+00  7.113E-26  4.166E-41
 2.188E+00  7.070E-26  4.103E-41
 2.168E+00  7.025E-26  4.040E-41
 2.148E+00  6.980E-26  3.977E-41
 2.128E+00  6.933E-26  3.914E-41
 2.109E+00  6.884E-26  3.851E-41
 2.089E+00  6.834E-26  3.787E-41
 2.070E+00  6.783E-26  3.725E-41
 2.051E+00  6.730E-26  3.662E-41
 2.032E+00  6.677E-26  3.600E-41
 2.014E+00  6.622E-26  3.537E-41
 1.995E+00  6.567E-26  3.476E-41
 1.977E+00  6.511E-26  3.414E-41
 1.959E+00  6.453E-26  3.353E-41
 1.941E+00  6.395E-26  3.292E-41
 1.923E+00  6.336E-26  3.232E-41
 1.905E+00  6.276E-26  3.172E-41
 1.888E+00  6.215E-26  3.112E-41
 1.871E+00  6.153E-26  3.053E-41
 1.854E+00  6.090E-26  2.994E-41
 1.837E+00  6.027E-26  2.936E-41
 1.820E+00  5.962E-26  2.878E-41
 1.803E+00  5.897E-26  2.820E-41
 1.786E+00  5.831E-26  2.763E-41
 1.770E+00  5.764E-26  2.707E-41
 1.754E+00  5.697E-26  2.650E-41
 1.738E+00  5.629E-26  2.595E-41
 1.722E+00  5.560E-26  2.539E-41
 1.706E+00  5.490E-26  2.484E-41
 1.690E+00  5.419E-26  2.430E-41
 1.675E+00  5.348E-26  2.376E-41
 1.660E+00  5.276E-26  2.322E-41
 1.644E+00  5.203E-26  2.269E-41
 1.629E+00  5.128E-26  2.216E-41
 1.614E+00  5.053E-26  2.164E-41
 1.600E+00  4.978E-26  2.112E-41
 1.585E+00  4.902E-26  2.061E-41
 1.570E+00  4.826E-26  2.010E-41
 1.556E+00  4.749E-26  1.960E-41
 1.542E+00  4.673E-26  1.911E-41
 1.528E+00  4.596E-26  1.862E-41
 1.514E+00  4.519E-26  1.815E-41
 1.500E+00  4.443E-26  1.767E-41
 1.486E+00  4.366E-26  1.721E-41
 1.472E+00  4.290E-26  1.675E-41
 1.459E+00  4.213E-26  1.630E-41
 1.445E+00  4.138E-26  1.586E-41
 1.432E+00  4.062E-26  1.543E-41
 1.419E+00  3.987E-26  1.501E-41
 1.406E+00  3.912E-26  1.459E-41
 1.393E+00  3.837E-26  1.418E-41
 1.380E+00  3.762E-26  1.377E-41
 1.368E+00  3.687E-26  1.338E-41
 1.355E+00  3.613E-26  1.299E-41
 1.343E+00  3.539E-26  1.260E-41
 1.330E+00  3.465E-26  1.223E-41
 1.318E+00  3.391E-26  1.186E-41
 1.306E+00  3.317E-26  1.149E-41
 1.294E+00  3.244E-26  1.114E-41
 1.282E+00  3.172E-26  1.079E-41
 1.271E+00  3.099E-26  1.045E-41
 1.259E+00  3.028E-26  1.011E-41
 1.247E+00  2.956E-26  9.782E-42
 1.236E+00  2.885E-26  9.459E-42
 1.225E+00  2.815E-26  9.143E-42
 1.213E+00  2.745E-26  8.835E-42
 1.202E+00  2.676E-26  8.534E-42
 1.191E+00  2.608E-26  8.240E-42
 1.180E+00  2.540E-26  7.954E-42
 1.169E+00  2.474E-26  7.675E-42
 1.159E+00  2.408E-26  7.402E-42
 1.148E+00  2.344E-26  7.137E-42
 1.138E+00  2.280E-26  6.879E-42
 1.127E+00  2.217E-26  6.628E-42
 1.117E+00  2.155E-26  6.385E-42
 1.107E+00  2.094E-26  6.148E-42
 1.096E+00  2.034E-26  5.917E-42
 1.086E+00  1.976E-26  5.693E-42
 1.076E+00  1.918E-26  5.476E-42
 1.067E+00  1.861E-26  5.264E-42
 1.057E+00  1.805E-26  5.059E-42
 1.047E+00  1.750E-26  4.859E-42
 1.038E+00  1.695E-26  4.666E-42
 1.028E+00  1.642E-26  4.479E-42
 1.019E+00  1.590E-26  4.297E-42
 1.009E+00  1.540E-26  4.121E-42
 1.000E+00  1.490E-26  3.951E-42
