Wavelength     Transmission   Atm. Trans    Tot. Trans.
(micron)       (fractional)   (fractional)  (fractional)
      172.080   0.00209598     0.718722   0.00150643
      172.340   0.00238789     0.708878   0.00169272
      172.600   0.00274761     0.660500   0.00181480
      172.860   0.00312806     0.589515   0.00184404
      173.120   0.00353858     0.483966   0.00171256
      173.380   0.00400338     0.357121   0.00142969
      173.640   0.00452967     0.181019  0.000819956
      173.900   0.00512435    0.0541981  0.000277730
      174.160   0.00579049  0.000945438  5.47455e-06
      174.420   0.00650993      0.00000      0.00000
      174.680   0.00723912      0.00000      0.00000
      174.940   0.00812104      0.00000      0.00000
      175.200   0.00897587   0.00882581  7.92194e-05
      175.460   0.00989786    0.0970042  0.000960134
      175.720    0.0107769     0.212403   0.00228905
      175.980    0.0117393     0.356886   0.00418960
      176.240    0.0127540     0.259497   0.00330962
      176.500    0.0139501     0.289574   0.00403959
      176.760    0.0153037     0.504673   0.00772338
      177.020    0.0165793     0.513083   0.00850656
      177.280    0.0178873     0.502614   0.00899039
      177.540    0.0192059     0.461973   0.00887263
      177.800    0.0204735     0.395271   0.00809259
      178.060    0.0217921     0.302638   0.00659512
      178.320    0.0231281     0.178668   0.00413225
      178.580    0.0245531    0.0767164   0.00188363
      178.840    0.0259843   0.00919444  0.000238911
      179.100    0.0273751      0.00000      0.00000
      179.360    0.0286805      0.00000      0.00000
      179.620    0.0297867      0.00000      0.00000
      179.880    0.0313422      0.00000      0.00000
      180.140    0.0324510      0.00000      0.00000
      180.400    0.0333516      0.00000      0.00000
      180.660    0.0345747      0.00000      0.00000
      180.920    0.0359806   0.00525708  0.000189153
      181.180    0.0370340    0.0768848   0.00284735
      181.440    0.0382644     0.224834   0.00860312
      181.700    0.0394696     0.107344   0.00423684
      181.960    0.0404261     0.434926    0.0175824
      182.220    0.0419111     0.544781    0.0228324
      182.480    0.0439090     0.522983    0.0229637
      182.740    0.0457823     0.673799    0.0308481
      183.000    0.0480614     0.717813    0.0344991
      183.260    0.0505609     0.739037    0.0373664
      183.520    0.0529099     0.495850    0.0262354
      183.780    0.0554089     0.644556    0.0357141
      184.040    0.0580364     0.811469    0.0470947
      184.300    0.0603756     0.810184    0.0489154
      184.560    0.0632300     0.808685    0.0511332
      184.820    0.0658177     0.836850    0.0550795
      185.080    0.0683255     0.808923    0.0552701
      185.340    0.0714989     0.693777    0.0496043
      185.600    0.0741329     0.812424    0.0602273
      185.860    0.0773557     0.779394    0.0602906
      186.120    0.0804978     0.711514    0.0572753
      186.380    0.0841636     0.559029    0.0470499
      186.640    0.0888524     0.245597    0.0218219
      186.900    0.0919976   0.00433624  0.000398924
      187.160    0.0952847      0.00000      0.00000
      187.420     0.100250    0.0654716   0.00656354
      187.680     0.104990     0.418979    0.0439886
      187.940     0.110017     0.615265    0.0676894
      188.200     0.114230     0.483943    0.0552810
      188.460     0.118410    0.0402681   0.00476815
      188.720     0.123095     0.786280    0.0967869
      188.980     0.127617     0.856834     0.109346
      189.240     0.132066     0.886406     0.117064
      189.500     0.137552     0.379946    0.0522622
      189.760     0.144161     0.727188     0.104832
      190.020     0.149603     0.646089    0.0966570
      190.280     0.154370     0.911663     0.140733
      190.540     0.161846     0.929071     0.150366
      190.800     0.168214     0.939048     0.157961
      191.060     0.174746     0.957129     0.167255
      191.320     0.182220    0.0363377   0.00662147
      191.580     0.190010     0.964377     0.183242
      191.840     0.199120     0.970604     0.193267
      192.100     0.207210     0.944139     0.195635
      192.360     0.216826     0.804804     0.174502
      192.620     0.225997     0.934644     0.211227
      192.880     0.234684     0.976783     0.229235
      193.140     0.244337     0.977870     0.238930
      193.400     0.254147     0.979412     0.248914
      193.660     0.264931     0.974026     0.258049
      193.920     0.276613     0.970134     0.268352
      194.180     0.287078     0.935141     0.268458
      194.440     0.300406    0.0503993    0.0151402
      194.700     0.311382     0.943998     0.293944
      194.960     0.323631     0.972448     0.314715
      195.220     0.337300     0.975312     0.328973
      195.480     0.349337     0.960272     0.335459
      195.740     0.359714     0.748182     0.269132
      196.000     0.372086     0.849899     0.316236
