Wavelength     Transmission   Atm. Trans    Tot. Trans.
      196.260     0.383031     0.907873     0.347743
      196.520     0.392639    0.0777342    0.0305215
      196.780     0.403956     0.838940     0.338895
      197.040     0.417977     0.958914     0.400804
      197.300     0.432713     0.975841     0.422259
      197.560     0.443370     0.964604     0.427677
      197.820     0.452872     0.976766     0.442349
      198.080     0.462834     0.974671     0.451111
      198.340     0.472673     0.988412     0.467196
      198.600     0.484506     0.991959     0.480610
      198.860     0.494328     0.935812     0.462598
      199.120     0.505213     0.967132     0.488608
      199.380     0.515983     0.994431     0.513109
      199.640     0.521930     0.996194     0.519944
      199.900     0.508101     0.996041     0.506089
      200.160     0.504334     0.984776     0.496656
      200.420     0.530575     0.982151     0.521105
      200.680     0.542109     0.961007     0.520971
      200.940     0.551468     0.875803     0.482977
      201.200     0.558840     0.979428     0.547344
      201.460     0.565803     0.970100     0.548885
      201.720     0.572076     0.973509     0.556922
      201.980     0.578003     0.939340     0.542941
      202.240     0.581528    0.0714146    0.0415296
      202.500     0.592821     0.881155     0.522367
      202.760     0.600865     0.966313     0.580624
      203.020     0.600918     0.975627     0.586271
      203.280     0.603898     0.970147     0.585870
      203.540     0.598305     0.926906     0.554572
      203.800     0.605163     0.917742     0.555383
      204.060     0.614017     0.764051     0.469140
      204.320     0.618712   0.00257995   0.00159625
      204.580     0.620709     0.464525     0.288335
      204.840     0.619603     0.868645     0.538215
      205.100     0.623693     0.939539     0.585984
      205.360     0.627484     0.960857     0.602922
      205.620     0.629727     0.963307     0.606620
      205.880     0.628789     0.955811     0.601003
      206.140     0.626181     0.980499     0.613969
      206.400     0.624951     0.982991     0.614321
      206.660     0.623767     0.972863     0.606840
      206.920     0.627303     0.976842     0.612776
      207.180     0.630112     0.966996     0.609316
      207.440     0.629413     0.961420     0.605130
      207.700     0.627737     0.929456     0.583453
      207.960     0.628847     0.817652     0.514177
      208.220     0.630845     0.872816     0.550611
      208.480     0.629676     0.947218     0.596441
      208.740     0.628770     0.903397     0.568029
      209.000     0.628841     0.946559     0.595235
      209.260     0.627600     0.912824     0.572888
      209.520     0.627710     0.911804     0.572348
      209.780     0.628469     0.898983     0.564983
      210.040     0.629046     0.851342     0.535533
      210.300     0.629430     0.671134     0.422432
      210.560     0.629077  9.09908e-05  5.72402e-05
      210.820     0.626530     0.551310     0.345413
      211.080     0.627183     0.686448     0.430529
      211.340     0.629070     0.589985     0.371142
      211.600     0.626111     0.441521     0.276441
      211.860     0.622786     0.235287     0.146534
      212.120     0.621612    0.0231946    0.0144180
      212.380     0.621702      0.00000      0.00000
      212.640     0.619651      0.00000      0.00000
      212.900     0.621966    0.0132939   0.00826835
      213.160     0.622275      0.00000      0.00000
      213.420     0.621630     0.406414     0.252639
      213.680     0.619082     0.478125     0.295999
      213.940     0.615719     0.702503     0.432545
      214.200     0.613690     0.738262     0.453064
      214.460     0.610066     0.194957     0.118937
      214.720     0.605894     0.685233     0.415179
      214.980     0.604995     0.593044     0.358788
      215.240     0.605370     0.774344     0.468764
      215.500     0.604452     0.838012     0.506538
      215.760     0.603725     0.880676     0.531686
      216.020     0.603105     0.947506     0.571446
      216.280     0.600694     0.942612     0.566221
      216.540     0.600154     0.959275     0.575712
      216.800     0.599120     0.957105     0.573420
      217.060     0.597378     0.918896     0.548928
      217.320     0.597516     0.601322     0.359300
      217.580     0.594114     0.952192     0.565711
      217.840     0.590851     0.979131     0.578521
      218.100     0.590419     0.984846     0.581472
      218.360     0.588986     0.950146     0.559622
      218.620     0.586176     0.986379     0.578192
      218.880     0.585548     0.922877     0.540388
      219.140     0.583744     0.975872     0.569660
      219.400     0.580797     0.977423     0.567685
      219.660     0.578589     0.920632     0.532668
      219.920     0.575097    0.0372754    0.0214370
      220.180     0.572442     0.938654     0.537325
      220.440     0.572307     0.981434     0.561681
      220.700     0.569149     0.987872     0.562246
      220.960     0.566076     0.788875     0.446563
      221.220     0.567054     0.987980     0.560238
      221.480     0.566302     0.987193     0.559049
      221.740     0.563461     0.997362     0.561974
      222.000     0.557748     0.999605     0.557528
      222.260     0.556493     0.998444     0.555627
      222.520     0.556554     0.997598     0.555217
      222.780     0.553245     0.960915     0.531621
      223.040     0.552637     0.974037     0.538289
      223.300     0.549714     0.672513     0.369690
      223.560     0.545905     0.993053     0.542113
      223.820     0.545916     0.997444     0.544520
      224.080     0.544511      1.00000     0.544511
      224.340     0.541784     0.997580     0.540473
      224.600     0.539024     0.996908     0.537358
      224.860     0.537813     0.992431     0.533742
      225.120     0.536291     0.842330     0.451734
      225.380     0.532926     0.975462     0.519849
      225.640     0.527856     0.978371     0.516439
      225.900     0.521245     0.970136     0.505679
      226.160     0.517039     0.936904     0.484416
      226.420     0.516875     0.823553     0.425674
      226.680     0.515669     0.178396    0.0919936
      226.940     0.510483     0.511290     0.261005
      227.200     0.507636     0.770933     0.391354
      227.460     0.507600     0.917384     0.465664
      227.720     0.504545     0.900696     0.454441
      227.980     0.500678     0.221699     0.111000
      228.240     0.498088     0.747387     0.372265
      228.500     0.494785     0.951257     0.470667
      228.760     0.489504     0.966016     0.472868
      229.020     0.486040     0.986357     0.479409
      229.280     0.484461     0.975195     0.472444
      229.540     0.481703     0.652040     0.314090
      229.800     0.479519     0.976727     0.468359
      230.060     0.477698     0.996495     0.476024
      230.320     0.474505     0.997022     0.473091
      230.580     0.472244     0.994497     0.469645
      230.840     0.470927     0.978312     0.460713
      231.100     0.469746     0.933051     0.438297
      231.360     0.468229     0.833379     0.390212
      231.620     0.464888     0.976935     0.454165
      231.880     0.461526     0.987271     0.455651
      232.140     0.458133     0.978524     0.448295
      232.400     0.450752     0.994255     0.448163
      232.660     0.443220     0.992785     0.440022
      232.920     0.438085     0.927516     0.406330
      233.180     0.434440     0.992741     0.431286
      233.440     0.428651     0.992082     0.425257
      233.700     0.422550     0.985018     0.416219
      233.960     0.420684     0.868278     0.365271
      234.220     0.417815     0.967519     0.404244
      234.480     0.413321     0.842213     0.348104
      234.740     0.409556     0.939825     0.384911
      235.000     0.404080     0.984091     0.397652
      235.260     0.396989     0.988533     0.392437
      235.520     0.391663     0.985309     0.385909
      235.780     0.388034     0.979495     0.380078
      236.040     0.384119     0.870674     0.334442
      236.300     0.378967     0.981436     0.371932
      236.560     0.372515     0.964337     0.359230
      236.820     0.365367     0.972950     0.355484
      237.080     0.359404     0.910768     0.327333
      237.340     0.354503     0.968490     0.343332
      237.600     0.348718     0.958962     0.334408
      237.860     0.342660     0.936307     0.320835
      238.120     0.337259     0.891280     0.300593
      238.380     0.331434     0.714949     0.236958
      238.640     0.324800  0.000192104  6.23956e-05
      238.900     0.318717     0.216081    0.0688687
      239.160     0.312779     0.796953     0.249270
      239.420     0.306453     0.887195     0.271884
      239.680     0.300296     0.926274     0.278157
      239.940     0.293827     0.715839     0.210333
      240.200     0.286232     0.932654     0.266955
      240.460     0.278142     0.924259     0.257075
      240.720     0.271745     0.566628     0.153978
      240.980     0.265154     0.914020     0.242356
      241.240     0.259581     0.905104     0.234948
      241.500     0.254995     0.888548     0.226575
      241.760     0.250462     0.865164     0.216691
      242.020     0.244643     0.831888     0.203515
      242.280     0.236466     0.776275     0.183563
      242.540     0.227613     0.718690     0.163583
      242.800     0.222929     0.561552     0.125186
      243.060     0.218494     0.449986    0.0983190
      243.320     0.213133     0.220718    0.0470422
      243.580     0.206808   0.00844311   0.00174610
      243.840     0.199875      0.00000      0.00000
      244.100     0.193424      0.00000      0.00000
      244.360     0.189031    0.0175280   0.00331333
      244.620     0.184167     0.211466    0.0389450
      244.880     0.177170     0.433439    0.0767926
      245.140     0.172211     0.578202    0.0995729
      245.400     0.168608     0.659864     0.111259
      245.660     0.164494     0.427994    0.0704025
      245.920     0.159316     0.740967     0.118048
      246.180     0.154522     0.740312     0.114394
      246.440     0.150327     0.716825     0.107758
      246.700     0.144370     0.646944    0.0933993
      246.960     0.138582    0.0371567   0.00514924
      247.220     0.133430     0.284524    0.0379639
      247.480     0.128596     0.226304    0.0291018
      247.740     0.123364    0.0995382    0.0122794
      248.000     0.117009  0.000263681  3.08530e-05
      248.260     0.113101      0.00000      0.00000
      248.520     0.110368   0.00152856  0.000168705
      248.780     0.107480     0.130918    0.0140711
      249.040     0.104128     0.363715    0.0378728
      249.300     0.100525     0.563771    0.0566729
      249.560    0.0970000     0.661713    0.0641862
      249.820    0.0941676     0.726448    0.0684079
      250.080    0.0914140     0.675453    0.0617458
      250.340    0.0886313     0.741407    0.0657118
      250.600    0.0857960     0.434209    0.0372534
      250.860    0.0829034     0.538276    0.0446249
      251.120    0.0798556     0.824137    0.0658119
      251.380    0.0770042     0.854143    0.0657726
      251.640    0.0744244     0.855220    0.0636493
      251.900    0.0721237     0.858556    0.0619222
      252.160    0.0699510     0.784093    0.0548481
      252.420    0.0676045     0.855189    0.0578146
      252.680    0.0648635     0.858887    0.0557104
      252.940    0.0626243     0.838314    0.0524988
      253.200    0.0605335     0.827152    0.0500704
      253.460    0.0584945     0.792011    0.0463283
      253.720    0.0565756     0.665412    0.0376461
      253.980    0.0546984    0.0573756   0.00313835
      254.240    0.0529347     0.324693    0.0171876
      254.500    0.0514069     0.674515    0.0346747
      254.760    0.0499733     0.702952    0.0351288
      255.020    0.0483588     0.681734    0.0329678
      255.280    0.0464263     0.638884    0.0296610
      255.540    0.0443753     0.571502    0.0253606
      255.800    0.0423539     0.190378   0.00806323
      256.060    0.0405882     0.384304    0.0155982
      256.320    0.0394637     0.291275    0.0114948
      256.580    0.0383502     0.167506   0.00642388
      256.840    0.0371598    0.0554429   0.00206024
      257.100    0.0358704   0.00551794  0.000197931
      257.360    0.0344846      0.00000      0.00000
      257.620    0.0330476      0.00000      0.00000
      257.880    0.0320396      0.00000      0.00000
      258.140    0.0312351      0.00000      0.00000
      258.400    0.0304458  0.000243740  7.42085e-06
      258.660    0.0294336    0.0193128  0.000568447
      258.920    0.0283452    0.0460794   0.00130613
      259.180    0.0272726     0.129385   0.00352867
      259.440    0.0263054    0.0994958   0.00261728
      259.700    0.0255056   0.00653673  0.000166723
      259.960    0.0246769      0.00000      0.00000
      260.220    0.0238691   0.00177836  4.24477e-05
      260.480    0.0231098     0.136873   0.00316312
      260.740    0.0223816     0.336414   0.00752949
      261.000    0.0214992     0.432393   0.00929611
      261.260    0.0208339     0.193391   0.00402908
      261.520    0.0202780     0.251657   0.00510311
      261.780    0.0197827     0.274672   0.00543375
      262.040    0.0193020     0.715931    0.0138189
      262.300    0.0188147     0.761572    0.0143288
      262.560    0.0182784     0.787039    0.0143858
      262.820    0.0177047     0.803156    0.0142197
      263.080    0.0171917     0.811976    0.0139593
      263.340    0.0167375     0.804804    0.0134704
      263.600    0.0162469     0.716208    0.0116361
      263.860    0.0156866     0.696237    0.0109216
      264.120    0.0150122     0.816501    0.0122575
      264.380    0.0143499     0.818530    0.0117458
      264.640    0.0138368     0.834765    0.0115505
      264.900    0.0135246     0.833046    0.0112666
      265.160    0.0131729     0.826677    0.0108897
      265.420    0.0128109     0.817271    0.0104700
      265.680    0.0124654     0.786303   0.00980155
      265.940    0.0121615     0.643878   0.00783051
      266.200    0.0117866     0.751334   0.00885570
      266.460    0.0114268     0.717646   0.00820042
      266.720    0.0111041     0.652987   0.00725086
      266.980    0.0108701     0.524839   0.00570503
      267.240    0.0106272     0.197811   0.00210217
      267.500    0.0103722      0.00000      0.00000
      267.760    0.0101067     0.146216   0.00147777
      268.020   0.00987558     0.298258   0.00294547
      268.280   0.00964708     0.213565   0.00206028
      268.540   0.00941695    0.0905839  0.000853024
      268.800   0.00917807   0.00549142  5.04006e-05
      269.060   0.00889129      0.00000      0.00000
      269.320   0.00862456      0.00000      0.00000
      269.580   0.00838817      0.00000      0.00000
      269.840   0.00815637    0.0207598  0.000169325
      270.100   0.00795352     0.121211  0.000964057
      270.360   0.00778562     0.227310   0.00176975
      270.620   0.00767808     0.305195   0.00234331
      270.880   0.00758500     0.329916   0.00250241
      271.140   0.00747926     0.319760   0.00239157
      271.400   0.00734940     0.271889   0.00199822
      271.660   0.00720213     0.196244   0.00141337
      271.920   0.00707526     0.106973  0.000756865
      272.180   0.00696801    0.0317535  0.000221259
      272.440   0.00688957   0.00306278  2.11013e-05
      272.700   0.00668201      0.00000      0.00000
      272.960   0.00641421      0.00000      0.00000
      273.220   0.00615192      0.00000      0.00000
      273.480   0.00596152      0.00000      0.00000
      273.740   0.00581814      0.00000      0.00000
      274.000   0.00572979   0.00594588  3.40687e-05
      274.260   0.00560178    0.0500128  0.000280161
      274.520   0.00545419     0.136701  0.000745592
      274.780   0.00528799     0.231361   0.00122343
      275.040   0.00519650     0.292746   0.00152125
      275.300   0.00507057     0.187308  0.000949760
      275.560   0.00490762  5.38381e-05  2.64217e-07
      275.820   0.00481505     0.113973  0.000548784
      276.080   0.00474317     0.494761   0.00234673
      276.340   0.00468747     0.587402   0.00275343
      276.600   0.00462158     0.685664   0.00316885
      276.860   0.00455405     0.732160   0.00333429
      277.120   0.00448284     0.765097   0.00342981
      277.380   0.00438817     0.770327   0.00338033
      277.640   0.00430902     0.787707   0.00339425
      277.900   0.00423732     0.829054   0.00351297
      278.160   0.00414551     0.699391   0.00289933
      278.420   0.00406071     0.863816   0.00350771
      278.680   0.00398407     0.876542   0.00349220
      278.940   0.00393848     0.886737   0.00349239
      279.200   0.00389151     0.845440   0.00329004
      279.460   0.00384108     0.902572   0.00346685
      279.720   0.00376544     0.907781   0.00341820
      279.980   0.00367689     0.900361   0.00331053
      280.240   0.00357832     0.400477   0.00143303
      280.500   0.00346086     0.906522   0.00313734
      280.760   0.00336022     0.926170   0.00311214
      281.020   0.00327393     0.931873   0.00305089
      281.280   0.00321733     0.931720   0.00299765
      281.540   0.00316933     0.928938   0.00294411
      281.800   0.00313122     0.914468   0.00286340
      282.060   0.00308913     0.870693   0.00268968
      282.320   0.00303282     0.605138   0.00183527
      282.580   0.00295541    0.0207745  6.13973e-05
      282.840   0.00288074     0.770910   0.00222079
      283.100   0.00281206     0.336552  0.000946404
      283.360   0.00275587     0.914178   0.00251936
      283.620   0.00274396     0.923838   0.00253498
      283.880   0.00275627     0.957230   0.00263839
      284.140   0.00280820     0.964152   0.00270753
      284.400   0.00283502     0.967079   0.00274168
      284.660   0.00284331     0.967986   0.00275229
      284.920   0.00279795     0.968737   0.00271048
      285.180   0.00273717     0.974501   0.00266738
      285.440   0.00265970     0.968522   0.00257598
      285.700   0.00257541     0.975714   0.00251286
      285.960   0.00252049     0.975638   0.00245909
      286.220   0.00253032     0.977442   0.00247324
      286.480   0.00252863     0.947139   0.00239496
      286.740   0.00252474     0.957292   0.00241691
      287.000   0.00253876     0.526724   0.00133723
      287.260   0.00255226     0.967181   0.00246850
      287.520   0.00256514     0.963287   0.00247096
      287.780   0.00251546     0.977557   0.00245901
      288.040   0.00248248     0.984707   0.00244451
      288.300   0.00249086     0.977659   0.00243521
      288.560   0.00246255     0.985945   0.00242794
      288.820   0.00241627     0.980164   0.00236834
      289.080   0.00233908     0.963317   0.00225328
      289.340   0.00228861     0.746180   0.00170772
      289.600   0.00226574     0.980434   0.00222140
      289.860   0.00228239     0.980996   0.00223901
      290.120   0.00230906     0.965676   0.00222981
      290.380   0.00235147     0.915187   0.00215203
      290.640   0.00234567     0.934979   0.00219315
      290.900   0.00230889     0.929392   0.00214586
      291.160   0.00224944     0.780636   0.00175599
      291.420   0.00219180    0.0533698  0.000116976
      291.680   0.00213907     0.151755  0.000324615
      291.940   0.00207776     0.269233  0.000559404
      292.200   0.00201405     0.771379   0.00155360
      292.460   0.00200539     0.886901   0.00177858
