Wavelength     Transmission   Atm. Trans    Tot. Trans.
(micron)       (fractional)   (fractional)  (fractional)
      118.800   0.00413085     0.302587   0.00124994
      119.020   0.00419938     0.946375   0.00397418
      119.240   0.00422431     0.953853   0.00402938
      119.460   0.00425466     0.529582   0.00225319
      119.680   0.00440685     0.870000   0.00383396
      119.900   0.00463786     0.795899   0.00369127
      120.120   0.00479977     0.915431   0.00439386
      120.340   0.00498398     0.906303   0.00451699
      120.560   0.00515723     0.837855   0.00432101
      120.780   0.00542282     0.827696   0.00448845
      121.000   0.00569745     0.665278   0.00379039
      121.220   0.00577857     0.393872   0.00227602
      121.440   0.00586699     0.166069  0.000974328
      121.660   0.00586461      0.00000      0.00000
      121.880   0.00607569   0.00516646  3.13898e-05
      122.100   0.00635587     0.373020   0.00237087
      122.320   0.00657971     0.425250   0.00279802
      122.540   0.00691531     0.263248   0.00182044
      122.760   0.00735285     0.796972   0.00586002
      122.980   0.00768024     0.829518   0.00637089
      123.200   0.00799802     0.849319   0.00679287
      123.420   0.00847028   0.00215985  1.82945e-05
      123.640   0.00900890     0.816351   0.00735442
      123.860   0.00951683     0.823389   0.00783606
      124.080    0.0100513     0.809431   0.00813583
      124.300    0.0105697     0.685515   0.00724567
      124.520    0.0111429     0.678661   0.00756223
      124.740    0.0117631     0.502853   0.00591513
      124.960    0.0122744     0.188957   0.00231934
      125.180    0.0128677  0.000303206  3.90156e-06
      125.400    0.0134472      0.00000      0.00000
      125.620    0.0141794    0.0273676  0.000388056
      125.840    0.0150424     0.290859   0.00437520
      126.060    0.0158475     0.523608   0.00829789
      126.280    0.0166280     0.546057   0.00907982
      126.500    0.0175818     0.245792   0.00432147
      126.720    0.0182146      0.00000      0.00000
      126.940    0.0190381     0.302387   0.00575687
      127.160    0.0198109     0.668620    0.0132460
      127.380    0.0209088     0.744827    0.0155735
      127.600    0.0221798     0.646182    0.0143322
      127.820    0.0230719   0.00541042  0.000124829
      128.040    0.0241295     0.369717   0.00892108
      128.260    0.0251512     0.784144    0.0197222
      128.480    0.0265740     0.880877    0.0234084
      128.700    0.0280029     0.909624    0.0254721
      128.920    0.0294706     0.914329    0.0269458
      129.140    0.0309623     0.878136    0.0271891
      129.360    0.0326728     0.298918   0.00976646
      129.580    0.0337210     0.917956    0.0309544
      129.800    0.0343344     0.926877    0.0318238
      130.020    0.0350897     0.929721    0.0326236
      130.240    0.0363018     0.865687    0.0314260
      130.460    0.0376031     0.895443    0.0336714
      130.680    0.0394062     0.886326    0.0349267
      130.900    0.0421027     0.856440    0.0360585
      131.120    0.0444476     0.800460    0.0355785
      131.340    0.0471349     0.784444    0.0369747
      131.560    0.0497953     0.675579    0.0336406
      131.780    0.0522349     0.514086    0.0268532
      132.000    0.0558165     0.207083    0.0115587
      132.220    0.0589086  0.000261584  1.54095e-05
      132.440    0.0628326      0.00000      0.00000
      132.660    0.0669465    0.0167675   0.00112253
      132.880    0.0717586     0.294920    0.0211630
      133.100    0.0761949     0.488024    0.0371849
      133.320    0.0806203     0.660927    0.0532841
      133.540    0.0861197     0.310303    0.0267232
      133.760    0.0923823     0.639113    0.0590427
      133.980    0.0990541     0.712651    0.0705911
      134.200     0.105849     0.635746    0.0672933
      134.420     0.110866     0.464435    0.0514899
      134.640     0.116788     0.121262    0.0141619
      134.860     0.123061      0.00000      0.00000
      135.080     0.130145  0.000418674  5.44885e-05
      135.300     0.138204     0.196454    0.0271506
      135.520     0.147202     0.444739    0.0654663
      135.740     0.156688     0.507626    0.0795388
      135.960     0.168312     0.398725    0.0671102
      136.180     0.178379    0.0866387    0.0154545
      136.400     0.188072      0.00000      0.00000
      136.620     0.198433      0.00000      0.00000
      136.840     0.210753     0.157873    0.0332723
      137.060     0.220004     0.428370    0.0942431
      137.280     0.231884     0.541513     0.125568
      137.500     0.244972     0.547289     0.134070
      137.720     0.260477     0.314076    0.0818094
      137.940     0.275254     0.279925    0.0770505
      138.160     0.288118    0.0475965    0.0137134
      138.380     0.304026      0.00000      0.00000
      138.600     0.315289      0.00000      0.00000
      138.820     0.333648   0.00722537   0.00241073
      139.040     0.346721     0.126102    0.0437224
      139.260     0.365152     0.395888     0.144559
      139.480     0.376234     0.541565     0.203755
      139.700     0.390996     0.664355     0.259760
      139.920     0.404966     0.724141     0.293252
      140.140     0.413663     0.820602     0.339452
      140.360     0.427680     0.751127     0.321242
      140.580     0.440976     0.888783     0.391931
      140.800     0.453109     0.906003     0.410518
      141.020     0.468236     0.911204     0.426659
      141.240     0.484284     0.813629     0.394028
      141.460     0.498199     0.920680     0.458682
      141.680     0.507351     0.862696     0.437690
      141.900     0.513416     0.932229     0.478622
      142.120     0.526269     0.937222     0.493231
      142.340     0.534300     0.948218     0.506633
      142.560     0.544714     0.930295     0.506745
      142.780     0.548022     0.853886     0.467949
      143.000     0.557794     0.558118     0.311315
      143.220     0.571432     0.325003     0.185717
      143.440     0.583560     0.877782     0.512239
      143.660     0.592874     0.870213     0.515927
      143.880     0.600092     0.817670     0.490677
      144.100     0.605832     0.672208     0.407245
      144.320     0.612241    0.0415692    0.0254503
      144.540     0.606134      0.00000      0.00000
      144.760     0.614483     0.321351     0.197465
      144.980     0.618998     0.704306     0.435964
      145.200     0.617026     0.747878     0.461460
      145.420     0.624611     0.879172     0.549141
      145.640     0.629216     0.896748     0.564248
      145.860     0.631015     0.895995     0.565386
      146.080     0.632457     0.523805     0.331284
      146.300     0.628069     0.796646     0.500349
      146.520     0.633830     0.601546     0.381278
      146.740     0.639200    0.0919308    0.0587622
      146.960     0.642290      0.00000      0.00000
      147.180     0.651507     0.311422     0.202894
      147.400     0.650417     0.660129     0.429359
      147.620     0.651975     0.795972     0.518954
      147.840     0.657223     0.860631     0.565627
      148.060     0.656093     0.927505     0.608529
      148.280     0.649367     0.937304     0.608655
      148.500     0.650164     0.900501     0.585473
      148.720     0.650329     0.102339    0.0665544
      148.940     0.652236     0.918497     0.599077
      149.160     0.660136     0.315546     0.208303
      149.380     0.667171     0.976740     0.651653
      149.600     0.670512     0.979986     0.657093
      149.820     0.675818     0.981115     0.663055
      150.040     0.676898     0.983536     0.665753
      150.260     0.676549     0.983635     0.665477
      150.480     0.675306     0.983520     0.664177
      150.700     0.673752     0.975482     0.657233
      150.920     0.668080     0.893084     0.596652
      151.140     0.667431     0.330356     0.220490
      151.360     0.665347     0.969733     0.645209
      151.580     0.671944     0.937657     0.630053
      151.800     0.679349     0.947442     0.643644
      152.020     0.680994     0.941202     0.640953
      152.240     0.686341     0.937353     0.643344
      152.460     0.685940     0.555828     0.381264
      152.680     0.690873     0.977797     0.675534
      152.900     0.692027     0.967965     0.669858
      153.120     0.698269     0.972819     0.679289
      153.340     0.701491     0.970460     0.680769
      153.560     0.695896     0.142679    0.0992896
      153.780     0.701159     0.928095     0.650742
      154.000     0.702115     0.939611     0.659715
      154.220     0.701170     0.384581     0.269657
      154.440     0.699711     0.887742     0.621163
      154.660     0.696039     0.903562     0.628914
      154.880     0.694665     0.865937     0.601536
      155.100     0.694780     0.816584     0.567346
      155.320     0.699838     0.714085     0.499744
      155.540     0.704545    0.0579444    0.0408245
      155.760     0.712846     0.277809     0.198035
      155.980     0.720289    0.0136152   0.00980689
      156.200     0.719516      0.00000      0.00000
      156.420     0.726025   0.00745291   0.00541100
      156.640     0.725187     0.308705     0.223869
      156.860     0.723936     0.589243     0.426574
      157.080     0.720157     0.711966     0.512727
      157.300     0.714701     0.791453     0.565652
      157.520     0.705854     0.851195     0.600819
      157.740     0.707096     0.883764     0.624906
      157.960     0.702243     0.892179     0.626527
      158.180     0.712219     0.855478     0.609288
      158.400     0.714775     0.834510     0.596486
      158.620     0.719555     0.904088     0.650541
      158.840     0.723485     0.895583     0.647941
      159.060     0.728673     0.619297     0.451265
      159.280     0.725336     0.829555     0.601706
      159.500     0.725595     0.767753     0.557078
      159.720     0.721223    0.0233618    0.0168491
      159.940     0.721894     0.519091     0.374729
      160.160     0.718252     0.172489     0.123891
      160.380     0.718013      0.00000      0.00000
      160.600     0.716686      0.00000      0.00000
      160.820     0.720070     0.125282    0.0902116
      161.040     0.720467     0.490465     0.353364
      161.260     0.720019     0.465094     0.334876
      161.480     0.720023     0.795388     0.572698
      161.700     0.717826     0.848376     0.608986
      161.920     0.713723     0.804806     0.574408
      162.140     0.714268     0.907514     0.648208
      162.360     0.712788     0.922837     0.657787
      162.580     0.713723     0.867518     0.619168
      162.800     0.716816     0.924819     0.662925
      163.020     0.715928     0.945908     0.677202
      163.240     0.720764     0.955605     0.688766
      163.460     0.721176     0.836618     0.603348
      163.680     0.715234     0.956659     0.684235
      163.900     0.708540     0.955486     0.677001
      164.120     0.698147     0.205448     0.143433
      164.340     0.689347     0.949026     0.654208
      164.560     0.684400     0.937537     0.641650
      164.780     0.676525     0.889520     0.601783
      165.000     0.666501    0.0213603    0.0142366
      165.220     0.665633     0.674302     0.448837
      165.440     0.664709  5.67875e-05  3.77472e-05
      165.660     0.666720     0.772359     0.514947
      165.880     0.669821     0.844551     0.565698
      166.100     0.672360     0.831155     0.558835
      166.320     0.672275     0.619191     0.416267
      166.540     0.670555     0.444752     0.298231
      166.760     0.659907  8.50247e-05  5.61084e-05
      166.980     0.648509      0.00000      0.00000
      167.200     0.639135     0.140091    0.0895370
      167.420     0.630527     0.631114     0.397934
      167.640     0.616137     0.794076     0.489259
      167.860     0.604746     0.856149     0.517753
      168.080     0.600834     0.876484     0.526621
      168.300     0.593657     0.897464     0.532786
      168.520     0.584317     0.566148     0.330810
      168.740     0.578403     0.704677     0.407587
      168.960     0.570093     0.894166     0.509758
      169.180     0.559845     0.860348     0.481661
      169.400     0.548678     0.829111     0.454915
      169.620     0.537741     0.620926     0.333897
      169.840     0.526298     0.513518     0.270263
      170.060     0.519859   0.00331588   0.00172379
      170.280     0.512439     0.125322    0.0642198
      170.500     0.504089     0.100503    0.0506625
      170.720     0.496814     0.721775     0.358588
      170.940     0.487222     0.706645     0.344293
      171.160     0.474882    0.0572411    0.0271828
      171.380     0.463921     0.765310     0.355043
      171.600     0.452363     0.792163     0.358345
      171.820     0.439423     0.765197     0.336245
      172.040     0.425823     0.356065     0.151621
      172.260     0.409222     0.711879     0.291316
      172.480     0.394911     0.691523     0.273090
      172.700     0.384368     0.638582     0.245450
      172.920     0.374627     0.570870     0.213863
      173.140     0.365313     0.480743     0.175622
      173.360     0.355787     0.367571     0.130777
      173.580     0.347770     0.235622    0.0819422
      173.800     0.341903     0.103033    0.0352273
      174.020     0.333391    0.0158035   0.00526873
      174.240     0.325963      0.00000      0.00000
      174.460     0.316413      0.00000      0.00000
      174.680     0.303278      0.00000      0.00000
      174.900     0.293014      0.00000      0.00000
      175.120     0.280829   0.00165548  0.000464906
      175.340     0.270032    0.0444881    0.0120132
      175.560     0.255709     0.150148    0.0383942
      175.780     0.244692     0.238248    0.0582975
      176.000     0.236199     0.366168    0.0864885
      176.220     0.229028     0.379926    0.0870138
      176.440     0.222432     0.434767    0.0967063
      176.660     0.217594     0.441048    0.0959694
      176.880     0.211913     0.521590     0.110532
      177.100     0.205366     0.331097    0.0679960
      177.320     0.199483     0.500926    0.0999262
      177.540     0.192677     0.463686    0.0893415
      177.760     0.185572     0.408190    0.0757484
      177.980     0.178400     0.331370    0.0591163
      178.200     0.171274     0.245904    0.0421169
      178.420     0.163981     0.128567    0.0210825
      178.640     0.157190    0.0556778   0.00875202
      178.860     0.150582   0.00674521   0.00101571
      179.080     0.144304      0.00000      0.00000
      179.300     0.138652      0.00000      0.00000
      179.520     0.132485      0.00000      0.00000
      179.740     0.128551      0.00000      0.00000
      179.960     0.124710      0.00000      0.00000
      180.180     0.119820      0.00000      0.00000
      180.400     0.114417      0.00000      0.00000
      180.620     0.109747      0.00000      0.00000
      180.840     0.105602  0.000732132  7.73146e-05
      181.060     0.101051    0.0125054   0.00126368
      181.280    0.0966670     0.137189    0.0132616
      181.500    0.0928443     0.252154    0.0234111
      181.720    0.0892436    0.0268700   0.00239798
      181.940    0.0858699     0.422432    0.0362742
      182.160    0.0826927     0.518806    0.0429015
      182.380    0.0803573     0.589340    0.0473578
      182.600    0.0783440     0.559337    0.0438207
      182.820    0.0758363     0.692639    0.0525272
      183.040    0.0736601     0.725504    0.0534407
      183.260    0.0709756     0.741783    0.0526485
      183.480    0.0679285     0.601850    0.0408828
      183.700    0.0650049     0.735846    0.0478336
      183.920    0.0623070     0.802408    0.0499957
      184.140    0.0590120     0.819654    0.0483694
      184.360    0.0562274     0.790480    0.0444466
      184.580    0.0540708     0.819848    0.0443299
      184.800    0.0518767     0.841146    0.0436359
      185.020    0.0496362     0.842019    0.0417946
      185.240    0.0478124     0.830626    0.0397143
      185.460    0.0461711     0.806414    0.0372330
      185.680    0.0448968     0.805409    0.0361603
      185.900    0.0438814     0.771622    0.0338598
      186.120    0.0429665     0.714158    0.0306849
      186.340    0.0419905     0.601130    0.0252417
      186.560    0.0412705     0.350718    0.0144743
      186.780    0.0401213    0.0922348   0.00370058
      187.000    0.0383365      0.00000      0.00000
      187.220    0.0368627      0.00000      0.00000
      187.440    0.0356449    0.0905487   0.00322760
      187.660    0.0342528     0.398281    0.0136422
      187.880    0.0328632     0.589134    0.0193608
      188.100    0.0314476     0.622815    0.0195861
      188.320    0.0303646  6.70344e-05  2.03547e-06
      188.540    0.0293080     0.512910    0.0150324
      188.760    0.0284454     0.810224    0.0230472
      188.980    0.0276035     0.860018    0.0237395
      189.200    0.0268029     0.888997    0.0238277
      189.420    0.0262316     0.833845    0.0218731
      189.640    0.0258041     0.374137   0.00965427
      189.860    0.0252777     0.713579    0.0180376
      190.080    0.0245441     0.820891    0.0201481
      190.300    0.0238462     0.908405    0.0216620
      190.520    0.0232819     0.925948    0.0215579
      190.740    0.0225229     0.956729    0.0215483
      190.960    0.0217428     0.960066    0.0208745
      191.180    0.0210742     0.953163    0.0200871
      191.400    0.0205003     0.928513    0.0190348
      191.620    0.0199767     0.964567    0.0192689
      191.840    0.0195285     0.974211    0.0190249
      192.060    0.0190350     0.972030    0.0185025
      192.280    0.0185905     0.967292    0.0179824
      192.500    0.0181828     0.921974    0.0167640
      192.720    0.0176599     0.974331    0.0172066
      192.940    0.0171344     0.980856    0.0168064
      193.160    0.0165902     0.983912    0.0163233
      193.380    0.0160384     0.983759    0.0157780
      193.600    0.0155011     0.962159    0.0149145
      193.820    0.0150400     0.980213    0.0147424
      194.040    0.0144657     0.969077    0.0140183
      194.260    0.0139056     0.883871    0.0122908
      194.480    0.0134463     0.509157   0.00684628
      194.700    0.0130798     0.947505    0.0123932
      194.920    0.0127850     0.975079    0.0124664
      195.140    0.0126220     0.972104    0.0122699
      195.360    0.0124761     0.975738    0.0121734
      195.580    0.0122518     0.937852    0.0114904
      195.800    0.0120883     0.402128   0.00486105
      196.020    0.0120186     0.878992    0.0105642
      196.240    0.0119201     0.917753    0.0109397
      196.460    0.0117362     0.555663   0.00652138
      196.680    0.0114624     0.572296   0.00655987
      196.900    0.0111666     0.917256    0.0102426
      197.120    0.0108802     0.967592    0.0105276
      197.340    0.0105394     0.961704    0.0101357
      197.560    0.0101812     0.968188   0.00985732
      197.780   0.00983431     0.967658   0.00951625
      198.000   0.00948791     0.988313   0.00937703
      198.220   0.00908934     0.966533   0.00878515
      198.440   0.00869395     0.993812   0.00864015
      198.660   0.00842876     0.993607   0.00837487
      198.880   0.00820618     0.912249   0.00748609
      199.100   0.00799852     0.980002   0.00783856
      199.320   0.00782509     0.996681   0.00779912
      199.540   0.00772953     0.999469   0.00772543
      199.760   0.00754109      1.00000   0.00754109
      199.980   0.00717478     0.998688   0.00716536
      200.200   0.00716002     0.994573   0.00712116
      200.420   0.00739006     0.985757   0.00728480
      200.640   0.00753722     0.975781   0.00735468
      200.860   0.00764571     0.950176   0.00726477
      201.080   0.00772159     0.902321   0.00696736
      201.300   0.00777026     0.989073   0.00768536
      201.520   0.00772379     0.985908   0.00761494
      201.740   0.00760270     0.944179   0.00717831
      201.960   0.00747103     0.949454   0.00709340
      202.180   0.00733426     0.600642   0.00440527
      202.400   0.00721712     0.642587   0.00463762
      202.620   0.00713839     0.947855   0.00676616
      202.840   0.00706722     0.973464   0.00687969
      203.060   0.00701951     0.979318   0.00687434
      203.280   0.00698843     0.973751   0.00680499
      203.500   0.00695774     0.963161   0.00670142
      203.720   0.00699477     0.939373   0.00657070
      203.940   0.00706449     0.868823   0.00613779
      204.160   0.00711396     0.578624   0.00411631
      204.380   0.00714845      0.00000      0.00000
      204.600   0.00708101     0.536670   0.00380016
      204.820   0.00677467     0.860664   0.00583072
      205.040   0.00649382     0.935214   0.00607311
      205.260   0.00624500     0.960157   0.00599618
      205.480   0.00599440     0.971876   0.00582582
      205.700   0.00579867     0.922407   0.00534874
      205.920   0.00565571     0.971014   0.00549177
      206.140   0.00550171     0.984142   0.00541446
      206.360   0.00538039     0.986549   0.00530802
      206.580   0.00528138     0.985013   0.00520223
      206.800   0.00516346     0.943236   0.00487036
      207.020   0.00504467     0.978911   0.00493829
      207.240   0.00493807     0.975773   0.00481843
      207.460   0.00482222     0.961097   0.00463462
      207.680   0.00469948     0.922612   0.00433580
      207.900   0.00460644     0.904019   0.00416431
      208.120   0.00453329     0.647720   0.00293630
      208.340   0.00442667     0.700558   0.00310114
      208.560   0.00427978     0.955473   0.00408922
      208.780   0.00414825     0.940607   0.00390187
      209.000   0.00413314     0.950076   0.00392680
      209.220   0.00412489     0.927543   0.00382601
      209.440   0.00410080     0.878426   0.00360225
      209.660   0.00410308     0.901451   0.00369873
      209.880   0.00412385     0.888991   0.00366606
      210.100   0.00408112     0.834230   0.00340460
      210.320   0.00401794     0.638207   0.00256428
