# Units:
#  "lambda" is in Angstroms
#  "pass" is the contribution to the detector signal per photon
# 
# Bandpass Name(s): W4
# 
# Instrument: WISE
# 
# Determined by: WISE team
# 
# Date of determination: sometime before 2009-Aug-04
# 
# Meaning of/Reason for default column: Only column available
# 
# Notes:
#  Obtained from the web site
#   http://www.astro.ucla.edu/~wright/WISE/passbands.html
# 
# Mike Blanton, NYU 2011-Apr-11
|    lambda |      pass |    unc |
|   80800.0 | 2.943e-07 |   76.0 |
|   80900.0 | 2.773e-07 |   76.0 |
|   81000.0 | 2.773e-07 |   76.0 |
|   81100.0 | 2.733e-07 |   76.0 |
|   81200.0 |  2.59e-07 |   77.0 |
|   81300.0 | 2.574e-07 |   77.0 |
|   81400.0 | 2.732e-07 |   77.0 |
|   81500.0 |  2.64e-07 |   78.0 |
|   81600.0 | 2.732e-07 |   79.0 |
|   81700.0 | 2.861e-07 |   79.0 |
|   81800.0 | 3.023e-07 |   80.0 |
| 81899.992 | 3.227e-07 |   81.0 |
|   82000.0 | 3.462e-07 |   83.0 |
|   82100.0 | 3.789e-07 |   85.0 |
|   82200.0 | 4.236e-07 |   88.0 |
| 82299.992 | 4.805e-07 |   91.0 |
|   82400.0 | 5.784e-07 |   97.0 |
|   82500.0 | 6.442e-07 |  105.0 |
|   82600.0 | 7.581e-07 |  114.0 |
| 82700.008 | 9.414e-07 |  125.0 |
|   82800.0 |  1.01e-06 |  138.0 |
|   82900.0 | 1.199e-06 |  163.0 |
|   83000.0 | 1.465e-06 |  194.0 |
| 83100.008 | 9.788e-08 |   87.0 |
|   83200.0 | 8.156e-08 |   86.0 |
|   83300.0 | 7.693e-08 |   83.0 |
|   83400.0 | 6.748e-08 |   82.0 |
|   83500.0 |  6.59e-08 |   82.0 |
|   83600.0 | 6.708e-08 |   82.0 |
|   83700.0 | 6.291e-08 |   82.0 |
|   83800.0 | 6.179e-08 |   82.0 |
|   83900.0 |  6.28e-08 |   82.0 |
|   84000.0 | 5.972e-08 |   81.0 |
|   84100.0 | 5.438e-08 |   81.0 |
|   84200.0 | 5.155e-08 |   80.0 |
|   84300.0 | 4.837e-08 |   80.0 |
| 84399.992 | 4.732e-08 |   79.0 |
|   84500.0 | 4.504e-08 |   78.0 |
|   84600.0 | 4.131e-08 |   78.0 |
|   84700.0 | 3.957e-08 |   78.0 |
| 84799.992 | 3.882e-08 |   78.0 |
|   84900.0 | 3.827e-08 |   78.0 |
|   85000.0 | 3.783e-08 |   78.0 |
|   85100.0 | 3.798e-08 |   78.0 |
| 85200.008 | 3.933e-08 |   78.0 |
|   85300.0 | 3.842e-08 |   78.0 |
|   85400.0 | 4.065e-08 |   78.0 |
|   85500.0 | 3.997e-08 |   78.0 |
| 85600.008 | 4.201e-08 |   78.0 |
|   85700.0 | 4.137e-08 |   78.0 |
|   85800.0 | 4.199e-08 |   79.0 |
|   85900.0 | 4.281e-08 |   79.0 |
|   86000.0 | 4.354e-08 |   79.0 |
|   86100.0 | 4.438e-08 |   79.0 |
|   86200.0 | 4.647e-08 |   79.0 |
|   86300.0 | 4.711e-08 |   79.0 |
|   86400.0 | 4.757e-08 |   79.0 |
|   86500.0 | 4.705e-08 |   79.0 |
|   86600.0 | 4.866e-08 |   79.0 |
|   86700.0 |  4.98e-08 |   79.0 |
|   86800.0 |  5.08e-08 |   79.0 |
| 86899.992 | 5.187e-08 |   80.0 |
|   87000.0 | 5.273e-08 |   79.0 |
|   87100.0 | 5.314e-08 |   80.0 |
|   87200.0 | 5.399e-08 |   79.0 |
| 87299.992 | 5.461e-08 |   79.0 |
|   87400.0 | 5.296e-08 |   80.0 |
|   87500.0 | 5.432e-08 |   79.0 |
|   87600.0 | 5.489e-08 |   79.0 |
| 87700.008 | 5.433e-08 |   80.0 |
|   87800.0 | 5.554e-08 |   79.0 |
|   87900.0 | 5.681e-08 |   79.0 |
|   88000.0 | 5.856e-08 |   80.0 |
| 88100.008 | 6.181e-08 |   79.0 |
|   88200.0 | 6.357e-08 |   80.0 |
|   88300.0 |  6.38e-08 |   80.0 |
|   88400.0 | 6.494e-08 |   80.0 |
|   88500.0 | 6.808e-08 |   79.0 |
|   88600.0 | 6.811e-08 |   79.0 |
|   88700.0 | 6.995e-08 |   79.0 |
|   88800.0 | 7.189e-08 |   79.0 |
|   88900.0 | 7.434e-08 |   79.0 |
|   89000.0 | 7.918e-08 |   79.0 |
|   89100.0 | 8.123e-08 |   79.0 |
|   89200.0 | 8.514e-08 |   79.0 |
|   89300.0 | 8.804e-08 |   79.0 |
| 89399.992 | 9.019e-08 |   79.0 |
|   89500.0 |  9.39e-08 |   79.0 |
|   89600.0 | 9.614e-08 |   79.0 |
|   89700.0 | 9.898e-08 |   79.0 |
| 89799.992 |  1.01e-07 |   79.0 |
|   89900.0 | 1.019e-07 |   79.0 |
|   90000.0 | 1.004e-07 |   79.0 |
|   90100.0 | 1.043e-07 |   79.0 |
| 90200.008 |  1.08e-07 |   78.0 |
|   90300.0 | 1.088e-07 |   79.0 |
|   90400.0 | 1.077e-07 |   79.0 |
|   90500.0 |  1.11e-07 |   78.0 |
| 90600.008 | 1.126e-07 |   79.0 |
|   90700.0 | 1.141e-07 |   78.0 |
|   90800.0 | 1.149e-07 |   78.0 |
|   90900.0 | 1.158e-07 |   78.0 |
|   91000.0 | 1.162e-07 |   79.0 |
|   91100.0 | 1.158e-07 |   78.0 |
|   91200.0 | 1.151e-07 |   78.0 |
|   91300.0 | 1.162e-07 |   78.0 |
|   91400.0 | 1.128e-07 |   78.0 |
|   91500.0 |  1.12e-07 |   78.0 |
|   91600.0 | 1.122e-07 |   78.0 |
|   91700.0 | 1.114e-07 |   78.0 |
|   91800.0 | 1.117e-07 |   78.0 |
| 91899.992 | 1.095e-07 |   78.0 |
|   92000.0 | 1.061e-07 |   77.0 |
|   92100.0 | 1.002e-07 |   77.0 |
|   92200.0 | 9.912e-08 |   77.0 |
| 92299.992 | 9.508e-08 |   77.0 |
|   92400.0 | 8.822e-08 |   77.0 |
|   92500.0 | 8.416e-08 |   76.0 |
|   92600.0 | 8.156e-08 |   76.0 |
| 92700.008 | 7.926e-08 |   76.0 |
|   92800.0 | 7.475e-08 |   76.0 |
|   92900.0 |  7.31e-08 |   76.0 |
|   93000.0 | 7.218e-08 |   75.0 |
| 93100.008 | 7.035e-08 |   75.0 |
|   93200.0 | 6.856e-08 |   75.0 |
|   93300.0 | 6.598e-08 |   75.0 |
|   93400.0 |   6.6e-08 |   75.0 |
|   93500.0 | 6.514e-08 |   75.0 |
|   93600.0 | 6.326e-08 |   75.0 |
|   93700.0 |  6.19e-08 |   75.0 |
|   93800.0 | 6.121e-08 |   74.0 |
|   93900.0 | 6.056e-08 |   74.0 |
|   94000.0 | 5.991e-08 |   74.0 |
|   94100.0 | 5.928e-08 |   74.0 |
|   94200.0 | 5.868e-08 |   74.0 |
|   94300.0 | 5.809e-08 |   74.0 |
| 94399.992 | 5.759e-08 |   73.0 |
|   94500.0 | 5.715e-08 |   73.0 |
|   94600.0 | 5.633e-08 |   73.0 |
|   94700.0 | 5.573e-08 |   73.0 |
| 94799.992 | 5.489e-08 |   73.0 |
|   94900.0 | 5.421e-08 |   73.0 |
|   95000.0 | 5.333e-08 |   72.0 |
|   95100.0 | 5.278e-08 |   72.0 |
| 95200.008 | 5.212e-08 |   72.0 |
|   95300.0 | 5.134e-08 |   72.0 |
|   95400.0 | 5.096e-08 |   72.0 |
|   95500.0 |  5.05e-08 |   72.0 |
| 95600.008 | 5.015e-08 |   71.0 |
|   95700.0 | 4.905e-08 |   71.0 |
|   95800.0 | 5.007e-08 |   71.0 |
|   95900.0 |  4.98e-08 |   71.0 |
|   96000.0 |  4.88e-08 |   71.0 |
|   96100.0 | 4.853e-08 |   70.0 |
|   96200.0 | 4.819e-08 |   70.0 |
|   96300.0 | 4.796e-08 |   70.0 |
|   96400.0 | 4.816e-08 |   70.0 |
|   96500.0 |  4.78e-08 |   70.0 |
|   96600.0 | 4.869e-08 |   70.0 |
|   96700.0 | 4.902e-08 |   69.0 |
|   96800.0 | 4.892e-08 |   69.0 |
| 96899.992 | 4.817e-08 |   69.0 |
|   97000.0 | 4.787e-08 |   69.0 |
|   97100.0 | 4.828e-08 |   69.0 |
|   97200.0 | 4.763e-08 |   69.0 |
| 97299.992 | 4.694e-08 |   69.0 |
|   97400.0 | 4.662e-08 |   68.0 |
|   97500.0 | 4.641e-08 |   68.0 |
|   97600.0 | 4.703e-08 |   68.0 |
| 97700.008 |  4.71e-08 |   68.0 |
|   97800.0 | 4.675e-08 |   68.0 |
|   97900.0 | 4.675e-08 |   68.0 |
|   98000.0 | 4.681e-08 |   67.0 |
| 98100.008 | 4.666e-08 |   67.0 |
|   98200.0 | 4.657e-08 |   67.0 |
|   98300.0 | 4.647e-08 |   67.0 |
|   98400.0 | 4.666e-08 |   67.0 |
|   98500.0 | 4.681e-08 |   66.0 |
|   98600.0 | 4.671e-08 |   66.0 |
|   98700.0 | 4.615e-08 |   66.0 |
|   98800.0 | 4.608e-08 |   66.0 |
|   98900.0 | 4.638e-08 |   66.0 |
|   99000.0 |  4.61e-08 |   66.0 |
|   99100.0 | 4.573e-08 |   65.0 |
|   99200.0 | 4.655e-08 |   65.0 |
|   99300.0 | 4.646e-08 |   65.0 |
| 99399.992 | 4.645e-08 |   65.0 |
|   99500.0 | 4.637e-08 |   65.0 |
|   99600.0 | 4.661e-08 |   64.0 |
|   99700.0 | 4.669e-08 |   64.0 |
| 99799.992 | 4.664e-08 |   64.0 |
|   99900.0 | 4.633e-08 |   64.0 |
|  100000.0 | 4.639e-08 |   64.0 |
|  100100.0 | 4.647e-08 |   64.0 |
| 100200.01 | 4.666e-08 |   64.0 |
|  100300.0 | 4.677e-08 |   64.0 |
|  100400.0 | 4.698e-08 |   63.0 |
|  100500.0 |  4.72e-08 |   63.0 |
| 100600.01 | 4.712e-08 |   63.0 |
|  100700.0 | 4.712e-08 |   63.0 |
|  100800.0 | 4.699e-08 |   63.0 |
|  100900.0 | 4.611e-08 |   63.0 |
|  101000.0 | 4.696e-08 |   62.0 |
|  101100.0 | 4.649e-08 |   62.0 |
|  101200.0 |  4.63e-08 |   62.0 |
|  101300.0 | 4.605e-08 |   62.0 |
|  101400.0 | 4.584e-08 |   62.0 |
|  101500.0 | 4.572e-08 |   62.0 |
|  101600.0 | 4.537e-08 |   62.0 |
|  101700.0 | 4.509e-08 |   62.0 |
|  101800.0 | 4.491e-08 |   62.0 |
| 101899.99 | 4.482e-08 |   61.0 |
|  102000.0 | 4.459e-08 |   61.0 |
|  102100.0 | 4.448e-08 |   61.0 |
|  102200.0 | 4.427e-08 |   61.0 |
| 102299.99 | 4.438e-08 |   61.0 |
|  102400.0 | 4.394e-08 |   61.0 |
|  102500.0 | 4.382e-08 |   61.0 |
|  102600.0 | 4.382e-08 |   61.0 |
| 102700.01 | 4.335e-08 |   61.0 |
|  102800.0 | 4.318e-08 |   61.0 |
|  102900.0 | 4.299e-08 |   61.0 |
|  103000.0 |  4.32e-08 |   61.0 |
| 103100.01 | 4.349e-08 |   60.0 |
|  103200.0 | 4.369e-08 |   60.0 |
|  103300.0 | 4.388e-08 |   60.0 |
|  103400.0 | 4.408e-08 |   60.0 |
|  103500.0 | 4.428e-08 |   60.0 |
|  103600.0 | 4.505e-08 |   60.0 |
|  103700.0 | 4.555e-08 |   60.0 |
|  103800.0 | 4.542e-08 |   60.0 |
|  103900.0 | 4.516e-08 |   60.0 |
|  104000.0 | 4.465e-08 |   60.0 |
|  104100.0 | 4.444e-08 |   60.0 |
|  104200.0 | 4.454e-08 |   60.0 |
|  104300.0 | 4.438e-08 |   60.0 |
| 104399.99 | 4.413e-08 |   60.0 |
|  104500.0 | 4.394e-08 |   59.0 |
|  104600.0 | 4.404e-08 |   59.0 |
|  104700.0 | 4.404e-08 |   60.0 |
| 104799.99 | 4.324e-08 |   60.0 |
|  104900.0 | 4.386e-08 |   59.0 |
|  105000.0 | 4.434e-08 |   59.0 |
|  105100.0 | 4.444e-08 |   59.0 |
| 105200.01 | 4.466e-08 |   59.0 |
|  105300.0 | 4.514e-08 |   59.0 |
|  105400.0 | 4.544e-08 |   59.0 |
|  105500.0 | 4.568e-08 |   59.0 |
| 105600.01 | 4.534e-08 |   59.0 |
|  105700.0 | 4.504e-08 |   59.0 |
|  105800.0 | 4.506e-08 |   59.0 |
|  105900.0 | 4.498e-08 |   59.0 |
|  106000.0 | 4.481e-08 |   59.0 |
|  106100.0 | 4.474e-08 |   59.0 |
|  106200.0 | 4.457e-08 |   59.0 |
|  106300.0 | 4.438e-08 |   59.0 |
|  106400.0 | 4.472e-08 |   59.0 |
|  106500.0 | 4.441e-08 |   59.0 |
|  106600.0 | 4.409e-08 |   59.0 |
|  106700.0 | 4.385e-08 |   59.0 |
|  106800.0 | 4.371e-08 |   58.0 |
| 106899.99 | 4.344e-08 |   58.0 |
|  107000.0 | 4.325e-08 |   58.0 |
|  107100.0 | 4.301e-08 |   58.0 |
|  107200.0 | 4.273e-08 |   58.0 |
| 107299.99 | 4.267e-08 |   58.0 |
|  107400.0 | 4.268e-08 |   58.0 |
|  107500.0 | 4.269e-08 |   58.0 |
|  107600.0 | 4.229e-08 |   58.0 |
| 107700.01 | 4.196e-08 |   58.0 |
|  107800.0 | 4.232e-08 |   58.0 |
|  107900.0 | 4.232e-08 |   58.0 |
|  108000.0 |  4.22e-08 |   58.0 |
| 108100.01 | 4.202e-08 |   58.0 |
|  108200.0 | 4.192e-08 |   58.0 |
|  108300.0 | 4.144e-08 |   58.0 |
|  108400.0 | 4.154e-08 |   58.0 |
|  108500.0 | 4.181e-08 |   58.0 |
|  108600.0 | 4.204e-08 |   58.0 |
|  108700.0 | 4.208e-08 |   58.0 |
|  108800.0 | 4.197e-08 |   58.0 |
|  108900.0 |   4.2e-08 |   58.0 |
|  109000.0 | 4.208e-08 |   58.0 |
|  109100.0 | 4.277e-08 |   58.0 |
|  109200.0 | 4.306e-08 |   58.0 |
|  109300.0 | 4.324e-08 |   58.0 |
| 109399.99 | 4.362e-08 |   58.0 |
|  109500.0 | 4.412e-08 |   58.0 |
|  109600.0 | 4.456e-08 |   58.0 |
|  109700.0 | 4.503e-08 |   58.0 |
| 109799.99 | 4.555e-08 |   58.0 |
|  109900.0 | 4.625e-08 |   58.0 |
|  110000.0 |  4.73e-08 |   58.0 |
|  110100.0 | 4.849e-08 |   58.0 |
| 110200.01 | 4.969e-08 |   58.0 |
|  110300.0 | 5.088e-08 |   58.0 |
|  110400.0 | 5.297e-08 |   58.0 |
|  110500.0 | 5.553e-08 |   59.0 |
| 110600.01 | 5.827e-08 |   59.0 |
|  110700.0 | 6.148e-08 |   59.0 |
|  110800.0 | 6.501e-08 |   59.0 |
|  110900.0 | 6.963e-08 |   59.0 |
|  111000.0 | 7.481e-08 |   60.0 |
|  111100.0 | 4.757e-08 |   99.0 |
|  111200.0 | 4.302e-08 |   89.0 |
|  111300.0 | 3.848e-08 |   80.0 |
|  111400.0 | 3.302e-08 |   77.0 |
|  111500.0 | 2.952e-08 |   73.0 |
|  111600.0 | 2.642e-08 |   69.0 |
|  111700.0 | 2.377e-08 |   67.0 |
|  111800.0 | 2.112e-08 |   65.0 |
| 111899.99 | 1.896e-08 |   64.0 |
|  112000.0 |  1.75e-08 |   62.0 |
|  112100.0 | 1.614e-08 |   61.0 |
|  112200.0 | 1.493e-08 |   60.0 |
| 112299.99 | 1.392e-08 |   60.0 |
|  112400.0 | 1.321e-08 |   59.0 |
|  112500.0 | 1.243e-08 |   59.0 |
|  112600.0 | 1.178e-08 |   59.0 |
| 112700.01 | 1.103e-08 |   59.0 |
|  112800.0 | 1.065e-08 |   59.0 |
|  112900.0 | 1.055e-08 |   58.0 |
|  113000.0 | 1.027e-08 |   58.0 |
| 113100.01 | 1.003e-08 |   58.0 |
|  113200.0 | 9.637e-09 |   58.0 |
|  113300.0 | 9.575e-09 |   58.0 |
|  113400.0 | 9.545e-09 |   58.0 |
|  113500.0 | 9.629e-09 |   58.0 |
|  113600.0 | 9.669e-09 |   58.0 |
|  113700.0 | 9.652e-09 |   58.0 |
|  113800.0 | 9.525e-09 |   58.0 |
|  113900.0 |  9.73e-09 |   58.0 |
|  114000.0 | 9.911e-09 |   58.0 |
|  114100.0 | 9.989e-09 |   59.0 |
|  114200.0 | 1.017e-08 |   58.0 |
|  114300.0 | 1.026e-08 |   59.0 |
| 114399.99 | 1.044e-08 |   58.0 |
|  114500.0 | 1.052e-08 |   59.0 |
|  114600.0 | 1.074e-08 |   58.0 |
|  114700.0 | 1.097e-08 |   58.0 |
| 114799.99 | 1.107e-08 |   58.0 |
|  114900.0 | 1.117e-08 |   59.0 |
|  115000.0 | 1.136e-08 |   59.0 |
|  115100.0 | 1.161e-08 |   59.0 |
| 115200.01 | 1.182e-08 |   59.0 |
|  115300.0 |   1.2e-08 |   59.0 |
|  115400.0 | 1.209e-08 |   59.0 |
|  115500.0 |  1.23e-08 |   59.0 |
| 115600.01 | 1.241e-08 |   59.0 |
|  115700.0 | 1.251e-08 |   59.0 |
|  115800.0 | 1.281e-08 |   59.0 |
|  115900.0 | 1.298e-08 |   59.0 |
|  116000.0 | 1.316e-08 |   59.0 |
|  116100.0 | 1.335e-08 |   59.0 |
|  116200.0 | 1.358e-08 |   59.0 |
|  116300.0 | 1.386e-08 |   59.0 |
|  116400.0 |   1.4e-08 |   59.0 |
|  116500.0 | 1.431e-08 |   59.0 |
|  116600.0 | 1.468e-08 |   59.0 |
|  116700.0 | 1.494e-08 |   59.0 |
|  116800.0 | 1.526e-08 |   59.0 |
| 116899.99 | 1.554e-08 |   59.0 |
|  117000.0 | 1.587e-08 |   59.0 |
|  117100.0 | 1.624e-08 |   59.0 |
|  117200.0 | 1.662e-08 |   59.0 |
| 117299.99 | 1.693e-08 |   59.0 |
|  117400.0 | 1.715e-08 |   59.0 |
|  117500.0 | 1.753e-08 |   59.0 |
|  117600.0 | 1.788e-08 |   59.0 |
| 117700.01 | 1.808e-08 |   59.0 |
|  117800.0 | 1.838e-08 |   59.0 |
|  117900.0 | 1.877e-08 |   59.0 |
|  118000.0 | 1.915e-08 |   59.0 |
| 118100.01 | 1.971e-08 |   59.0 |
|  118200.0 | 2.004e-08 |   60.0 |
|  118300.0 | 2.048e-08 |   59.0 |
|  118400.0 |  2.09e-08 |   59.0 |
|  118500.0 | 2.129e-08 |   60.0 |
|  118600.0 | 2.162e-08 |   59.0 |
|  118700.0 | 2.182e-08 |   60.0 |
|  118800.0 | 2.244e-08 |   60.0 |
|  118900.0 | 2.309e-08 |   60.0 |
|  119000.0 | 2.345e-08 |   60.0 |
|  119100.0 | 2.378e-08 |   60.0 |
|  119200.0 | 2.419e-08 |   60.0 |
|  119300.0 | 2.443e-08 |   60.0 |
| 119399.99 | 2.436e-08 |   60.0 |
|  119500.0 | 2.467e-08 |   60.0 |
|  119600.0 | 2.499e-08 |   60.0 |
|  119700.0 |  2.53e-08 |   60.0 |
| 119799.99 | 2.552e-08 |   60.0 |
|  119900.0 | 2.584e-08 |   60.0 |
|  120000.0 | 2.607e-08 |   60.0 |
|  120100.0 | 2.671e-08 |   60.0 |
| 120200.01 | 2.687e-08 |   60.0 |
|  120300.0 | 2.687e-08 |   60.0 |
|  120400.0 | 2.629e-08 |   60.0 |
|  120500.0 | 2.642e-08 |   60.0 |
| 120600.01 | 2.645e-08 |   60.0 |
|  120700.0 | 2.658e-08 |   60.0 |
|  120800.0 |  2.67e-08 |   60.0 |
|  120900.0 | 2.681e-08 |   60.0 |
|  121000.0 |  2.69e-08 |   60.0 |
|  121100.0 | 2.698e-08 |   60.0 |
|  121200.0 | 2.696e-08 |   60.0 |
|  121300.0 | 2.705e-08 |   60.0 |
|  121400.0 | 2.714e-08 |   60.0 |
|  121500.0 | 2.724e-08 |   60.0 |
|  121600.0 | 2.734e-08 |   60.0 |
|  121700.0 | 2.815e-08 |   60.0 |
|  121800.0 | 2.833e-08 |   60.0 |
| 121899.99 | 2.826e-08 |   60.0 |
|  122000.0 | 2.776e-08 |   60.0 |
|  122100.0 | 2.797e-08 |   60.0 |
|  122200.0 | 2.806e-08 |   60.0 |
| 122299.99 | 2.861e-08 |   60.0 |
|  122400.0 | 2.873e-08 |   60.0 |
|  122500.0 | 2.867e-08 |   60.0 |
|  122600.0 | 2.857e-08 |   60.0 |
| 122700.01 | 2.845e-08 |   61.0 |
|  122800.0 | 2.827e-08 |   60.0 |
|  122900.0 | 2.798e-08 |   61.0 |
|  123000.0 | 2.732e-08 |   61.0 |
| 123100.01 | 2.711e-08 |   61.0 |
|  123200.0 |   2.7e-08 |   61.0 |
|  123300.0 |  2.68e-08 |   61.0 |
|  123400.0 | 2.718e-08 |   61.0 |
|  123500.0 | 2.703e-08 |   60.0 |
|  123600.0 | 2.665e-08 |   60.0 |
|  123700.0 | 2.571e-08 |   61.0 |
|  123800.0 | 2.543e-08 |   61.0 |
|  123900.0 | 2.514e-08 |   61.0 |
|  124000.0 | 2.485e-08 |   61.0 |
|  124100.0 |  2.49e-08 |   61.0 |
|  124200.0 | 2.476e-08 |   60.0 |
|  124300.0 | 2.444e-08 |   60.0 |
| 124399.99 |  2.39e-08 |   61.0 |
|  124500.0 | 2.345e-08 |   61.0 |
|  124600.0 | 2.316e-08 |   61.0 |
|  124700.0 | 2.316e-08 |   60.0 |
| 124799.99 | 2.288e-08 |   61.0 |
|  124900.0 | 2.251e-08 |   61.0 |
|  125000.0 | 2.219e-08 |   61.0 |
|  125100.0 | 2.171e-08 |   61.0 |
| 125200.01 | 2.087e-08 |   61.0 |
|  125300.0 | 2.055e-08 |   61.0 |
|  125400.0 | 2.024e-08 |   61.0 |
|  125500.0 | 2.026e-08 |   60.0 |
| 125600.01 | 1.997e-08 |   60.0 |
|  125700.0 | 1.964e-08 |   60.0 |
|  125800.0 |  1.93e-08 |   60.0 |
|  125900.0 | 1.893e-08 |   60.0 |
|  126000.0 | 1.846e-08 |   61.0 |
|  126100.0 | 1.818e-08 |   60.0 |
|  126200.0 | 1.801e-08 |   60.0 |
|  126300.0 | 1.776e-08 |   60.0 |
|  126400.0 | 1.747e-08 |   60.0 |
|  126500.0 | 1.716e-08 |   60.0 |
|  126600.0 | 1.681e-08 |   60.0 |
|  126700.0 | 1.616e-08 |   60.0 |
|  126800.0 | 1.586e-08 |   60.0 |
| 126899.99 | 1.556e-08 |   60.0 |
|  127000.0 | 1.516e-08 |   60.0 |
|  127100.0 | 1.497e-08 |   60.0 |
|  127200.0 | 1.486e-08 |   60.0 |
| 127299.99 | 1.486e-08 |   60.0 |
|  127400.0 | 1.476e-08 |   60.0 |
|  127500.0 | 1.466e-08 |   60.0 |
|  127600.0 | 1.466e-08 |   60.0 |
| 127700.01 | 1.456e-08 |   60.0 |
|  127800.0 | 1.486e-08 |   60.0 |
|  127900.0 | 1.515e-08 |   60.0 |
|  128000.0 | 1.555e-08 |   60.0 |
| 128100.01 | 1.594e-08 |   60.0 |
|  128200.0 | 1.643e-08 |   60.0 |
|  128300.0 | 1.692e-08 |   60.0 |
|  128400.0 | 1.791e-08 |   60.0 |
|  128500.0 | 1.924e-08 |   60.0 |
|  128600.0 | 2.085e-08 |   60.0 |
|  128700.0 | 2.268e-08 |   60.0 |
|  128800.0 | 2.478e-08 |   60.0 |
|  128900.0 | 2.728e-08 |   61.0 |
|  129000.0 | 3.026e-08 |   61.0 |
|  129100.0 | 3.303e-08 |   62.0 |
|  129200.0 | 3.618e-08 |   62.0 |
|  129300.0 | 4.007e-08 |   63.0 |
| 129399.99 | 4.488e-08 |   64.0 |
|  129500.0 | 5.096e-08 |   65.0 |
|  129600.0 | 5.941e-08 |   67.0 |
|  129700.0 | 6.789e-08 |   69.0 |
| 129799.99 | 7.598e-08 |   73.0 |
|  129900.0 | 8.587e-08 |   78.0 |
|  130000.0 | 9.815e-08 |   83.0 |
|  130100.0 | 1.149e-07 |   88.0 |
| 130200.01 | 1.368e-07 |   94.0 |
|  130300.0 | 1.665e-07 |  101.0 |
|  130400.0 |  1.82e-07 |  116.0 |
|  130500.0 |  1.99e-07 |  132.0 |
| 130600.01 | 2.194e-07 |  149.0 |
|  130700.0 | 2.435e-07 |  165.0 |
|  130800.0 | 2.744e-07 |  183.0 |
|  130900.0 | 3.172e-07 |  199.0 |
|  131000.0 |  2.93e-07 |  211.0 |
|  131100.0 | 3.437e-07 |  234.0 |
|  131200.0 | 3.403e-07 |  253.0 |
|  131300.0 | 3.385e-07 |  269.0 |
|  131400.0 | 3.342e-07 |  286.0 |
|  131500.0 | 3.288e-07 |  303.0 |
|  131600.0 | 3.222e-07 |  320.0 |
|  131700.0 | 3.097e-07 |  331.0 |
|  131800.0 | 2.959e-07 |  341.0 |
|  131900.0 | 2.829e-07 |  350.0 |
|  132000.0 | 1.918e-07 |  339.0 |
|  132100.0 | 5.065e-07 |   88.0 |
|  132200.0 | 5.094e-07 |   88.0 |
|  132300.0 | 5.139e-07 |   88.0 |
|  132400.0 | 5.159e-07 |   88.0 |
|  132500.0 |  5.18e-07 |   88.0 |
|  132600.0 | 5.197e-07 |   87.0 |
|  132700.0 | 5.197e-07 |   87.0 |
|  132800.0 | 5.189e-07 |   87.0 |
|  132900.0 | 5.193e-07 |   87.0 |
|  133000.0 | 5.193e-07 |   87.0 |
|  133100.0 | 5.195e-07 |   87.0 |
|  133200.0 | 5.191e-07 |   86.0 |
|  133300.0 | 5.177e-07 |   86.0 |
|  133400.0 | 5.149e-07 |   86.0 |
|  133500.0 | 4.972e-07 |   86.0 |
|  133600.0 | 5.259e-07 |   86.0 |
|  133700.0 | 5.249e-07 |   86.0 |
|  133800.0 | 5.058e-07 |   85.0 |
|  133900.0 | 5.091e-07 |   85.0 |
|  134000.0 |  5.06e-07 |   85.0 |
|  134100.0 | 5.185e-07 |   85.0 |
|  134200.0 | 5.179e-07 |   85.0 |
|  134300.0 | 5.161e-07 |   85.0 |
|  134400.0 | 4.968e-07 |   84.0 |
|  134500.0 | 4.999e-07 |   84.0 |
|  134600.0 | 5.179e-07 |   84.0 |
|  134700.0 | 5.181e-07 |   84.0 |
|  134800.0 | 5.196e-07 |   84.0 |
|  134900.0 | 5.199e-07 |   84.0 |
|  135000.0 | 5.205e-07 |   84.0 |
|  135100.0 |  5.23e-07 |   83.0 |
|  135200.0 | 5.246e-07 |   83.0 |
|  135300.0 | 5.272e-07 |   83.0 |
|  135400.0 | 5.289e-07 |   83.0 |
|  135500.0 | 5.317e-07 |   83.0 |
|  135600.0 | 5.346e-07 |   82.0 |
|  135700.0 | 5.364e-07 |   83.0 |
|  135800.0 | 5.225e-07 |   82.0 |
|  135900.0 | 5.301e-07 |   82.0 |
|  136000.0 | 5.316e-07 |   81.0 |
|  136100.0 | 5.298e-07 |   81.0 |
|  136200.0 | 5.423e-07 |   81.0 |
|  136300.0 | 5.431e-07 |   81.0 |
|  136400.0 | 5.428e-07 |   81.0 |
|  136500.0 | 5.288e-07 |   80.0 |
|  136600.0 | 5.322e-07 |   80.0 |
|  136700.0 | 5.333e-07 |   80.0 |
|  136800.0 | 5.336e-07 |   80.0 |
|  136900.0 | 5.334e-07 |   80.0 |
|  137000.0 | 5.327e-07 |   79.0 |
|  137100.0 | 5.314e-07 |   79.0 |
|  137200.0 | 5.318e-07 |   79.0 |
|  137300.0 | 5.346e-07 |   79.0 |
|  137400.0 | 5.367e-07 |   79.0 |
|  137500.0 | 5.375e-07 |   79.0 |
|  137600.0 | 5.374e-07 |   78.0 |
|  137700.0 | 5.306e-07 |   78.0 |
|  137800.0 | 5.394e-07 |   78.0 |
|  137900.0 |  5.39e-07 |   78.0 |
|  138000.0 | 5.397e-07 |   78.0 |
|  138100.0 | 5.404e-07 |   78.0 |
