# Units:
#  "lambda" is in Angstroms
#  "pass" is the contribution to the detector signal per photon
# 
# Bandpass Name(s): W2
# 
# Instrument: WISE
# 
# Determined by: WISE team
# 
# Date of determination: sometime before 2009-Aug-04
# 
# Meaning of/Reason for default column: Only column available
# 
# Notes:
#  Obtained from the web site
#   http://www.astro.ucla.edu/~wright/WISE/passbands.html
# 
# Mike Blanton, NYU 2011-Apr-11
|    lambda |      pass |    unc |
|   36100.0 | 1.133e-06 |  534.0 |
|   36200.0 |  1.17e-06 |  534.0 |
|   36300.0 | 1.371e-06 |  534.0 |
|   36400.0 | 1.067e-06 |  534.0 |
|   36500.0 |  1.07e-06 |  534.0 |
|   36600.0 | 6.888e-07 |  535.0 |
|   36700.0 | 1.192e-06 |  534.0 |
|   36800.0 | 4.198e-10 | 1000.0 |
|   36900.0 | 1.148e-08 |  707.0 |
|   37000.0 | 1.137e-08 |  707.0 |
|   37100.0 | 1.438e-08 |  707.0 |
|   37200.0 | 2.673e-08 |  707.0 |
|   37300.0 | 3.369e-08 |  707.0 |
|   37400.0 | 4.709e-08 |  707.0 |
|   37500.0 |  1.17e-07 |  707.0 |
|   37600.0 | 8.649e-08 |  707.0 |
|   37700.0 |  1.24e-07 |  707.0 |
|   37800.0 |  3.03e-07 |  707.0 |
|   37900.0 | 3.583e-07 |  707.0 |
|   38000.0 | 1.299e-06 |  707.0 |
|   38100.0 | 2.109e-06 |  707.0 |
|   38200.0 | 3.557e-06 |  707.0 |
|   38300.0 |  4.67e-06 |  707.0 |
|   38400.0 | 6.963e-06 |  707.0 |
|   38500.0 |  1.16e-05 |  707.0 |
|   38600.0 | 1.833e-05 |  707.0 |
|   38700.0 |  2.13e-05 |  534.0 |
|   38800.0 | 4.559e-05 |  707.0 |
|   38900.0 | 9.741e-05 |  707.0 |
|   39000.0 | 0.0001387 |  707.0 |
|   39100.0 |    0.0002 |  533.0 |
|   39200.0 | 0.0003728 |  534.0 |
|   39300.0 | 0.0005062 |  534.0 |
|   39400.0 | 0.0003919 |  535.0 |
|   39500.0 |  0.001163 |  707.0 |
|   39600.0 |  0.008188 |   68.0 |
|   39700.0 |   0.01012 |   53.0 |
|   39800.0 |   0.01276 |   36.0 |
|   39900.0 |   0.01638 |   26.0 |
|   40000.0 |   0.02137 |   27.0 |
| 40100.004 |   0.03005 |   33.0 |
|   40200.0 |   0.04402 |   36.0 |
| 40300.004 |   0.06517 |   37.0 |
|   40400.0 |   0.09531 |   37.0 |
|   40500.0 |    0.1357 |   37.0 |
|   40600.0 |    0.1937 |   35.0 |
|   40700.0 |    0.2636 |   33.0 |
|   40800.0 |    0.3407 |   31.0 |
|   40900.0 |    0.4227 |   28.0 |
|   41000.0 |    0.5028 |   23.0 |
|   41100.0 |    0.5729 |   19.0 |
|   41200.0 |      0.63 |   15.0 |
|   41300.0 |     0.676 |   12.0 |
|   41400.0 |     0.709 |   10.0 |
|   41500.0 |     0.728 |    9.0 |
|   41600.0 |     0.741 |    9.0 |
|   41700.0 |     0.748 |    8.0 |
|   41800.0 |      0.75 |    7.0 |
|   41900.0 |     0.748 |    6.0 |
|   42000.0 |     0.745 |    6.0 |
|   42100.0 |     0.739 |    7.0 |
| 42199.996 |     0.732 |    9.0 |
|   42300.0 |     0.725 |   10.0 |
| 42399.996 |     0.724 |   10.0 |
|   42500.0 |     0.725 |    8.0 |
| 42600.004 |     0.724 |    7.0 |
|   42700.0 |      0.72 |    8.0 |
| 42800.004 |     0.718 |    9.0 |
|   42900.0 |     0.719 |    9.0 |
|   43000.0 |     0.723 |    7.0 |
|   43100.0 |     0.727 |    6.0 |
|   43200.0 |     0.731 |    5.0 |
|   43300.0 |     0.733 |    5.0 |
|   43400.0 |     0.734 |    6.0 |
|   43500.0 |     0.733 |    6.0 |
|   43600.0 |     0.729 |    7.0 |
|   43700.0 |     0.725 |    6.0 |
|   43800.0 |     0.719 |    6.0 |
|   43900.0 |     0.711 |    5.0 |
|   44000.0 |     0.704 |    5.0 |
|   44100.0 |     0.698 |    5.0 |
|   44200.0 |     0.692 |    4.0 |
|   44300.0 |     0.688 |    4.0 |
|   44400.0 |     0.683 |    4.0 |
|   44500.0 |      0.68 |    3.0 |
|   44600.0 |     0.679 |    3.0 |
| 44699.996 |     0.681 |    4.0 |
|   44800.0 |     0.686 |    5.0 |
| 44899.996 |     0.693 |    7.0 |
|   45000.0 |     0.701 |    8.0 |
| 45100.004 |     0.711 |    9.0 |
|   45200.0 |     0.719 |    9.0 |
| 45300.004 |     0.728 |    8.0 |
|   45400.0 |     0.735 |    7.0 |
|   45500.0 |      0.74 |    6.0 |
|   45600.0 |     0.744 |    6.0 |
|   45700.0 |     0.746 |    6.0 |
|   45800.0 |     0.747 |    7.0 |
|   45900.0 |     0.745 |    8.0 |
|   46000.0 |     0.742 |    8.0 |
|   46100.0 |     0.738 |    7.0 |
|   46200.0 |     0.732 |    7.0 |
|   46300.0 |     0.726 |    6.0 |
|   46400.0 |     0.719 |    5.0 |
|   46500.0 |     0.712 |    5.0 |
|   46600.0 |     0.705 |    5.0 |
|   46700.0 |     0.701 |    5.0 |
|   46800.0 |     0.697 |    5.0 |
|   46900.0 |     0.695 |    4.0 |
|   47000.0 |     0.693 |    4.0 |
|   47100.0 |     0.694 |    5.0 |
| 47199.996 |     0.696 |    5.0 |
|   47300.0 |     0.699 |    5.0 |
| 47399.996 |     0.705 |    5.0 |
|   47500.0 |     0.709 |    5.0 |
| 47600.004 |     0.715 |    5.0 |
|   47700.0 |     0.719 |    5.0 |
| 47800.004 |     0.722 |    5.0 |
|   47900.0 |     0.722 |    5.0 |
|   48000.0 |     0.722 |    5.0 |
|   48100.0 |      0.72 |    5.0 |
|   48200.0 |     0.718 |    6.0 |
|   48300.0 |     0.717 |    7.0 |
|   48400.0 |     0.715 |    8.0 |
|   48500.0 |     0.714 |    8.0 |
|   48600.0 |     0.713 |    9.0 |
|   48700.0 |     0.712 |    8.0 |
|   48800.0 |     0.712 |    8.0 |
|   48900.0 |     0.712 |    7.0 |
|   49000.0 |     0.712 |    6.0 |
|   49100.0 |     0.711 |    6.0 |
|   49200.0 |     0.711 |    6.0 |
|   49300.0 |      0.71 |    6.0 |
|   49400.0 |     0.708 |    6.0 |
|   49500.0 |     0.705 |    5.0 |
|   49600.0 |     0.702 |    5.0 |
| 49699.996 |     0.698 |    5.0 |
|   49800.0 |     0.693 |    5.0 |
| 49899.996 |     0.688 |    6.0 |
|   50000.0 |      0.68 |    7.0 |
| 50100.004 |     0.673 |    8.0 |
|   50200.0 |     0.664 |    9.0 |
| 50300.004 |     0.655 |    9.0 |
|   50400.0 |     0.646 |   10.0 |
|   50500.0 |     0.637 |    9.0 |
|   50600.0 |     0.628 |    9.0 |
|   50700.0 |     0.619 |    9.0 |
|   50800.0 |     0.611 |    9.0 |
|   50900.0 |     0.603 |    8.0 |
|   51000.0 |     0.595 |    8.0 |
|   51100.0 |     0.585 |    8.0 |
|   51200.0 |     0.575 |    8.0 |
|   51300.0 |      0.56 |    9.0 |
|   51400.0 |     0.544 |   10.0 |
|   51500.0 |     0.519 |   12.0 |
|   51600.0 |     0.493 |   14.0 |
|   51700.0 |     0.458 |   17.0 |
|   51800.0 |     0.419 |   21.0 |
|   51900.0 |     0.375 |   24.0 |
|   52000.0 |    0.3269 |   28.0 |
|   52100.0 |    0.2799 |   33.0 |
| 52199.996 |    0.2328 |   37.0 |
|   52300.0 |    0.1898 |   42.0 |
| 52399.996 |    0.1507 |   47.0 |
|   52500.0 |    0.1167 |   52.0 |
| 52600.004 |   0.09014 |   57.0 |
|   52700.0 |   0.06592 |   62.0 |
| 52800.004 |   0.05034 |   68.0 |
|   52900.0 |   0.03521 |   74.0 |
|   53000.0 |   0.02691 |   81.0 |
|   53100.0 |   0.01866 |   89.0 |
|   53200.0 |   0.01387 |   98.0 |
|   53300.0 |  0.009652 |  107.0 |
|   53400.0 |   0.00684 |  121.0 |
|   53500.0 |  0.004735 |  137.0 |
|   53600.0 |  0.002642 |  707.0 |
|   53700.0 |  0.001987 |  707.0 |
|   53800.0 |  0.001481 |  707.0 |
|   53900.0 |  0.001126 |  707.0 |
|   54000.0 | 0.0008357 |  707.0 |
|   54100.0 | 0.0006295 |  707.0 |
|   54200.0 | 0.0004771 |  707.0 |
|   54300.0 | 0.0003538 |  707.0 |
|   54400.0 | 0.0002516 |  707.0 |
|   54500.0 | 0.0001988 |  707.0 |
|   54600.0 | 0.0001381 |  707.0 |
| 54699.996 | 0.0001783 |  562.0 |
|   54800.0 | 0.0002014 |  563.0 |
| 54899.996 | 0.0001999 |  563.0 |
|   55000.0 |  0.000165 |  562.0 |
| 55100.004 |  0.000143 |  562.0 |
|   55200.0 | 0.0001239 |  562.0 |
| 55300.004 | 9.502e-05 |  562.0 |
|   55400.0 | 8.424e-05 |  562.0 |
|   55500.0 | 6.574e-05 |  562.0 |
|   55600.0 |  3.81e-05 |  562.0 |
|   55700.0 | 3.605e-05 |  562.0 |
|   55800.0 | 2.997e-05 |  563.0 |
|   55900.0 | 2.235e-05 |  562.0 |
|   56000.0 | 1.743e-05 |  562.0 |
|   56100.0 | 8.032e-06 |  562.0 |
|   56200.0 | 1.144e-05 |  562.0 |
|   56300.0 | 1.104e-05 |  562.0 |
|   56400.0 | 7.084e-06 |  563.0 |
|   56500.0 | 5.876e-06 |  563.0 |
|   56600.0 | 4.446e-06 |  562.0 |
|   56700.0 | 1.853e-06 |  563.0 |
|   56800.0 | 5.072e-08 |  707.0 |
|   56900.0 | 1.168e-07 |  707.0 |
|   57000.0 | 1.016e-07 |  707.0 |
|   57100.0 |  1.63e-05 | 1061.0 |
| 57199.996 |     3e-05 | 2293.0 |
|   57300.0 | 1.986e-08 |  677.0 |
| 57399.996 | 2.196e-08 |  662.0 |
|   57500.0 | 8.401e-08 |  653.0 |
| 57600.004 | 1.195e-07 |  628.0 |
|   57700.0 |  2.68e-05 | 1769.0 |
| 57800.004 | 9.123e-09 |  672.0 |
|   57900.0 |  3.67e-05 | 2234.0 |
|   58000.0 |  3.17e-05 | 1896.0 |
|   58100.0 |  2.85e-05 | 1730.0 |
|   58200.0 | 1.733e-08 |  647.0 |
|   58300.0 |  2.67e-05 | 1640.0 |
|   58400.0 |  3.26e-05 | 1936.0 |
|   58500.0 | 1.691e-08 |  674.0 |
|   58600.0 |  3.22e-05 | 1953.0 |
|   58700.0 |  2.45e-05 | 1514.0 |
|   58800.0 |  1.72e-05 | 1145.0 |
|   58900.0 |  7.73e-06 |  602.0 |
|   59000.0 |  5.87e-06 |  416.0 |
|   59100.0 |  4.46e-06 |  341.0 |
|   59200.0 |  3.19e-06 |  262.0 |
|   59300.0 |  2.54e-06 |  242.0 |
|   59400.0 |  2.27e-06 |  230.0 |
|   59500.0 |  2.09e-06 |  222.0 |
|   59600.0 |   1.9e-06 |  214.0 |
| 59699.996 | 9.702e-07 |  200.0 |
|   59800.0 |   7.5e-07 |  198.0 |
| 59899.996 | 6.644e-07 |  196.0 |
|   60000.0 | 5.954e-07 |  194.0 |
| 60100.004 | 6.489e-07 |  192.0 |
|   60200.0 |  5.37e-07 |  190.0 |
| 60300.004 | 4.288e-07 |  191.0 |
|   60400.0 | 3.309e-07 |  196.0 |
|   60500.0 |  2.65e-07 |  198.0 |
|   60600.0 | 2.286e-07 |  198.0 |
|   60700.0 | 2.166e-07 |  195.0 |
|   60800.0 | 2.128e-07 |  194.0 |
|   60900.0 | 2.258e-07 |  193.0 |
|   61000.0 | 2.325e-07 |  193.0 |
|   61100.0 | 2.466e-07 |  194.0 |
|   61200.0 | 2.556e-07 |  194.0 |
|   61300.0 | 2.556e-07 |  193.0 |
|   61400.0 | 2.545e-07 |  196.0 |
|   61500.0 | 2.399e-07 |  202.0 |
|   61600.0 | 2.425e-07 |  212.0 |
|   61700.0 | 2.271e-07 |  227.0 |
|   61800.0 |  2.02e-07 |  244.0 |
|   61900.0 |  1.89e-07 |  260.0 |
|   62000.0 | 1.841e-07 |  270.0 |
|   62100.0 | 1.731e-07 |  275.0 |
| 62199.996 |  1.76e-07 |  273.0 |
|   62300.0 | 1.876e-07 |  263.0 |
| 62399.996 | 1.975e-07 |  248.0 |
|   62500.0 | 2.041e-07 |  232.0 |
| 62600.004 | 2.362e-07 |  225.0 |
|   62700.0 | 2.251e-07 |  212.0 |
| 62800.004 | 2.349e-07 |  209.0 |
|   62900.0 | 2.198e-07 |  215.0 |
|   63000.0 |  2.07e-07 |  226.0 |
|   63100.0 | 1.946e-07 |  236.0 |
|   63200.0 | 1.808e-07 |  236.0 |
|   63300.0 |  1.89e-07 |  229.0 |
|   63400.0 | 2.088e-07 |  216.0 |
|   63500.0 | 2.207e-07 |  202.0 |
|   63600.0 | 2.219e-07 |  190.0 |
|   63700.0 | 2.097e-07 |  183.0 |
|   63800.0 | 2.273e-07 |  178.0 |
|   63900.0 | 2.304e-07 |  175.0 |
|   64000.0 | 2.252e-07 |  175.0 |
|   64100.0 | 2.237e-07 |  176.0 |
|   64200.0 | 2.284e-07 |  177.0 |
|   64300.0 | 2.282e-07 |  174.0 |
|   64400.0 | 2.236e-07 |  170.0 |
|   64500.0 | 2.361e-07 |  170.0 |
|   64600.0 | 2.242e-07 |  167.0 |
| 64699.996 | 2.194e-07 |  167.0 |
|   64800.0 | 2.137e-07 |  169.0 |
| 64899.996 | 2.114e-07 |  171.0 |
|   65000.0 | 2.063e-07 |  173.0 |
| 65100.004 | 2.011e-07 |  175.0 |
|   65200.0 | 1.982e-07 |  177.0 |
| 65300.004 |  2.01e-07 |  181.0 |
|   65400.0 | 1.936e-07 |  190.0 |
|   65500.0 | 1.805e-07 |  200.0 |
|   65600.0 | 1.679e-07 |  217.0 |
|   65700.0 | 1.533e-07 |  235.0 |
|   65800.0 | 1.425e-07 |  254.0 |
|   65900.0 | 1.335e-07 |  267.0 |
|   66000.0 | 1.218e-07 |  276.0 |
|   66100.0 | 1.122e-07 |  280.0 |
|   66200.0 | 1.076e-07 |  282.0 |
|   66300.0 | 1.002e-07 |  282.0 |
|   66400.0 | 1.077e-07 |  276.0 |
|   66500.0 | 1.138e-07 |  268.0 |
|   66600.0 | 1.232e-07 |  257.0 |
|   66700.0 | 1.323e-07 |  248.0 |
|   66800.0 | 1.371e-07 |  239.0 |
|   66900.0 | 1.454e-07 |  243.0 |
|   67000.0 | 1.451e-07 |  241.0 |
|   67100.0 | 1.432e-07 |  245.0 |
|   67200.0 | 1.151e-07 |  241.0 |
|   67300.0 |   1.4e-07 |  250.0 |
|   67400.0 | 1.384e-07 |  251.0 |
|   67500.0 | 1.374e-07 |  250.0 |
|   67600.0 | 1.343e-07 |  254.0 |
|   67700.0 | 1.306e-07 |  260.0 |
|   67800.0 | 1.035e-07 |  257.0 |
|   67900.0 | 1.056e-07 |  260.0 |
|   68000.0 | 1.172e-07 |  270.0 |
|   68100.0 | 1.148e-07 |  270.0 |
|   68200.0 | 1.009e-07 |  261.0 |
|   68300.0 | 9.148e-08 |  263.0 |
|   68400.0 | 9.707e-08 |  264.0 |
|   68500.0 | 9.049e-08 |  268.0 |
|   68600.0 | 8.169e-08 |  272.0 |
|   68700.0 | 7.705e-08 |  271.0 |
|   68800.0 | 7.573e-08 |  269.0 |
|   68900.0 | 7.853e-08 |  266.0 |
|   69000.0 | 8.107e-08 |  265.0 |
|   69100.0 | 8.167e-08 |  264.0 |
|   69200.0 |   7.8e-08 |  263.0 |
|   69300.0 | 7.863e-08 |  259.0 |
|   69400.0 | 8.001e-08 |  257.0 |
|   69500.0 | 7.646e-08 |  253.0 |
|   69600.0 |  8.19e-08 |  250.0 |
|   69700.0 | 8.515e-08 |  245.0 |
|   69800.0 | 9.894e-08 |  249.0 |
|   69900.0 | 1.009e-07 |  245.0 |
|   70000.0 | 8.998e-08 |  235.0 |
|   70100.0 | 9.324e-08 |  232.0 |
|   70200.0 | 8.876e-08 |  233.0 |
|   70300.0 | 1.026e-07 |  240.0 |
|   70400.0 | 9.848e-08 |  242.0 |
|   70500.0 |  7.75e-08 |  236.0 |
|   70600.0 | 7.826e-08 |  235.0 |
|   70700.0 | 9.174e-08 |  241.0 |
|   70800.0 | 9.073e-08 |  241.0 |
|   70900.0 | 7.089e-08 |  236.0 |
|   71000.0 | 8.789e-08 |  242.0 |
|   71100.0 | 8.628e-08 |  243.0 |
|   71200.0 |  8.46e-08 |  245.0 |
|   71300.0 |  8.16e-08 |  249.0 |
|   71400.0 | 5.715e-08 |  244.0 |
|   71500.0 | 7.668e-08 |  253.0 |
|   71600.0 | 7.428e-08 |  255.0 |
|   71700.0 | 7.417e-08 |  256.0 |
|   71800.0 | 6.224e-08 |  248.0 |
|   71900.0 | 6.238e-08 |  251.0 |
|   72000.0 | 6.368e-08 |  253.0 |
|   72100.0 | 6.292e-08 |  257.0 |
|   72200.0 | 5.759e-08 |  260.0 |
|   72300.0 | 5.173e-08 |  260.0 |
|   72400.0 | 5.642e-08 |  259.0 |
|   72500.0 | 5.826e-08 |  260.0 |
|   72600.0 | 5.751e-08 |  261.0 |
|   72700.0 | 5.714e-08 |  261.0 |
|   72800.0 | 5.821e-08 |  259.0 |
|   72900.0 |  6.17e-08 |  255.0 |
|   73000.0 | 6.407e-08 |  251.0 |
|   73100.0 |  6.58e-08 |  246.0 |
|   73200.0 | 6.834e-08 |  243.0 |
|   73300.0 | 6.647e-08 |  241.0 |
|   73400.0 | 6.351e-08 |  239.0 |
|   73500.0 | 8.188e-08 |  243.0 |
|   73600.0 | 8.198e-08 |  242.0 |
|   73700.0 | 8.268e-08 |  240.0 |
|   73800.0 | 6.877e-08 |  231.0 |
|   73900.0 | 8.339e-08 |  236.0 |
|   74000.0 | 8.237e-08 |  237.0 |
|   74100.0 | 5.352e-08 |  232.0 |
|   74200.0 | 7.111e-08 |  234.0 |
|   74300.0 | 7.327e-08 |  235.0 |
|   74400.0 | 7.151e-08 |  236.0 |
|   74500.0 |  6.23e-08 |  236.0 |
|   74600.0 | 6.537e-08 |  237.0 |
|   74700.0 | 6.826e-08 |  238.0 |
|   74800.0 | 6.416e-08 |  239.0 |
|   74900.0 | 5.963e-08 |  241.0 |
|   75000.0 | 7.334e-08 |  250.0 |
|   75100.0 | 7.202e-08 |  251.0 |
|   75200.0 | 7.155e-08 |  250.0 |
|   75300.0 | 5.896e-08 |  242.0 |
|   75400.0 | 5.473e-08 |  243.0 |
|   75500.0 | 6.833e-08 |  251.0 |
|   75600.0 | 5.563e-08 |  244.0 |
|   75700.0 |  5.53e-08 |  247.0 |
|   75800.0 | 4.998e-08 |  249.0 |
|   75900.0 | 5.193e-08 |  252.0 |
|   76000.0 | 5.192e-08 |  256.0 |
|   76100.0 |   4.8e-08 |  260.0 |
|   76200.0 | 4.156e-08 |  263.0 |
|   76300.0 | 4.379e-08 |  265.0 |
|   76400.0 |  4.52e-08 |  266.0 |
|   76500.0 |  4.33e-08 |  269.0 |
|   76600.0 | 4.188e-08 |  268.0 |
|   76700.0 | 4.162e-08 |  268.0 |
|   76800.0 | 4.198e-08 |  268.0 |
|   76900.0 | 4.013e-08 |  268.0 |
|   77000.0 | 3.636e-08 |  266.0 |
|   77100.0 | 3.293e-08 |  267.0 |
|   77200.0 | 5.063e-08 |  276.0 |
|   77300.0 | 5.152e-08 |  275.0 |
|   77400.0 | 5.265e-08 |  273.0 |
|   77500.0 | 5.378e-08 |  271.0 |
|   77600.0 | 5.495e-08 |  269.0 |
|   77700.0 | 4.441e-08 |  256.0 |
|   77800.0 | 4.363e-08 |  252.0 |
|   77900.0 | 5.949e-08 |  258.0 |
|   78000.0 | 4.823e-08 |  249.0 |
|   78100.0 | 5.045e-08 |  247.0 |
|   78200.0 | 5.312e-08 |  247.0 |
|   78300.0 | 5.471e-08 |  249.0 |
|   78400.0 | 5.335e-08 |  250.0 |
|   78500.0 | 5.072e-08 |  250.0 |
|   78600.0 | 6.131e-08 |  260.0 |
|   78700.0 | 6.126e-08 |  260.0 |
|   78800.0 | 5.147e-08 |  251.0 |
|   78900.0 | 5.065e-08 |  255.0 |
|   79000.0 | 4.444e-08 |  257.0 |
|   79100.0 |  5.84e-08 |  268.0 |
|   79200.0 |  5.67e-08 |  272.0 |
|   79300.0 | 5.507e-08 |  277.0 |
|   79400.0 | 4.322e-08 |  270.0 |
|   79500.0 | 4.406e-08 |  273.0 |
|   79600.0 | 4.243e-08 |  276.0 |
|   79700.0 | 3.656e-08 |  279.0 |
|   79800.0 |  3.88e-08 |  281.0 |
|   79900.0 | 4.115e-08 |  284.0 |
|   80000.0 | 4.213e-08 |  287.0 |
